,정전피해_지역,피해_가구수,시작시간,종료시간
3377,충청남도 보령시,870,2012.08.28 11:36 , 2012.08.28 13:22
3378,전라북도 익산시,3715,2012.08.28 11:35 , 2012.08.29 21:45
3379,경기도 용인시 기흥구,95,2012.08.28 11:35 , 2012.08.28 19:05
3380,울산광역시 울주군,2403,2012.08.28 11:35 , 2012.08.28 12:49
3381,서울특별시 중랑구,10,2012.08.28 11:34 , 2012.08.28 12:30
3382,서울특별시 중랑구,9,2012.08.28 11:34 , 2012.08.28 14:50
3383,전라북도 익산시,2684,2012.08.28 11:34 , 2012.08.29 01:30
3384,충청남도 금산군,701,2012.08.28 11:34 , 2012.08.28 12:33
3385,전라북도 김제시,1967,2012.08.28 11:34 , 2012.08.28 14:23
3386,대구광역시 수성구,2107,2012.08.28 11:33 , 2012.08.28 12:15
3387,서울특별시 종로구,7,2012.08.28 11:33 , 2012.08.28 16:51
3388,강원도 강릉시,232,2012.08.28 11:32 , 2012.08.28 12:13
3389,강원도 강릉시,232,2012.08.28 11:32 , 2012.08.28 12:17
3390,전라북도 완주군,3736,2012.08.28 11:32 , 2012.08.29 13:04
3391,전라북도 정읍시,2735,2012.08.28 11:30 , 2012.08.28 11:50
3392,경상남도 진주시,2925,2012.08.28 11:30 , 2012.08.28 13:03
3393,강원도 원주시,2774,2012.08.28 11:28 , 2012.08.28 12:23
3394,강원도 원주시,407,2012.08.28 11:28 , 2012.08.28 13:25
3395,경상남도 거창군,5772,2012.08.28 11:27 , 2012.08.28 11:53
3396,강원도 춘천시,40,2012.08.28 11:27 , 2012.08.28 11:54
3397,강원도 춘천시,40,2012.08.28 11:27 , 2012.08.28 14:19
3398,충청남도 보령시,1421,2012.08.28 11:25 , 2012.08.28 13:22
3399,전라북도 완주군,1821,2012.08.28 11:23 , 2012.08.29 18:43
3400,전라북도 완주군,1361,2012.08.28 11:23 , 2012.08.28 13:56
3401,전라북도 전주시 완산구,3284,2012.08.28 11:21 , 2012.08.28 23:28
3402,전라북도 완주군,3284,2012.08.28 11:21 , 2012.08.28 23:50
3403,경기도 안산시 단원구,51,2012.08.28 11:21 , 2012.08.28 12:43
3404,경기도 안산시 단원구,51,2012.08.28 11:21 , 2012.08.28 11:23
3405,전라북도 정읍시,4522,2012.08.28 11:20 , 2012.08.28 17:50
3406,경상남도 산청군,5508,2012.08.28 11:19 , 2012.08.28 12:22
3407,경상남도 거창군,7906,2012.08.28 11:19 , 2012.08.28 13:50
3408,경기도 안산시 상록구,1953,2012.08.28 11:18 , 2012.08.28 12:12
3409,경기도 안산시 상록구,2434,2012.08.28 11:18 , 2012.08.28 12:12
3410,경기도 안산시 상록구,2534,2012.08.28 11:18 , 2012.08.28 12:13
3411,경상남도 함양군,3267,2012.08.28 11:15 , 2012.08.28 11:54
3412,전라북도 전주시 완산구,2012,2012.08.28 11:15 , 2012.08.28 23:47
3413,충청남도 청양군,2,2012.08.28 11:15 , 2012.08.28 13:22
3414,강원도 영월군,1553,2012.08.28 11:14 , 2012.08.28 12:16
3415,경상남도 거창군,2213,2012.08.28 11:13 , 2012.08.28 12:57
3416,충청남도 보령시,1470,2012.08.28 11:13 , 2012.08.28 15:40
3417,전라북도 익산시,2722,2012.08.28 11:12 , 2012.08.28 17:41
3418,충청남도 보령시,2120,2012.08.28 11:12 , 2012.08.28 13:23
3419,광주광역시 북구,1478,2012.08.28 11:12 , 2012.08.28 16:09
3420,광주광역시 북구,7157,2012.08.28 11:12 , 2012.08.28 16:15
3421,광주광역시 동구,3910,2012.08.28 11:12 , 2012.08.28 16:14
3422,충청북도 청주시 상당구,4065,2012.08.28 11:08 , 2012.08.28 13:02
3423,전라남도 영광군,3129,2012.08.28 11:06 , 2012.08.28 16:58
3424,강원도 화천군,797,2012.08.28 11:04 , 2012.08.28 12:10
3425,대전광역시 동구,843,2012.08.28 11:04 , 2012.08.28 13:35
3426,서울특별시 노원구,63,2012.08.28 11:03 , 2012.08.28 13:10
3427,충청남도 보령시,750,2012.08.28 11:03 , 2012.08.28 14:58
3428,전라북도 익산시,2186,2012.08.28 11:02 , 2012.08.28 15:19
3429,경상남도 의령군,52,2012.08.28 11:00 , 2012.08.28 16:39
3430,전라남도 장성군,2818,2012.08.28 10:58 , 2012.08.28 15:11
3431,전라남도 장성군,450,2012.08.28 10:58 , 2012.08.28 14:31
3432,충청북도 괴산군,4002,2012.08.28 10:57 , 2012.08.28 11:40
3433,대구광역시 달성군,3868,2012.08.28 10:51 , 2012.08.28 15:19
3434,서울특별시 구로구,5,2012.08.28 10:50 , 2012.08.28 12:35
3435,경기도 시흥시,318,2012.08.28 10:50 , 2012.08.28 11:37
3436,경기도 시흥시,318,2012.08.28 10:50 , 2012.08.28 12:35
3437,전라남도 광양시,142,2012.08.28 10:49 , 2012.08.28 13:38
3438,경상남도 하동군,3477,2012.08.28 10:48 , 2012.08.28 13:06
3439,경상남도 하동군,3174,2012.08.28 10:48 , 2012.08.28 15:01
3440,전라북도 군산시,4886,2012.08.28 10:47 , 2012.08.28 12:05
3441,전라북도 김제시,3926,2012.08.28 10:45 , 2012.08.28 16:19
3442,경기도 포천시,695,2012.08.28 10:44 , 2012.08.28 12:51
3443,경기도 포천시,695,2012.08.28 10:44 , 2012.08.28 11:17
3444,경기도 포천시,695,2012.08.28 10:44 , 2012.08.28 11:26
3445,전라북도 익산시,5376,2012.08.28 10:43 , 2012.08.29 11:41
3446,전라북도 익산시,23,2012.08.28 10:41 , 2012.08.28 11:47
3447,전라북도 군산시,1041,2012.08.28 10:41 , 2012.08.28 16:42
3448,전라북도 김제시,4398,2012.08.28 10:40 , 2012.08.28 14:19
3449,전라북도 부안군,5992,2012.08.28 10:40 , 2012.08.29 00:17
3450,전라북도 군산시,4078,2012.08.28 10:39 , 2012.08.28 11:54
3451,전라남도 신안군,481,2012.08.28 10:38 , 2012.08.29 21:43
3452,경상남도 하동군,3532,2012.08.28 10:38 , 2012.08.28 13:39
3453,전라남도 구례군,1492,2012.08.28 10:37 , 2012.08.28 10:56
3454,충청남도 서천군,113,2012.08.28 10:35 , 2012.08.28 13:39
3455,전라북도 익산시,4925,2012.08.28 10:35 , 2012.08.28 13:04
3456,전라북도 정읍시,3821,2012.08.28 10:35 , 2012.08.28 11:05
3457,광주광역시 북구,1449,2012.08.28 10:34 , 2012.08.28 12:00
3458,광주광역시 동구,1914,2012.08.28 10:33 , 2012.08.28 16:05
3459,경상북도 봉화군,10,2012.08.28 10:30 , 2012.08.28 14:05
3460,전라북도 정읍시,3750,2012.08.28 10:30 , 2012.08.28 14:51
3461, ,6,2012.08.28 10:29 , 2012.08.28 11:44
3462,광주광역시 서구,2336,2012.08.28 10:28 , 2012.08.28 10:41
3463,광주광역시 남구,3850,2012.08.28 10:28 , 2012.08.28 15:22
3464,광주광역시 동구,1081,2012.08.28 10:27 , 2012.08.28 16:05
3465,전라북도 익산시,74,2012.08.28 10:25 , 2012.08.28 15:46
3466,경상남도 창원시 의창구,7518,2012.08.28 10:24 , 2012.08.28 12:12
3467,전라북도 남원시,1581,2012.08.28 10:21 , 2012.08.28 13:23
3468,전라북도 남원시,3247,2012.08.28 10:21 , 2012.08.28 13:38
3469,전라북도 익산시,5073,2012.08.28 10:20 , 2012.08.28 12:54
3470,경기도 시흥시,37,2012.08.28 10:20 , 2012.08.28 10:45
3471,광주광역시 광산구,135,2012.08.28 10:20 , 2012.08.28 15:30
3472,전라북도 김제시,4602,2012.08.28 10:19 , 2012.08.28 11:16
3473,전라북도 익산시,3546,2012.08.28 10:17 , 2012.08.28 14:32
3474,전라북도 부안군,3007,2012.08.28 10:17 , 2012.08.29 00:16
3475,광주광역시 남구,3007,2012.08.28 10:16 , 2012.08.28 10:30
3476,광주광역시 광산구,50,2012.08.28 10:16 , 2012.08.28 15:58
3477,전라남도 화순군,8,2012.08.28 10:15 , 2012.08.28 13:30
3478,경기도 평택시,1292,2012.08.28 10:13 , 2012.08.28 12:02
3479,경상남도 창원시 의창구,4975,2012.08.28 10:12 , 2012.08.28 11:45
3480,광주광역시 광산구,208,2012.08.28 10:11 , 2012.08.28 15:35
3481,전라남도 광양시,4292,2012.08.28 10:11 , 2012.08.28 12:35
3482,전라남도 광양시,4292,2012.08.28 10:11 , 2012.08.28 14:07
3483,전라남도 광양시,6892,2012.08.28 10:11 , 2012.08.28 10:13
3484,전라남도 곡성군,4036,2012.08.28 10:10 , 2012.08.28 16:42
3485,광주광역시 광산구,2492,2012.08.28 10:10 , 2012.08.28 15:29
3486,전라남도 곡성군,1903,2012.08.28 10:08 , 2012.08.28 14:13
3487,전라남도 곡성군,4922,2012.08.28 10:07 , 2012.08.28 21:36
3488,전라남도 목포시,91,2012.08.28 10:07 , 2012.08.28 13:00
3489,전라남도 신안군,7141,2012.08.28 10:07 , 2012.08.29 22:43
3490,전라남도 무안군,2994,2012.08.28 10:05 , 2012.08.28 16:06
3491,광주광역시 광산구,34,2012.08.28 10:05 , 2012.08.28 15:36
3492,전라북도 완주군,4125,2012.08.28 10:05 , 2012.08.29 00:00
3493,경상남도 창원시 성,11,2012.08.28 10:04 , 2012.08.28 10:48
3494,전라남도 영광군,3104,2012.08.28 10:03 , 2012.08.28 16:59
3495,경상남도 거창군,3958,2012.08.28 10:02 , 2012.08.28 10:21
3496,충청남도 예산군,640,2012.08.28 10:02 , 2012.08.28 21:28
3497,전라북도 김제시,1105,2012.08.28 10:01 , 2012.08.28 15:32
3498,광주광역시 광산구,1997,2012.08.28 10:01 , 2012.08.28 16:54
3499,서울특별시 동대문구,11,2012.08.28 10:00 , 2012.08.28 13:00
3500,경기도 시흥시,1854,2012.08.28 10:00 , 2012.08.28 11:01
3501,경기도 이천시,307,2012.08.28 10:00 , 2012.08.29 13:48
3502,경상북도 봉화군,10,2012.08.28 10:00 , 2012.08.28 11:30
3503,전라남도 순천시,3716,2012.08.28 09:59 , 2012.08.28 16:24
3504,전라북도 남원시,1246,2012.08.28 09:58 , 2012.08.28 10:37
3505,전라북도 남원시,2246,2012.08.28 09:58 , 2012.08.28 13:19
3506,전라북도 김제시,3584,2012.08.28 09:56 , 2012.08.28 10:08
3507,경상남도 남해군,3062,2012.08.28 09:53 , 2012.08.28 11:13
3508,전라남도 영광군,4564,2012.08.28 09:52 , 2012.08.28 10:42
3509,광주광역시 북구,1228,2012.08.28 09:52 , 2012.08.28 15:58
3510,전라남도 함평군,4830,2012.08.28 09:51 , 2012.08.28 13:46
3511,전라북도 남원시,1576,2012.08.28 09:51 , 2012.08.28 14:17
3512,전라북도 남원시,3247,2012.08.28 09:51 , 2012.08.28 13:18
3513,전라북도 정읍시,3279,2012.08.28 09:50 , 2012.08.28 09:55
3514,전라남도 순천시,2619,2012.08.28 09:50 , 2012.08.28 16:10
3515,전라북도 김제시,539,2012.08.28 09:48 , 2012.08.28 14:23
3516,전라북도 군산시,4789,2012.08.28 09:48 , 2012.08.28 10:12
3517,전라북도 군산시,4789,2012.08.28 09:48 , 2012.08.28 11:10
3518,전라북도 부안군,5992,2012.08.28 09:47 , 2012.08.29 00:16
3519,전라북도 김제시,5717,2012.08.28 09:46 , 2012.08.28 10:09
3520,전라북도 김제시,2936,2012.08.28 09:46 , 2012.08.28 15:36
3521,경기도 용인시 기흥구,7380,2012.08.28 09:44 , 2012.08.28 10:30
3522,전라북도 남원시,2889,2012.08.28 09:43 , 2012.08.28 12:21
3523,전라북도 남원시,1333,2012.08.28 09:43 , 2012.08.28 11:58
3524,전라북도 김제시,4283,2012.08.28 09:42 , 2012.08.28 09:59
3525,전라남도 구례군,2167,2012.08.28 09:40 , 2012.08.28 09:47
3526,전라북도 부안군,1098,2012.08.28 09:39 , 2012.08.29 00:16
3527,전라북도 부안군,10207,2012.08.28 09:37 , 2012.08.28 20:37
3528,전라북도 김제시,697,2012.08.28 09:36 , 2012.08.28 16:43
3529,전라남도 광양시,6345,2012.08.28 09:36 , 2012.08.28 10:36
3530,전라남도 영광군,2543,2012.08.28 09:36 , 2012.08.28 16:31
3531,경기도 용인시 기흥구,590,2012.08.28 09:35 , 2012.08.28 10:47
3532,전라북도 남원시,3476,2012.08.28 09:35 , 2012.08.28 12:17
3533,전라남도 화순군,6204,2012.08.28 09:33 , 2012.08.29 18:26
3534,경기도 용인시 수지구,2764,2012.08.28 09:32 , 2012.08.28 11:32
3535,경상남도 거창군,1133,2012.08.28 09:31 , 2012.08.28 09:58
3536,경상남도 함양군,1454,2012.08.28 09:31 , 2012.08.28 11:29
3537,경상북도 김천시,436,2012.08.28 09:30 , 2012.08.28 09:51
3538,경상북도 고령군,6,2012.08.28 09:30 , 2012.08.28 10:00
3539,경상북도 고령군,6,2012.08.28 09:30 , 2012.08.28 10:07
3540,경상북도 고령군,6,2012.08.28 09:30 , 2012.08.28 14:49
3541,경기도 수원시 장안구,832,2012.08.28 09:30 , 2012.08.28 11:34
3542,전라북도 남원시,1405,2012.08.28 09:30 , 2012.08.28 10:15
3543,전라북도 남원시,1405,2012.08.28 09:30 , 2012.08.28 11:12
3544,인천광역시 서구,107,2012.08.28 09:28 , 2012.08.28 09:28
3545,전라남도 함평군,6306,2012.08.28 09:26 , 2012.08.28 14:50
3546,경기도 평택시,5667,2012.08.28 09:23 , 2012.08.28 12:03
3547,충청남도 청양군,971,2012.08.28 09:23 , 2012.08.28 16:29
3548,전라북도 무주군,1413,2012.08.28 09:21 , 2012.08.28 09:27
3549,전라북도 무주군,1878,2012.08.28 09:21 , 2012.08.28 12:20
3550,전라북도 무주군,1413,2012.08.28 09:21 , 2012.08.28 14:11
3551,전라북도 무주군,1413,2012.08.28 09:21 , 2012.08.28 11:04
3552,전라북도 무주군,1413,2012.08.28 09:21 , 2012.08.28 09:27
3553,전라북도 무주군,1413,2012.08.28 09:21 , 2012.08.28 10:37
3554,경기도 구리시,874,2012.08.28 09:20 , 2012.08.28 11:40
3555,경기도 수원시 권선구,413,2012.08.28 09:19 , 2012.08.28 11:28
3556,충청남도 서산시,790,2012.08.28 09:19 , 2012.08.28 10:15
3557,전라북도 부안군,19259,2012.08.28 09:18 , 2012.08.28 20:23
3558,경상남도 진주시,2541,2012.08.28 09:18 , 2012.08.28 16:06
3559,전라남도 함평군,5805,2012.08.28 09:17 , 2012.08.28 09:39
3560,전라북도 부안군,6125,2012.08.28 09:16 , 2012.08.29 00:17
3561,전라남도 나주시,218,2012.08.28 09:12 , 2012.08.28 17:02
3562,경기도 안성시,1726,2012.08.28 09:12 , 2012.08.28 11:52
3563,광주광역시 동구,4850,2012.08.28 09:12 , 2012.08.28 16:07
3564,경상남도 통영시,5294,2012.08.28 09:08 , 2012.08.28 14:41
3565,서울특별시 송파구,202,2012.08.28 09:07 , 2012.08.28 12:00
3566,광주광역시 광산구,2594,2012.08.28 09:07 , 2012.08.28 17:15
3567,광주광역시 광산구,7260,2012.08.28 09:07 , 2012.08.28 15:08
3568,광주광역시 광산구,516,2012.08.28 09:05 , 2012.08.28 17:17
3569,광주광역시 광산구,548,2012.08.28 09:05 , 2012.08.28 17:16
3570,경상남도 김해시,6151,2012.08.28 09:02 , 2012.08.28 09:28
3571,경기도 평택시,2131,2012.08.28 08:57 , 2012.08.28 09:29
3572,전라남도 영암군,21,2012.08.28 08:56 , 2012.08.28 16:54
3573,광주광역시 동구,3034,2012.08.28 08:53 , 2012.08.28 14:29
3574,광주광역시 북구,5194,2012.08.28 08:53 , 2012.08.28 14:32
3575,전라북도 남원시,1251,2012.08.28 08:53 , 2012.08.28 08:59
3576,전라남도 나주시,3701,2012.08.28 08:53 , 2012.08.28 16:12
3577,전라남도 순천시,1859,2012.08.28 08:51 , 2012.08.28 16:23
3578,경상남도 통영시,4648,2012.08.28 08:51 , 2012.08.28 13:08
3579,경상남도 통영시,82,2012.08.28 08:51 , 2012.08.28 08:51
3580,전라남도 무안군,6966,2012.08.28 08:50 , 2012.08.28 16:07
3581,전라북도 무주군,6715,2012.08.28 08:49 , 2012.08.28 09:55
3582,전라북도 정읍시,2735,2012.08.28 08:49 , 2012.08.28 08:49
3583,전라남도 순천시,747,2012.08.28 08:49 , 2012.08.28 16:31
3584,경상남도 양산시,9746,2012.08.28 08:48 , 2012.08.28 09:33
3585, ,2165,2012.08.28 08:48 , 2012.08.28 14:54
3586,전라남도 무안군,6376,2012.08.28 08:45 , 2012.08.28 21:33
3587,경기도 안성시,2076,2012.08.28 08:45 , 2012.08.28 10:37
3588,전라북도 부안군,1098,2012.08.28 08:44 , 2012.08.28 20:28
3589,전라남도 나주시,2263,2012.08.28 08:44 , 2012.08.28 16:14
3590,전라북도 남원시,1405,2012.08.28 08:43 , 2012.08.28 10:05
3591, ,603,2012.08.28 08:43 , 2012.08.28 11:30
3592,광주광역시 광산구,2310,2012.08.28 08:42 , 2012.08.28 15:52
3593,전라북도 남원시,2536,2012.08.28 08:36 , 2012.08.28 08:56
3594,전라남도 담양군,578,2012.08.28 08:35 , 2012.08.28 11:35
3595,전라남도 장성군,5097,2012.08.28 08:35 , 2012.08.29 22:30
3596,전라남도 영광군,5681,2012.08.28 08:34 , 2012.08.28 19:20
3597,전라남도 담양군,5024,2012.08.28 08:34 , 2012.08.28 14:12
3598,전라북도 정읍시,5522,2012.08.28 08:33 , 2012.08.28 08:33
3599,전라남도 진도군,2744,2012.08.28 08:33 , 2012.08.28 11:17
3600,경상남도 진주시,6115,2012.08.28 08:32 , 2012.08.28 12:40
3601,경상남도 진주시,6115,2012.08.28 08:32 , 2012.08.28 16:45
3602,광주광역시 광산구,66,2012.08.28 08:32 , 2012.08.28 15:03
3603,광주광역시 광산구,48,2012.08.28 08:32 , 2012.08.28 17:19
3604,전라남도 곡성군,5073,2012.08.28 08:32 , 2012.08.28 16:42
3605,전라남도 담양군,1031,2012.08.28 08:32 , 2012.08.28 11:40
3606,전라북도 정읍시,3795,2012.08.28 08:31 , 2012.08.28 08:31
3607,경상남도 사천시,210,2012.08.28 08:31 , 2012.08.28 13:05
3608,경상북도 봉화군,130,2012.08.28 08:30 , 2012.08.28 11:00
3609,경상북도 봉화군,130,2012.08.28 08:30 , 2012.08.28 14:04
3610,경상남도 사천시,210,2012.08.28 08:30 , 2012.08.28 11:28
3611,전라남도 장성군,4014,2012.08.28 08:30 , 2012.08.28 15:12
3612,전라남도 구례군,4970,2012.08.28 08:30 , 2012.08.28 15:40
3613,전라북도 정읍시,3445,2012.08.28 08:30 , 2012.08.28 20:40
3614,전라남도 목포시,4059,2012.08.28 08:28 , 2012.08.28 08:30
3615,전라북도 임실군,646,2012.08.28 08:28 , 2012.08.29 11:46
3616,충청남도 보령시,1381,2012.08.28 08:27 , 2012.08.28 09:13
3617,충청남도 보령시,10426,2012.08.28 08:27 , 2012.08.28 08:50
3618,경상남도 진주시,5681,2012.08.28 08:27 , 2012.08.28 14:50
3619,전라남도 함평군,3310,2012.08.28 08:27 , 2012.08.28 17:18
3620,전라남도 함평군,1605,2012.08.28 08:27 , 2012.08.28 17:47
3621,경상남도 산청군,1731,2012.08.28 08:25 , 2012.08.28 09:25
3622,전라남도 목포시,3991,2012.08.28 08:23 , 2012.08.28 14:24
3623,전라북도 장수군,2651,2012.08.28 08:22 , 2012.08.28 09:52
3624,광주광역시 동구,3110,2012.08.28 08:22 , 2012.08.28 15:59
3625,전라남도 완도군,1264,2012.08.28 08:20 , 2012.08.28 15:00
3626, ,2,2012.08.28 08:19 , 2012.08.28 10:34
3627, ,106,2012.08.28 08:19 , 2012.08.28 10:50
3628,광주광역시 남구,2031,2012.08.28 08:19 , 2012.08.28 15:22
3629,전라남도 순천시,2573,2012.08.28 08:19 , 2012.08.28 16:11
3630,광주광역시 광산구,3224,2012.08.28 08:18 , 2012.08.28 17:47
3631,광주광역시 광산구,3085,2012.08.28 08:18 , 2012.08.28 15:50
3632,전라남도 진도군,2744,2012.08.28 08:18 , 2012.08.28 13:24
3633,전라남도 진도군,2744,2012.08.28 08:18 , 2012.08.28 22:03
3634,전라남도 화순군,6,2012.08.28 08:15 , 2012.08.28 09:50
3635,경상남도 남해군,6033,2012.08.28 08:15 , 2012.08.28 08:30
3636,전라남도 광양시,8,2012.08.28 08:15 , 2012.08.28 08:15
3637,충청북도 영동군,4040,2012.08.28 08:15 , 2012.08.28 15:14
3638,경상남도 진주시,2853,2012.08.28 08:14 , 2012.08.28 08:53
3639,경상남도 진주시,939,2012.08.28 08:12 , 2012.08.28 14:34
3640,전라북도 남원시,10,2012.08.28 08:12 , 2012.08.28 08:12
3641,전라북도 임실군,1240,2012.08.28 08:11 , 2012.08.29 11:47
3642,전라북도 정읍시,3687,2012.08.28 08:10 , 2012.08.28 08:50
3643,전라북도 정읍시,3428,2012.08.28 08:10 , 2012.08.28 13:33
3644,전라남도 담양군,5250,2012.08.28 08:10 , 2012.08.28 14:13
3645,전라북도 김제시,754,2012.08.28 08:10 , 2012.08.28 09:02
3646,전라북도 장수군,437,2012.08.28 08:10 , 2012.08.28 08:40
3647,전라남도 장성군,2448,2012.08.28 08:10 , 2012.08.28 15:09
3648,경상남도 진주시,5207,2012.08.28 08:09 , 2012.08.28 14:47
3649,전라남도 영광군,2245,2012.08.28 08:08 , 2012.08.28 17:02
3650,전라남도 목포시,1589,2012.08.28 08:08 , 2012.08.28 18:26
3651,경기도 포천시,4833,2012.08.28 08:06 , 2012.08.28 16:41
3652,전라남도 진도군,4833,2012.08.28 08:06 , 2012.08.28 12:17
3653,전라남도 나주시,5693,2012.08.28 08:05 , 2012.08.28 09:00
3654,전라남도 목포시,3919,2012.08.28 08:04 , 2012.08.28 16:30
3655,전라북도 정읍시,2278,2012.08.28 08:03 , 2012.08.28 14:00
3656,경상남도 하동군,3647,2012.08.28 08:03 , 2012.08.28 13:15
3657,경상남도 하동군,6171,2012.08.28 08:03 , 2012.08.28 15:07
3658,광주광역시 광산구,1095,2012.08.28 08:02 , 2012.08.28 16:57
3659,서울특별시 중랑구,4,2012.08.28 08:02 , 2012.08.28 15:36
3660,서울특별시 중랑구,4,2012.08.28 08:02 , 2012.08.28 08:45
3661,전라남도 목포시,4657,2012.08.28 08:02 , 2012.08.28 14:11
3662,전라남도 담양군,4429,2012.08.28 08:01 , 2012.08.28 14:14
3663,전라남도 영광군,1344,2012.08.28 08:01 , 2012.08.28 16:57
3664,전라북도 고창군,10342,2012.08.28 08:00 , 2012.08.28 10:39
3665,전라남도 곡성군,2008,2012.08.28 08:00 , 2012.08.28 14:12
3666,전라북도 고창군,7666,2012.08.28 08:00 , 2012.08.28 11:38
3667,전라북도 고창군,4133,2012.08.28 08:00 , 2012.08.28 09:00
3668,전라북도 고창군,5922,2012.08.28 08:00 , 2012.08.28 10:39
3669,전라북도 고창군,11873,2012.08.28 08:00 , 2012.08.28 10:37
3670,전라북도 고창군,20620,2012.08.28 08:00 , 2012.08.28 10:39
3671,전라북도 고창군,18900,2012.08.28 08:00 , 2012.08.28 10:39
3672,전라북도 고창군,17834,2012.08.28 08:00 , 2012.08.28 09:00
3673,전라북도 고창군,10175,2012.08.28 08:00 , 2012.08.28 10:38
3674,전라북도 고창군,9563,2012.08.28 08:00 , 2012.08.28 10:40
3675,전라북도 고창군,14280,2012.08.28 08:00 , 2012.08.28 11:37
3676,전라남도 순천시,3716,2012.08.28 07:59 , 2012.08.28 16:25
3677,전라남도 나주시,4350,2012.08.28 07:57 , 2012.08.29 23:15
3678,전라북도 순창군,2050,2012.08.28 07:57 , 2012.08.28 19:03
3679,전라남도 순천시,1894,2012.08.28 07:56 , 2012.08.28 07:56
3680,전라남도 순천시,1545,2012.08.28 07:55 , 2012.08.28 16:30
3681,전라남도 신안군,12404,2012.08.28 07:55 , 2012.08.29 22:23
3682,서울특별시 중랑구,6270,2012.08.28 07:55 , 2012.08.28 08:25
3683,전라북도 순창군,5650,2012.08.28 07:53 , 2012.08.28 12:00
3684,경상남도 진주시,342,2012.08.28 07:52 , 2012.08.28 08:08
3685,전라남도 강진군,3477,2012.08.28 07:51 , 2012.08.29 22:22
3686,전라남도 무안군,3460,2012.08.28 07:51 , 2012.08.28 15:34
3687,전라북도 고창군,4133,2012.08.28 07:50 , 2012.08.28 07:50
3688,전라남도 순천시,86,2012.08.28 07:45 , 2012.08.28 16:11
3689,광주광역시 서구,2220,2012.08.28 07:43 , 2012.08.28 15:23
3690,경상남도 진주시,4659,2012.08.28 07:42 , 2012.08.28 14:48
3691,전라남도 나주시,6438,2012.08.28 07:42 , 2012.08.28 08:58
3692,전라남도 구례군,3374,2012.08.28 07:40 , 2012.08.28 12:26
3693,전라남도 무안군,4145,2012.08.28 07:40 , 2012.08.28 07:59
3694,경상남도 사천시,417,2012.08.28 07:39 , 2012.08.28 11:43
3695,경상남도 거창군,4973,2012.08.28 07:38 , 2012.08.28 08:09
3696,전라남도 영암군,70,2012.08.28 07:38 , 2012.08.28 21:30
3697,전라남도 광양시,1001,2012.08.28 07:38 , 2012.08.28 12:18
3698,전라남도 여수시,5671,2012.08.28 07:36 , 2012.08.28 10:18
3699,대구광역시 달서구,70,2012.08.28 07:36 , 2012.08.28 11:51
3700,경상남도 사천시,417,2012.08.28 07:35 , 2012.08.28 08:22
3701,경상남도 사천시,417,2012.08.28 07:35 , 2012.08.28 07:40
3702,경상남도 사천시,417,2012.08.28 07:35 , 2012.08.28 07:40
3703,전라남도 나주시,4700,2012.08.28 07:35 , 2012.08.28 16:26
3704,전라남도 목포시,4597,2012.08.28 07:34 , 2012.08.29 18:48
3705,경상남도 김해시,421,2012.08.28 07:34 , 2012.08.28 08:25
3706,전라남도 담양군,150,2012.08.28 07:33 , 2012.08.28 07:33
3707,전라남도 광양시,1318,2012.08.28 07:31 , 2012.08.28 07:32
3708,전라남도 광양시,8,2012.08.28 07:31 , 2012.08.28 08:34
3709,전라남도 광양시,8,2012.08.28 07:31 , 2012.08.28 08:38
3710,전라남도 함평군,9065,2012.08.28 07:31 , 2012.08.28 17:47
3711,전라남도 무안군,4354,2012.08.28 07:31 , 2012.08.28 21:32
3712,전라남도 함평군,5268,2012.08.28 07:31 , 2012.08.28 15:14
3713,경상남도 고성군,310,2012.08.28 07:30 , 2012.08.28 07:35
3714,전라남도 진도군,4349,2012.08.28 07:30 , 2012.08.28 16:05
3715,전라남도 진도군,8070,2012.08.28 07:30 , 2012.08.28 15:01
3716,전라남도 진도군,6288,2012.08.28 07:30 , 2012.08.28 14:15
3717,전라남도 진도군,4349,2012.08.28 07:30 , 2012.08.28 15:05
3718,전라남도 진도군,6288,2012.08.28 07:30 , 2012.08.28 16:03
3719,전라남도 진도군,2794,2012.08.28 07:30 , 2012.08.28 16:03
3720,경상남도 고성군,310,2012.08.28 07:30 , 2012.08.28 07:52
3721,부산광역시 강서구,34,2012.08.28 07:30 , 2012.08.28 11:00
3722,전라남도 담양군,2806,2012.08.28 07:28 , 2012.08.28 14:10
3723,전라남도 담양군,250,2012.08.28 07:28 , 2012.08.28 11:14
3724,울산광역시 울주군,35,2012.08.28 07:27 , 2012.08.28 08:10
3725,서울특별시 중랑구,27,2012.08.28 07:26 , 2012.08.28 08:15
3726,울산광역시 울주군,1002,2012.08.28 07:26 , 2012.08.28 08:18
3727,전라남도 신안군,1898,2012.08.28 07:26 , 2012.08.28 14:25
3728,전라남도 영암군,4875,2012.08.28 07:25 , 2012.08.28 21:29
3729,전라남도 무안군,2142,2012.08.28 07:25 , 2012.08.28 07:25
3730,전라남도 곡성군,4092,2012.08.28 07:25 , 2012.08.28 16:42
3731,전라남도 고흥군,3645,2012.08.28 07:24 , 2012.08.28 07:25
3732,전라남도 여수시,1402,2012.08.28 07:24 , 2012.08.28 17:00
3733,전라남도 여수시,1402,2012.08.28 07:24 , 2012.08.28 07:28
3734,전라남도 영암군,1579,2012.08.28 07:24 , 2012.08.28 21:30
3735,전라남도 여수시,1,2012.08.28 07:23 , 2012.08.28 15:25
