,정전피해_지역,피해_가구수,시작시간,종료시간
819,경기도 가평군,1000,2021.07.19 11:20 , 2021.07.19 11:09
820,경기도 가평군,1000,2021.07.19 11:20 , 2021.07.19 11:06
821,경기도 포천시,1000,2021.07.19 11:20 , 2021.07.19 11:09
822,경기도 고양시 일산서구,1000,2021.07.19 11:20 , 2021.07.19 11:09
823,경기도 의정부시,1000,2021.07.19 11:20 , 2021.07.19 11:09
824,경기도 고양시 덕양구,1000,2021.07.19 11:20 , 2021.07.19 11:09
825,경기도 파주시,1000,2021.07.19 11:20 , 2021.07.19 11:09
826,경기도 동두천시,1000,2021.07.19 11:20 , 2021.07.19 11:08
827,경상남도 진주시,1000,2021.07.19 11:00 , 2021.07.19 11:06
828,경상남도 진주시,1000,2021.07.19 11:00 , 2021.07.19 12:15
829,경기도 평택시,1000,2021.07.19 10:58 , 2021.07.19 10:59
830,전라북도 고창군,1000,2021.07.19 10:30 , 2021.07.19 09:29
831,경기도 용인시 처인구,1000,2021.07.19 10:19 , 2021.07.19 10:30
832,경상남도 고성군,1000,2021.07.19 10:15 , 2021.07.19 10:31
833,전라남도 완도군,10000,2021.07.19 10:00 , 2021.07.19 09:35
834,서울특별시 관악구,1000,2021.07.19 10:00 , 2021.07.19 17:15
835,충청북도 보은군,1000,2021.07.19 10:00 , 2021.07.19 17:39
836,경상남도 창원시 진해구,1000,2021.07.19 09:30 , 2021.07.19 17:12
837,경상남도 창원시 마산합포구,1001,2021.07.19 09:25 , 2021.07.19 09:45
838,경상남도 통영시,1000,2021.07.19 09:25 , 2021.07.19 15:44
839,경상남도 창원시 마산합포구,1000,2021.07.19 09:21 , 2021.07.19 09:20
840,경상남도 산청군,743,2021.07.19 09:20 , 2021.07.19 10:00
841,경상남도 함안군,1000,2021.07.19 09:00 , 2021.07.19 10:40
842,경기도 성남시 분당구,1000,2021.07.19 09:00 , 2021.07.20 09:56
843,경기도 광주시,1000,2021.07.19 09:00 , 2021.07.19 17:26
844,부산광역시 사상구,0,2021.07.19 04:04 , 2021.07.19 16:57
845,부산광역시 사상구,0,2021.07.19 02:02 , 2021.07.19 16:48
846,부산광역시 북구,0,2021.07.19 01:03 , 2021.07.19 16:56
847,경기도 성남시 분당구,1000,2021.07.16 17:50 , 2021.07.16 15:55
848,경기도 광명시,1000,2021.07.16 16:30 , 2021.07.16 16:36
849,경기도 평택시,1000,2021.07.16 16:29 , 2021.07.16 16:29
850,경기도 하남시,1000,2021.07.16 16:29 , 2021.07.16 16:29
851,경기도 의정부시,1000,2021.07.16 16:25 , 2021.07.16 16:27
852,경기도 남양주시,9910,2021.07.16 16:25 , 2021.07.16 16:26
853,경기도 남양주시,1000,2021.07.16 16:25 , 2021.07.16 16:27
854,경기도 연천군,1000,2021.07.16 16:25 , 2021.07.16 16:26
855,경기도 화성시,1000,2021.07.16 16:25 , 2021.07.16 16:25
856,경기도 용인시 수지구,1000,2021.07.16 16:23 , 2021.07.16 16:22
857,경기도 광주시,1000,2021.07.16 16:00 , 2021.07.16 15:55
858,경기도 하남시,1000,2021.07.16 16:00 , 2021.07.16 15:58
859,경기도 수원시 권선구,1000,2021.07.16 16:00 , 2021.07.16 15:55
860,경기도 성남시 분당구,1000,2021.07.16 16:00 , 2021.07.16 16:30
861,경기도 광명시,1000,2021.07.16 16:00 , 2021.07.16 15:58
862,경기도 용인시 수지구,1000,2021.07.16 15:59 , 2021.07.16 15:48
863,경기도 안성시,1000,2021.07.16 15:38 , 2021.07.16 15:59
864,경기도 광주시,1000,2021.07.16 15:30 , 2021.07.16 17:15
865,경기도 광주시,1000,2021.07.16 15:00 , 2021.07.16 16:44
866,경기도 오산시,1000,2021.07.16 14:35 , 2021.07.16 14:40
867,경기도 평택시,1000,2021.07.16 14:33 , 2021.07.16 14:36
868,경기도 안성시,1000,2021.07.16 14:30 , 2021.07.16 14:35
869,경기도 화성시,1000,2021.07.16 14:30 , 2021.07.16 14:36
870,전라북도 고창군,1000,2021.07.16 14:25 , 2021.07.16 13:49
871,경기도 용인시 처인구,1000,2021.07.16 14:20 , 2021.07.16 14:43
872,경기도 광주시,1000,2021.07.16 14:01 , 2021.07.16 14:28
873,경기도 광주시,1000,2021.07.16 14:00 , 2021.07.16 13:58
874,경기도 안성시,1000,2021.07.16 14:00 , 2021.07.16 14:02
875,경기도 이천시,1000,2021.07.16 14:00 , 2021.07.16 14:30
876,경기도 오산시,1000,2021.07.16 14:00 , 2021.07.16 14:02
877,경기도 용인시 처인구,1000,2021.07.16 14:00 , 2021.07.16 13:58
878,경기도 수원시 권선구,1000,2021.07.16 14:00 , 2021.07.16 13:59
879,경기도 수원시 권선구,1000,2021.07.16 14:00 , 2021.07.16 13:58
880,경기도 안산시 단원구,1000,2021.07.16 14:00 , 2021.07.16 14:46
881,경기도 평택시,1000,2021.07.16 13:21 , 2021.07.16 14:01
882,경기도 이천시,1000,2021.07.16 13:00 , 2021.07.16 13:58
883,경기도 가평군,10000,2021.07.16 13:00 , 2021.07.16 14:02
884,경기도 남양주시,1000,2021.07.16 12:00 , 2021.07.16 11:20
885,전라북도 전주시 완산구,1000,2021.07.16 11:35 , 2021.07.16 11:34
886,전라북도 익산시,1000,2021.07.16 11:32 , 2021.07.16 11:32
887,전라북도 김제시,1000,2021.07.16 11:30 , 2021.07.16 11:34
888,전라북도 군산시,1000,2021.07.16 11:30 , 2021.07.16 19:48
889,전라북도 장수군,1000,2021.07.16 11:30 , 2021.07.16 11:35
890,전라북도 전주시 덕진구,1000,2021.07.16 11:30 , 2021.07.16 11:28
891,전라북도 무주군,1000,2021.07.16 11:30 , 2021.07.16 11:29
892,전라북도 남원시,1000,2021.07.16 11:30 , 2021.07.16 11:53
893,전라북도 정읍시,1000,2021.07.16 11:30 , 2021.07.16 11:36
894,전라북도 김제시,10000,2021.07.16 11:30 , 2021.07.16 11:34
895,전라북도 부안군,1000,2021.07.16 11:25 , 2021.07.16 11:34
896,전라북도 순창군,1000,2021.07.16 11:25 , 2021.07.16 11:33
897,전라북도 익산시,1000,2021.07.16 11:25 , 2021.07.16 11:22
898,전라북도 진안군,1000,2021.07.16 11:25 , 2021.07.16 11:46
899,경기도 의정부시,1000,2021.07.16 11:25 , 2021.07.16 11:01
900,전라북도 고창군,1000,2021.07.16 11:20 , 2021.07.16 11:34
901,전라북도 임실군,1000,2021.07.16 11:20 , 2021.07.16 11:32
902,경기도 여주시,1000,2021.07.16 11:12 , 2021.07.16 11:12
903,경기도 성남시 수정구,1000,2021.07.16 11:08 , 2021.07.16 10:59
904,경기도 평택시,1000,2021.07.16 11:00 , 2021.07.16 11:09
905,전라북도 남원시,1000,2021.07.16 10:55 , 2021.07.16 11:02
906,경기도 여주시,1000,2021.07.16 10:35 , 2021.07.16 10:35
907,경기도 광주시,1000,2021.07.16 10:32 , 2021.07.16 10:32
908,경기도 성남시 중원구,1525,2021.07.16 10:31 , 2021.07.16 10:23
909,강원도 춘천시,1000,2021.07.16 10:30 , 2021.07.16 10:30
910,전라북도 진안군,1000,2021.07.16 10:30 , 2021.07.16 11:03
911,강원도 고성군,1000,2021.07.16 10:30 , 2021.07.16 10:32
912,강원도 동해시,1000,2021.07.16 10:30 , 2021.07.16 10:34
913,경기도 수원시 팔달구,1000,2021.07.16 10:28 , 2021.07.16 10:32
914,전라북도 전주시 완산구,1000,2021.07.16 10:25 , 2021.07.16 10:43
915,전라북도 전주시 덕진구,1000,2021.07.16 10:25 , 2021.07.16 10:37
916,전라북도 익산시,1000,2021.07.16 10:25 , 2021.07.16 10:40
917,전라북도 남원시,1000,2021.07.16 10:25 , 2021.07.16 12:29
918,전라북도 장수군,1000,2021.07.16 10:25 , 2021.07.16 10:43
919,전라북도 김제시,1000,2021.07.16 10:25 , 2021.07.16 10:40
920,전라북도 무주군,1000,2021.07.16 10:25 , 2021.07.16 10:38
921,전라북도 김제시,1000,2021.07.16 10:25 , 2021.07.16 10:43
922,전라북도 정읍시,1000,2021.07.16 10:25 , 2021.07.16 10:44
923,전라북도 익산시,1000,2021.07.16 10:25 , 2021.07.16 10:31
924,전라북도 부안군,1000,2021.07.16 10:25 , 2021.07.16 10:42
925,전라북도 임실군,1000,2021.07.16 10:25 , 2021.07.16 10:40
926,전라북도 고창군,1000,2021.07.16 10:25 , 2021.07.16 10:43
927,전라북도 군산시,1000,2021.07.16 10:25 , 2021.07.16 19:00
928,강원도 동해시,1000,2021.07.16 10:20 , 2021.07.16 10:30
929,제주특별자치도 제주시,51256,2021.07.16 10:00 , 2021.07.16 10:13
930,전라북도 전주시 덕진구,1000,2021.07.16 09:40 , 2021.07.16 09:39
931,경기도 남양주시,1000,2021.07.16 03:16 , 2021.07.16 15:30
932,경상북도 문경시,1000,2021.07.16 02:03 , 2021.07.16 13:46
933,경기도 이천시,1000,2021.07.16 00:00 , 2021.07.16 15:58
934,경상북도 봉화군,1000,2021.07.15 16:00 , 2021.07.15 15:19
935,경상북도 봉화군,1000,2021.07.15 15:10 , 2021.07.15 15:22
936,전라남도 화순군,100,2021.07.15 15:00 , 2021.07.15 15:09
937,경상북도 구미시,1000,2021.07.15 15:00 , 2021.07.15 15:39
938,경상북도 군위군,1000,2021.07.15 15:00 , 2021.07.15 15:20
939,경상북도 청송군,1000,2021.07.15 15:00 , 2021.07.15 15:21
940,경상북도 안동시,1000,2021.07.15 15:00 , 2021.07.15 15:20
941,부산광역시 사상구,0,2021.07.15 15:00 , 2021.07.15 15:19
942,부산광역시 사상구,0,2021.07.15 15:00 , 2021.07.15 15:24
943,부산광역시 금정구,1003,2021.07.15 15:00 , 2021.07.15 14:45
944,강원도 강릉시,1000,2021.07.15 15:00 , 2021.07.15 14:59
945,강원도 양양군,1000,2021.07.15 15:00 , 2021.07.15 15:02
946,강원도 속초시,1000,2021.07.15 14:50 , 2021.07.15 15:00
947,강원도 속초시,1000,2021.07.15 14:50 , 2021.07.15 15:00
948,강원도 태백시,1000,2021.07.15 14:50 , 2021.07.15 14:59
949,강원도 강릉시,1000,2021.07.15 14:50 , 2021.07.15 14:59
950,강원도 삼척시,1000,2021.07.15 14:50 , 2021.07.15 14:59
951,강원도 태백시,1000,2021.07.15 14:50 , 2021.07.15 14:59
952,강원도 춘천시,1000,2021.07.15 14:50 , 2021.07.15 14:59
953,서울특별시 도봉구,310,2021.07.15 14:45 , 2021.07.15 14:46
954,서울특별시 은평구,1000,2021.07.15 14:42 , 2021.07.15 14:43
955,서울특별시 중구,1000,2021.07.15 14:41 , 2021.07.15 14:48
956,서울특별시 중구,1000,2021.07.15 14:41 , 2021.07.15 14:46
957,서울특별시 중구,1000,2021.07.15 14:41 , 2021.07.15 14:41
958,서울특별시 마포구,1000,2021.07.15 14:40 , 2021.07.15 14:46
959,부산광역시 사하구,1000,2021.07.15 14:40 , 2021.07.15 14:46
960,서울특별시 서대문구,1000,2021.07.15 14:40 , 2021.07.15 14:46
961,서울특별시 광진구,1200,2021.07.15 14:39 , 2021.07.15 15:17
962,서울특별시 강북구,1000,2021.07.15 14:39 , 2021.07.15 14:42
963,서울특별시 동대문구,1002,2021.07.15 14:39 , 2021.07.15 14:46
964,전라북도 전주시 덕진구,803,2021.07.15 14:38 , 2021.07.15 14:50
965,전라북도 남원시,1000,2021.07.15 14:30 , 2021.07.15 16:59
966,서울특별시 성동구,1010,2021.07.15 14:30 , 2021.07.15 14:43
967,부산광역시 강서구,1000,2021.07.15 14:25 , 2021.07.15 14:44
968,전라북도 전주시 완산구,1000,2021.07.15 14:25 , 2021.07.15 15:04
969,강원도 동해시,1000,2021.07.15 14:20 , 2021.07.15 15:20
970,울산광역시 남구,1000,2021.07.15 14:20 , 2021.07.15 14:45
971,부산광역시 부산진구,1000,2021.07.15 14:20 , 2021.07.15 14:45
972,울산광역시 북구,1000,2021.07.15 14:20 , 2021.07.15 14:50
973,울산광역시 울주군,1000,2021.07.15 14:20 , 2021.07.15 14:46
974,부산광역시 부산진구,2,2021.07.15 14:20 , 2021.07.15 14:29
975,부산광역시 사하구,1000,2021.07.15 14:20 , 2021.07.15 14:48
976,부산광역시 기장군,1100,2021.07.15 14:20 , 2021.07.15 14:44
977,부산광역시 기장군,1000,2021.07.15 14:20 , 2021.07.15 14:45
978,경상남도 김해시,1000,2021.07.15 14:20 , 2021.07.15 14:49
979,경상남도 통영시,2000,2021.07.15 14:17 , 2021.07.15 14:17
980,경상북도 영양군,1000,2021.07.15 14:12 , 2021.07.15 15:22
981,부산광역시 부산진구,2,2021.07.15 14:12 , 2021.07.15 14:52
982,부산광역시 남구,1000,2021.07.15 14:10 , 2021.07.15 14:46
983,경상남도 양산시,1000,2021.07.15 14:10 , 2021.07.15 14:54
984,경상북도 구미시,1000,2021.07.15 14:00 , 2021.07.15 15:23
985,경상북도 상주시,1000,2021.07.15 14:00 , 2021.07.15 15:19
986,경상북도 영주시,1000,2021.07.15 14:00 , 2021.07.15 15:19
987,경상북도 봉화군,1000,2021.07.15 14:00 , 2021.07.15 10:47
988,전라남도 화순군,110,2021.07.15 14:00 , 2021.07.15 14:05
989,경상북도 울진군,52,2021.07.15 14:00 , 2021.07.15 15:13
990,울산광역시 울주군,1000,2021.07.15 14:00 , 2021.07.15 14:51
991,부산광역시 사상구,1000,2021.07.15 14:00 , 2021.07.15 14:53
992,부산광역시 영도구,1000,2021.07.15 14:00 , 2021.07.15 14:48
993,강원도 정선군,1000,2021.07.15 14:00 , 2021.07.15 15:06
994,강원도 정선군,1000,2021.07.15 14:00 , 2021.07.15 15:02
995,전라북도 전주시 덕진구,1000,2021.07.15 14:00 , 2021.07.15 15:09
996,강원도 화천군,1000,2021.07.15 10:23 , 2021.07.15 10:22
997,강원도 철원군,1000,2021.07.15 10:22 , 2021.07.15 10:22
998,강원도 인제군,1000,2021.07.15 10:20 , 2021.07.15 10:19
999,강원도 횡성군,1000,2021.07.15 10:20 , 2021.07.15 10:20
1000,울산광역시 울주군,1000,2021.07.15 14:00 , 2021.07.15 14:51
1001,부산광역시 사상구,1000,2021.07.15 14:00 , 2021.07.15 14:53
1002,부산광역시 영도구,1000,2021.07.15 14:00 , 2021.07.15 14:48
1003,강원도 정선군,1000,2021.07.15 14:00 , 2021.07.15 15:06
1004,강원도 정선군,1000,2021.07.15 14:00 , 2021.07.15 15:02
1005,전라북도 전주시 덕진구,1000,2021.07.15 14:00 , 2021.07.15 15:09
1006,강원도 화천군,1000,2021.07.15 10:23 , 2021.07.15 10:22
1007,강원도 철원군,1000,2021.07.15 10:22 , 2021.07.15 10:22
1008,강원도 인제군,1000,2021.07.15 10:20 , 2021.07.15 10:19
1009,강원도 횡성군,1000,2021.07.15 10:20 , 2021.07.15 10:20
1010,강원도 원주시,1000,2021.07.15 10:20 , 2021.07.15 10:20
1011,강원도 평창군,1000,2021.07.15 10:20 , 2021.07.15 10:20
1012,부산광역시 부산진구,1000,2021.07.15 10:20 , 2021.07.15 10:21
1013,강원도 춘천시,1000,2021.07.15 10:15 , 2021.07.15 10:20
1014,강원도 영월군,1000,2021.07.15 10:10 , 2021.07.15 10:19
1015,강원도 원주시,1000,2021.07.15 10:00 , 2021.07.15 10:21
1016,강원도 홍천군,1000,2021.07.15 09:45 , 2021.07.15 10:20
1017,강원도 양구군,1000,2021.07.15 09:30 , 2021.07.15 10:25
1018,경상북도 봉화군,1000,2021.07.15 09:00 , 2021.07.15 09:23
1019,부산광역시 사상구,0,2021.07.15 03:04 , 2021.07.15 14:02
1020,부산광역시 사상구,0,2021.07.15 03:03 , 2021.07.15 13:37
1021,부산광역시 사상구,0,2021.07.15 01:01 , 2021.07.15 13:53
1022,부산광역시 부산진구,2000,2021.07.14 18:00 , 2021.07.14 17:43
1023,경상북도 안동시,2000,2021.07.14 18:00 , 2021.07.14 17:48
1024,경기도 고양시 덕양구,1230,2021.07.14 17:00 , 2021.07.14 14:38
1025,경기도 고양시 일산동구,1000,2021.07.14 15:00 , 2021.07.14 14:52
1026,경기도 연천군,0,2021.07.14 15:00 , 2021.07.14 15:04
1027,경기도 연천군,300,2021.07.14 14:50 , 2021.07.14 14:54
1028,경기도 파주시,300,2021.07.14 14:50 , 2021.07.14 14:59
1029,경기도 파주시,0,2021.07.14 14:50 , 2021.07.14 15:08
1030,경기도 파주시,10000,2021.07.14 14:49 , 2021.07.14 14:49
1031,경기도 양평군,2400,2021.07.14 14:39 , 2021.07.14 14:39
1032,경기도 연천군,1000,2021.07.14 14:35 , 2021.07.14 14:41
1033,경기도 남양주시,1000,2021.07.14 14:30 , 2021.07.14 14:45
1034,경기도 가평군,1000,2021.07.14 14:25 , 2021.07.14 14:38
1035,경기도 가평군,2000,2021.07.14 14:25 , 2021.07.14 14:47
1036,경기도 포천시,1000,2021.07.14 14:25 , 2021.07.14 15:02
1037,전라북도 전주시 완산구,1000,2021.07.14 14:20 , 2021.07.14 15:06
1038,경상북도 울릉군,300,2021.07.14 14:20 , 2021.07.19 15:01
1039,경기도 동두천시,600,2021.07.14 14:00 , 2021.07.14 14:54
1040,경기도 동두천시,1000,2021.07.14 14:00 , 2021.07.14 15:00
1041,경기도 의정부시,2050,2021.07.14 14:00 , 2021.07.14 14:40
1042,경기도 동두천시,2000,2021.07.14 14:00 , 2021.07.14 14:38
1043,경기도 가평군,600,2021.07.14 14:00 , 2021.07.14 15:00
1044,제주특별자치도 제주시,51256,2021.07.14 10:00 , 2021.07.14 16:17
1045,대전광역시 대덕구,1000,2021.07.13 17:00 , 2021.07.13 17:41
1046,서울특별시 동작구,1000,2021.07.13 15:30 , 2021.07.13 15:45
1047,부산광역시 사상구,0,2021.07.13 12:00 , 2021.07.13 14:07
1048,전라남도 완도군,1000,2021.07.13 10:25 , 2021.07.19 10:53
1049,부산광역시 사상구,0,2021.07.13 06:07 , 2021.07.13 14:31
1050,부산광역시 사상구,0,2021.07.13 03:05 , 2021.07.13 14:34
1051,광주광역시 북구,1100,2021.07.12 12:00 , 2021.07.12 19:27
1052,충청북도 충주시,708,2021.07.12 05:41 , 2021.07.12 06:27
1053,충청북도 충주시,4237,2021.07.11 16:57 , 2021.07.11 18:03
1054,경상남도 거창군,7,2021.07.10 17:37 , 2021.07.12 19:29
1055,대전광역시 유성구,427,2021.07.09 02:15 , 2021.07.09 03:16
1056,광주광역시 서구,0,2021.07.09 01:01 , 2021.07.09 09:29
1057,경기도 시흥시,1000,2021.07.08 14:28 , 2021.07.08 14:27
1058,인천광역시 부평구,1000,2021.07.08 14:27 , 2021.07.08 14:26
1059,인천광역시 서구,1000,2021.07.08 14:27 , 2021.07.08 14:27
1060,인천광역시 서구,1000,2021.07.08 14:26 , 2021.07.08 14:26
1061,인천광역시 강화군,1000,2021.07.08 14:26 , 2021.07.08 14:26
1062,경기도 시흥시,1000,2021.07.08 14:26 , 2021.07.08 14:26
1063,인천광역시 중구,1000,2021.07.08 14:26 , 2021.07.08 14:26
1064,서울특별시 강북구,1000,2021.07.08 13:56 , 2021.07.08 13:55
1065,인천광역시 부평구,1000,2021.07.08 13:31 , 2021.07.08 13:31
1066,인천광역시 서구,1000,2021.07.08 13:31 , 2021.07.08 13:30
1067,인천광역시 강화군,1000,2021.07.08 13:30 , 2021.07.08 13:30
1068,경기도 시흥시,1000,2021.07.08 13:30 , 2021.07.08 13:31
1069,인천광역시 중구,1000,2021.07.08 13:30 , 2021.07.08 13:27
1070,인천광역시 서구,1000,2021.07.08 13:30 , 2021.07.08 13:30
1071,경기도 시흥시,1000,2021.07.08 13:28 , 2021.07.08 13:28
1072,인천광역시 서구,1000,2021.07.08 11:32 , 2021.07.08 11:31
1073,경기도 시흥시,5500,2021.07.08 11:32 , 2021.07.08 11:32
1074,인천광역시 서구,1000,2021.07.08 11:31 , 2021.07.08 11:31
1075,인천광역시 중구,800,2021.07.08 11:27 , 2021.07.08 11:26
1076,인천광역시 강화군,1000,2021.07.08 11:26 , 2021.07.08 11:25
1077,경기도 시흥시,1000,2021.07.08 10:37 , 2021.07.08 10:37
1078,인천광역시 서구,1000,2021.07.08 10:36 , 2021.07.08 10:36
1079,인천광역시 부평구,1000,2021.07.08 10:36 , 2021.07.08 10:36
1080,인천광역시 중구,1000,2021.07.08 10:36 , 2021.07.08 10:36
1081,인천광역시 강화군,1000,2021.07.08 10:36 , 2021.07.08 10:36
1082,경기도 시흥시,1000,2021.07.08 10:36 , 2021.07.08 10:36
1083,경기도 김포시,1000,2021.07.08 10:36 , 2021.07.08 10:35
1084,대전광역시 서구,141,2021.07.08 05:15 , 2021.07.08 06:13
1085,대전광역시 서구,141,2021.07.08 05:15 , 2021.07.08 06:13
1086,대전광역시 서구,141,2021.07.08 05:15 , 2021.07.08 06:13
1087,대전광역시 서구,141,2021.07.08 05:15 , 2021.07.08 06:13
1088,경기도 의정부시,20000,2021.07.08 01:00 , 2021.07.08 11:18
1089,경기도 의정부시,3050,2021.07.07 20:00 , 2021.07.07 18:45
1090,경상남도 창원시 마산합포구,705,2021.07.07 18:53 , 2021.07.07 19:52
1091,인천광역시 부평구,1000,2021.07.07 14:30 , 2021.07.07 14:23
1092,인천광역시 부평구,1000,2021.07.07 14:30 , 2021.07.07 14:32
1093,경기도 부천시,1000,2021.07.07 14:25 , 2021.07.07 14:25
1094,인천광역시 미추홀구,1000,2021.07.07 14:23 , 2021.07.07 14:22
1095,인천광역시 부평구,1000,2021.07.07 14:23 , 2021.07.07 14:23
1096,경기도 김포시,1000,2021.07.07 14:15 , 2021.07.07 14:23
1097,인천광역시 계양구,1000,2021.07.07 14:14 , 2021.07.07 14:22
1098,인천광역시 남동구,1000,2021.07.07 14:10 , 2021.07.07 14:27
1099,인천광역시 계양구,1000,2021.07.07 13:30 , 2021.07.07 13:25
1100,경기도 부천시,1000,2021.07.07 13:30 , 2021.07.07 13:28
1101,인천광역시 미추홀구,1000,2021.07.07 13:25 , 2021.07.07 13:25
1102,인천광역시 남동구,1000,2021.07.07 13:25 , 2021.07.07 13:26
1103,인천광역시 부평구,1000,2021.07.07 13:25 , 2021.07.07 13:25
1104,경상남도 하동군,2385,2021.07.07 13:22 , 2021.07.07 13:43
1105,경기도 김포시,1000,2021.07.07 13:15 , 2021.07.07 13:25
1106,인천광역시 계양구,1000,2021.07.07 13:13 , 2021.07.07 13:26
1107,전라남도 무안군,3,2021.07.07 12:00 , 2021.07.07 13:30
1108,경상남도 창녕군,2096,2021.07.07 11:23 , 2021.07.07 12:16
1109,인천광역시 부평구,1000,2021.07.07 10:50 , 2021.07.07 10:42
1110,경기도 부천시,1000,2021.07.07 10:45 , 2021.07.07 10:44
1111,인천광역시 미추홀구,1000,2021.07.07 10:42 , 2021.07.07 10:42
1112,인천광역시 남동구,1000,2021.07.07 10:40 , 2021.07.07 10:42
1113,인천광역시 부평구,1000,2021.07.07 10:22 , 2021.07.07 10:42
1114,경기도 김포시,1000,2021.07.07 10:22 , 2021.07.07 10:42
1115,인천광역시 부평구,1000,2021.07.07 10:08 , 2021.07.07 10:42
1116,전라남도 무안군,0,2021.07.07 10:00 , 2021.07.07 17:56
1117,전라남도 무안군,1,2021.07.07 10:00 , 2021.07.07 12:30
1118,인천광역시 중구,1000,2021.07.07 00:00 , 2021.07.07 17:39
1119,전라남도 해남군,1,2021.07.06 10:00 , 2021.07.06 17:31
1120,전라남도 순천시,418,2021.07.06 09:41 , 2021.07.06 11:48
1121,부산광역시 수영구,6,2021.07.06 00:29 , 2021.07.06 01:23
1122,인천광역시 서구,2781,2021.07.03 20:22 , 2021.07.05 13:01
1123,전라북도 순창군,1005,2021.07.02 10:06 , 2021.07.02 14:10
1124,전라남도 신안군,2000,2021.07.02 02:04 , 2021.07.02 13:53
1125,경기도 가평군,1000,2021.07.01 16:00 , 2021.07.16 16:31
1126,경기도 가평군,1000,2021.07.01 15:30 , 2021.07.16 15:58
1127,인천광역시 서구,1000,2021.07.01 14:00 , 2021.07.01 15:10
1128,서울특별시 중구,1000,2021.07.01 13:00 , 2021.07.01 13:11
1129,전라북도 고창군,2453,2021.07.01 12:00 , 2021.07.01 10:34
1130,전라북도 고창군,1119,2021.07.01 10:20 , 2021.07.01 10:22
1131,서울특별시 관악구,1000,2021.07.01 10:00 , 2021.07.02 17:51
1132,경상남도 산청군,1000,2021.07.01 09:00 , 2021.07.22 09:57
1133,강원도 춘천시,2000,2021.06.30 08:00 , 2021.06.30 10:52
1134,강원도 원주시,1010,2021.06.30 05:00 , 2021.06.30 10:01
1135,경상남도 창원시 성산구,499,2021.06.29 16:26 , 2021.06.29 16:25
1136,경상남도 밀양시,310,2021.06.29 16:20 , 2021.06.29 16:22
1137,경상남도 남해군,32,2021.06.29 16:20 , 2021.06.29 16:41
1138,경상남도 합천군,49,2021.06.29 16:20 , 2021.06.29 16:28
1139,경상남도 합천군,49,2021.06.29 16:20 , 2021.06.29 16:33
1140,경상남도 거제시,974,2021.06.29 16:16 , 2021.06.29 16:28
1141,경상남도 거제시,974,2021.06.29 16:16 , 2021.06.29 16:29
1142,경상남도 거창군,538,2021.06.29 16:15 , 2021.06.29 16:31
1143,경상남도 거창군,538,2021.06.29 16:15 , 2021.06.29 16:29
1144,경상남도 의령군,300,2021.06.29 16:10 , 2021.06.29 16:34
1145,경상남도 창원시 마산합포구,1,2021.06.29 16:10 , 2021.06.29 16:24
1146,경상남도 창녕군,1028,2021.06.29 16:05 , 2021.06.29 16:32
1147,경상남도 고성군,411,2021.06.29 16:05 , 2021.06.29 16:32
1148,경상남도 함양군,11,2021.06.29 16:00 , 2021.06.29 16:33
1149,경상남도 하동군,4434,2021.06.29 16:00 , 2021.06.29 17:30
1150,경상남도 사천시,1434,2021.06.29 16:00 , 2021.06.29 16:31
1151,경상남도 산청군,102,2021.06.29 16:00 , 2021.06.29 16:28
1152,경상남도 하동군,0,2021.06.29 16:00 , 2021.06.29 15:08
1153,경상남도 통영시,1782,2021.06.29 16:00 , 2021.06.29 16:31
1154,경상남도 함안군,220,2021.06.29 16:00 , 2021.06.29 16:32
1155,경상남도 사천시,1000,2021.06.29 15:00 , 2021.06.29 15:05
1156,경상남도 함안군,120,2021.06.29 15:00 , 2021.06.29 15:01
1157,경상남도 의령군,1000,2021.06.29 14:48 , 2021.06.29 14:59
1158,경상남도 산청군,5,2021.06.29 14:30 , 2021.06.29 15:00
1159,경상남도 통영시,1000,2021.06.29 14:20 , 2021.06.29 14:58
1160,경상남도 함안군,1000,2021.06.29 14:15 , 2021.06.29 14:58
1161,경상남도 밀양시,1000,2021.06.29 14:15 , 2021.06.29 14:50
1162,경상남도 산청군,1000,2021.06.29 14:15 , 2021.06.29 14:50
1163,경상남도 산청군,1000,2021.06.29 14:15 , 2021.06.29 15:10
1164,경상남도 함양군,1000,2021.06.29 14:15 , 2021.06.29 15:07
1165,경상남도 남해군,1000,2021.06.29 14:15 , 2021.06.29 15:33
1166,경상남도 고성군,1000,2021.06.29 14:15 , 2021.06.29 15:06
1167,경상남도 합천군,1000,2021.06.29 14:15 , 2021.06.29 15:11
1168,경상남도 밀양시,1000,2021.06.29 14:15 , 2021.06.29 15:04
1169,경상남도 합천군,1000,2021.06.29 14:15 , 2021.06.29 14:59
1170,경상남도 거창군,1000,2021.06.29 14:15 , 2021.06.29 15:34
1171,경상남도 창녕군,1000,2021.06.29 14:15 , 2021.06.29 15:00
1172,경상남도 거제시,1000,2021.06.29 14:15 , 2021.06.29 15:13
1173,경상남도 진주시,1000,2021.06.29 14:15 , 2021.06.29 15:00
1174,경상남도 거제시,1000,2021.06.29 14:15 , 2021.06.29 15:08
1175,경상남도 진주시,1000,2021.06.29 14:15 , 2021.06.29 15:21
1176,경상남도 산청군,1000,2021.06.29 14:15 , 2021.06.29 14:45
1177,경상남도 거제시,1000,2021.06.29 14:15 , 2021.06.29 15:03
1178,경상남도 통영시,1000,2021.06.29 14:15 , 2021.06.29 14:59
