,공급능력(MW),현재수요(MW),공급예비력(MW),공급예비율(퍼센트),일시,지점명,기온(°C),강수량(mm),풍속(m/s),습도(%)
70593,99304.0,58984.45,40319.55,68.3609,2019-01-20 15:00:00,서울,1.5,0,3.1,20.0
70594,99304.0,60023.60833,39280.39167,65.462425,2019-01-20 16:00:00,서울,1.0,0,4.6,20.0
70595,99304.0,62877.36667,36426.63333,57.963225,2019-01-20 17:00:00,서울,0.1,0,4.0,21.0
70596,99518.16667,65273.025,34245.14167,52.46600833,2019-01-20 18:00:00,서울,-1.4,0,2.9,24.0
70597,99561.0,65184.98333,34376.01667,52.736425,2019-01-20 19:00:00,서울,-2.4,0,3.2,29.0
70598,99561.0,64936.96667,34624.03333,53.32126667,2019-01-20 20:00:00,서울,-3.2,0,2.5,31.0
70599,99561.0,64527.59167,35033.40833,54.292975,2019-01-20 21:00:00,서울,-4.0,0,4.0,33.0
70600,99561.0,65290.05,34270.95,52.49184167,2019-01-20 22:00:00,서울,-4.8,0,1.8,36.0
70601,99561.0,65940.75833,33620.24167,51.00301667,2019-01-20 23:00:00,서울,-5.4,0,1.8,38.0
70602,99746.5,63563.59167,36182.90833,56.93604167,2019-01-21 00:00:00,서울,-5.5,0,1.6,40.0
70603,100303.0,62694.19167,37608.80833,59.98875,2019-01-21 01:00:00,서울,-5.7,0,1.8,42.0
70604,100303.0,62409.775,37893.225,60.71959167,2019-01-21 02:00:00,서울,-6.2,0,0.4,43.0
70605,100303.0,62126.66667,38176.33333,61.45019167,2019-01-21 03:00:00,서울,-6.4,0,0.1,47.0
70606,100303.0,63239.41667,37063.58333,58.62045833,2019-01-21 04:00:00,서울,-6.4,0,1.0,46.0
70607,100303.0,64987.475,35315.525,54.35340833,2019-01-21 05:00:00,서울,-6.4,0,0.1,51.0
70608,100309.6667,68370.65,31939.025,46.75065,2019-01-21 06:00:00,서울,-6.3,0,0.3,52.0
70609,100311.0,72489.38333,27821.61667,38.43105,2019-01-21 07:00:00,서울,-6.3,0,0.8,54.0
70610,100311.0,79823.19167,20487.80833,25.757075,2019-01-21 08:00:00,서울,-6.5,0,1.2,54.0
70611,100115.75,82691.83333,17423.91667,21.071825,2019-01-21 09:00:00,서울,-5.2,0,0.9,49.0
70612,99530.0,82098.41667,17431.58333,21.23345833,2019-01-21 10:00:00,서울,-3.2,0,0.9,47.0
70613,99924.5,80635.29167,19289.20833,23.93495,2019-01-21 11:00:00,서울,-1.4,0,0.6,44.0
70614,100056.0,75736.30833,24319.70833,32.12808333,2019-01-21 12:00:00,서울,0.4,0.0,1.9,57.0
70615,100056.0,77802.93333,22253.06667,28.61715,2019-01-21 13:00:00,서울,0.2,0,2.0,77.0
70616,100056.0,78394.13333,21661.86667,27.63259167,2019-01-21 14:00:00,서울,1.9,0,2.7,66.0
70617,100056.0,78248.35,21807.65,27.87274167,2019-01-21 15:00:00,서울,3.0,0.0,3.2,62.0
70618,100056.0,79427.73333,20628.26667,25.97238333,2019-01-21 16:00:00,서울,3.9,0,4.2,58.0
70619,100056.0,78899.975,21156.025,26.81455833,2019-01-21 17:00:00,서울,3.8,0,3.5,62.0
70620,100003.0,77816.4,22186.6,28.518675,2019-01-21 18:00:00,서울,3.4,0,2.2,64.0
70621,99844.0,75413.60833,24430.39167,32.40750833,2019-01-21 19:00:00,서울,2.7,0,1.8,67.0
70622,99844.0,72980.68333,26863.31667,36.8179,2019-01-21 20:00:00,서울,2.3,0,2.4,64.0
70623,99863.25,71043.91667,28819.325,40.5681,2019-01-21 21:00:00,서울,2.0,0,3.3,64.0
70624,99865.0,70180.95833,29684.04167,42.29796667,2019-01-21 22:00:00,서울,1.3,0,1.5,68.0
70625,99865.0,71907.24167,27957.75833,38.89531667,2019-01-21 23:00:00,서울,0.3,0,0.6,69.0
70626,99865.0,68635.50833,31229.49167,45.52765,2019-01-22 00:00:00,서울,-0.8,0,0.9,67.0
70627,99865.0,66834.76667,33030.23333,49.42326667,2019-01-22 01:00:00,서울,-1.2,0,1.3,69.0
70628,99865.0,66289.78333,33575.21667,50.650425,2019-01-22 02:00:00,서울,-1.5,0,1.2,68.0
70629,99865.0,66143.275,33721.725,50.9843,2019-01-22 03:00:00,서울,-1.8,0,0.9,68.0
70630,99865.0,66803.90833,33061.09167,49.49243333,2019-01-22 04:00:00,서울,-2.3,0,0.4,71.0
70631,99865.0,68441.70833,31423.29167,45.92636667,2019-01-22 05:00:00,서울,-2.3,0,0.2,71.0
70632,99865.0,71285.59167,28579.41667,40.12068333,2019-01-22 06:00:00,서울,-2.9,0,1.1,73.0
70633,99940.83333,74403.9,25536.94167,34.331325,2019-01-22 07:00:00,서울,-3.2,0,1.2,74.0
70634,100320.0,79977.55,20342.44167,25.4943,2019-01-22 08:00:00,서울,-3.2,0,0.9,77.0
70635,100320.0,81222.34167,19097.65833,23.51499167,2019-01-22 09:00:00,서울,-2.4,0,1.5,69.0
70636,100320.0,79600.775,20719.225,26.032425,2019-01-22 10:00:00,서울,-0.2,0,1.1,60.0
70637,100320.0,77642.025,22677.975,29.22735,2019-01-22 11:00:00,서울,3.0,0,1.4,62.0
70638,100320.0,73259.5,27060.49167,36.94531667,2019-01-22 12:00:00,서울,5.9,0,2.1,52.0
70639,100320.0,74583.625,25736.375,34.51235833,2019-01-22 13:00:00,서울,6.4,0,3.9,45.0
70640,100320.0,75136.15833,25183.84167,33.51826667,2019-01-22 14:00:00,서울,6.6,0,3.5,46.0
70641,100320.0,75085.19167,25234.8,33.61400833,2019-01-22 15:00:00,서울,6.4,0,2.6,46.0
70642,100320.0,76803.71667,23516.28333,30.62390833,2019-01-22 16:00:00,서울,6.6,0,3.5,46.0
70643,100320.0,76927.14167,23392.85833,30.41023333,2019-01-22 17:00:00,서울,5.4,0,2.6,50.0
70644,100320.0,76778.35,23541.65833,30.665375,2019-01-22 18:00:00,서울,4.3,0,2.6,52.0
70645,100320.0,75022.425,25297.575,33.73473333,2019-01-22 19:00:00,서울,3.6,0,2.1,63.0
70646,100320.0,72980.525,27339.475,37.468925,2019-01-22 20:00:00,서울,3.0,0,1.5,68.0
70647,100320.0,70886.93333,29433.06667,41.52378333,2019-01-22 21:00:00,서울,2.8,0,1.8,67.0
70648,100320.0,70296.3,30023.7,42.711475,2019-01-22 22:00:00,서울,2.4,0,1.4,67.0
70649,100320.0,71916.275,28403.73333,39.50846667,2019-01-22 23:00:00,서울,2.0,0,1.6,68.0
70650,100320.0,68544.99167,31775.00833,46.39768333,2019-01-23 00:00:00,서울,1.6,0,2.2,69.0
70651,100320.0,66053.60833,34266.4,51.87788333,2019-01-23 01:00:00,서울,1.0,0,0.5,73.0
70652,100320.0,65951.10833,34368.89167,52.1138,2019-01-23 02:00:00,서울,0.4,0,1.1,76.0
70653,100320.0,65648.18333,34671.81667,52.81509167,2019-01-23 03:00:00,서울,0.1,0,0.6,80.0
70654,100320.0,66332.0,33988.00833,51.24305833,2019-01-23 04:00:00,서울,-0.4,0,0.9,83.0
70655,100320.0,67409.075,32910.925,48.82703333,2019-01-23 05:00:00,서울,-0.6,0,0.7,86.0
70656,100335.5833,70176.79167,30158.79167,42.99695833,2019-01-23 06:00:00,서울,-0.5,0,0.9,85.0
70657,100337.0,74111.875,26225.125,35.425525,2019-01-23 07:00:00,서울,-0.7,0,0.8,88.0
70658,100337.0,79380.26667,20956.74167,26.468575,2019-01-23 08:00:00,서울,-0.6,0,1.0,88.0
70659,100337.0,80892.2,19444.80833,24.03891667,2019-01-23 09:00:00,서울,-0.1,0,0.8,85.0
70660,100337.0,79507.60833,20829.4,26.20205833,2019-01-23 10:00:00,서울,2.0,0,1.3,75.0
70661,100337.0,77086.29167,23250.70833,30.18886667,2019-01-23 11:00:00,서울,4.1,0,2.7,62.0
70662,100337.0,72193.35,28143.65,38.99425,2019-01-23 12:00:00,서울,4.8,0,3.9,40.0
70663,100337.0,73831.51667,26505.48333,35.91436667,2019-01-23 13:00:00,서울,5.9,0,3.3,26.0
70664,99893.0,74313.74167,25579.25833,34.42075,2019-01-23 14:00:00,서울,6.7,0,3.7,22.0
70665,99745.0,74475.15,25269.85,33.934725,2019-01-23 15:00:00,서울,6.9,0,4.1,22.0
70666,99745.0,75906.7,23838.3,31.40803333,2019-01-23 16:00:00,서울,6.8,0,3.2,22.0
70667,99633.0,75669.75833,23963.24167,31.6692,2019-01-23 17:00:00,서울,5.8,0,2.8,20.0
70668,99633.0,75301.79167,24331.2,32.31455833,2019-01-23 18:00:00,서울,4.0,0,3.7,18.0
70669,99633.0,73616.75833,26016.24167,35.35115,2019-01-23 19:00:00,서울,2.9,0,2.7,23.0
70670,99633.0,72200.05833,27432.94167,38.00250833,2019-01-23 20:00:00,서울,1.9,0,2.3,27.0
70671,99633.0,70701.15,28931.85833,40.92416667,2019-01-23 21:00:00,서울,1.0,0,3.0,30.0
70672,99633.0,70001.01667,29631.98333,42.33230833,2019-01-23 22:00:00,서울,0.4,0,2.7,31.0
70673,99633.0,71559.16667,28073.83333,39.24390833,2019-01-23 23:00:00,서울,-0.2,0,3.4,31.0
70674,99633.0,68355.35,31277.65,45.78081667,2019-01-24 00:00:00,서울,-0.6,0,2.9,31.0
70675,99633.0,66867.25833,32765.74167,49.00296667,2019-01-24 01:00:00,서울,-1.5,0,2.0,35.0
70676,99633.0,66297.425,33335.575,50.28338333,2019-01-24 02:00:00,서울,-2.5,0,1.2,36.0
70677,99633.0,65841.93333,33791.06667,51.32289167,2019-01-24 03:00:00,서울,-2.9,0,1.2,40.0
70678,99633.0,66518.23333,33114.76667,49.78661667,2019-01-24 04:00:00,서울,-3.2,0,0.3,40.0
70679,99591.33333,67880.55833,31710.775,46.72328333,2019-01-24 05:00:00,서울,-3.6,0,1.8,41.0
70680,99533.0,70626.24167,28906.76667,40.95868333,2019-01-24 06:00:00,서울,-4.2,0,1.2,41.0
70681,99533.0,74569.05,24963.95,33.514925,2019-01-24 07:00:00,서울,-4.5,0,1.7,43.0
70682,99534.0,79768.14167,19765.85833,24.82389167,2019-01-24 08:00:00,서울,-4.5,0,1.7,43.0
70683,99535.0,80355.425,19179.575,23.871,2019-01-24 09:00:00,서울,-3.8,0,0.4,34.0
70684,99535.0,78753.0,20782.0,26.39195,2019-01-24 10:00:00,서울,-0.7,0,0.8,31.0
70685,99535.0,76605.40833,22929.59167,29.96286667,2019-01-24 11:00:00,서울,2.2,0,1.8,23.0
70686,99535.0,72746.50833,26788.49167,36.83056667,2019-01-24 12:00:00,서울,4.0,0,1.7,20.0
70687,99535.0,73618.40833,25916.59167,35.21345,2019-01-24 13:00:00,서울,5.4,0,2.9,17.0
70688,99535.0,74051.60833,25483.39167,34.413525,2019-01-24 14:00:00,서울,5.6,0,2.4,14.0
70689,99535.0,74115.09167,25419.90833,34.30464167,2019-01-24 15:00:00,서울,6.2,0,3.0,15.0
70690,99684.41667,76004.80833,23679.60833,31.161825,2019-01-24 16:00:00,서울,5.9,0,3.2,13.0
70691,99698.0,76337.125,23360.875,30.6046,2019-01-24 17:00:00,서울,4.7,0,2.9,19.0
70692,99698.0,76498.29167,23199.70833,30.328925,2019-01-24 18:00:00,서울,2.8,0,1.5,28.0
70693,99698.0,74703.48333,24994.51667,33.46378333,2019-01-24 19:00:00,서울,1.7,0,1.3,28.0
70694,99698.0,72964.975,26733.03333,36.64766667,2019-01-24 20:00:00,서울,0.5,0,1.8,39.0
70695,99698.0,71040.63333,28657.36667,40.34379167,2019-01-24 21:00:00,서울,-0.2,0,1.8,48.0
70696,99698.0,70310.35,29387.65,41.79844167,2019-01-24 22:00:00,서울,-0.8,0,1.6,48.0
70697,99698.0,72165.9,27532.1,38.166625,2019-01-24 23:00:00,서울,-1.2,0,1.3,51.0
70698,99698.0,68693.80833,31004.19167,45.167675,2019-01-25 00:00:00,서울,-1.4,0,1.2,53.0
70699,99698.0,66131.5,33566.5,50.76439167,2019-01-25 01:00:00,서울,-1.6,0,1.3,56.0
70700,99698.0,65579.26667,34118.73333,52.02829167,2019-01-25 02:00:00,서울,-1.8,0,0.9,54.0
70701,99698.0,65807.96667,33890.03333,51.50111667,2019-01-25 03:00:00,서울,-1.3,0,1.8,44.0
70702,99698.0,66569.3,33128.7,49.76795833,2019-01-25 04:00:00,서울,-1.9,0,1.9,35.0
70703,99698.0,68503.08333,31194.91667,45.57178333,2019-01-25 05:00:00,서울,-2.3,0,2.3,35.0
70704,99821.75,71999.78333,27821.96667,38.65611667,2019-01-25 06:00:00,서울,-3.0,0,2.2,30.0
70705,99833.0,74256.475,25576.525,34.44710833,2019-01-25 07:00:00,서울,-3.4,0,1.5,29.0
70706,99833.0,79343.75833,20489.24167,25.89879167,2019-01-25 08:00:00,서울,-3.6,0,1.5,32.0
70707,99784.66667,81073.70833,18710.95833,23.07933333,2019-01-25 09:00:00,서울,-3.1,0,1.5,30.0
70708,99688.0,79665.225,20022.76667,25.13630833,2019-01-25 10:00:00,서울,-0.9,0,2.7,26.0
70709,99688.0,77867.45833,21820.54167,28.03873333,2019-01-25 11:00:00,서울,0.6,0,3.0,26.0
70710,99688.0,73113.51667,26574.49167,36.35993333,2019-01-25 12:00:00,서울,1.2,0,3.6,25.0
70711,99688.0,75722.64167,23965.35,31.67025,2019-01-25 13:00:00,서울,1.2,0,4.9,24.0
70712,99688.0,76469.85833,23218.14167,30.365175,2019-01-25 14:00:00,서울,2.2,0,3.8,22.0
70713,99688.0,76297.10833,23390.89167,30.661225,2019-01-25 15:00:00,서울,2.4,0,3.8,20.0
70714,99865.41667,77677.55833,22187.85833,28.5675,2019-01-25 16:00:00,서울,1.6,0,3.7,19.0
70715,100117.0,77336.25833,22780.74167,29.45799167,2019-01-25 17:00:00,서울,0.9,0,3.8,19.0
70716,100117.0,76639.33333,23477.675,30.63876667,2019-01-25 18:00:00,서울,-0.5,0,2.3,23.0
70717,100117.0,74639.80833,25477.19167,34.14301667,2019-01-25 19:00:00,서울,-1.2,0,2.5,25.0
70718,99658.66667,72901.40833,26757.25833,36.7105,2019-01-25 20:00:00,서울,-1.6,0,2.7,23.0
70719,99617.0,71106.25,28510.75,40.10009167,2019-01-25 21:00:00,서울,-2.2,0,3.0,24.0
70720,99617.0,70592.25833,29024.74167,41.11723333,2019-01-25 22:00:00,서울,-3.0,0,1.5,27.0
70721,99617.0,72225.00833,27391.99167,37.93880833,2019-01-25 23:00:00,서울,-3.3,0,1.6,26.0
70722,99617.0,68968.24167,30648.75833,44.47004167,2019-01-26 00:00:00,서울,-3.4,0,3.1,25.0
70723,99617.0,66569.85833,33047.14167,49.6467,2019-01-26 01:00:00,서울,-3.8,0,2.4,28.0
70724,99617.0,66221.21667,33395.78333,50.432025,2019-01-26 02:00:00,서울,-4.8,0,1.1,30.0
70725,99617.0,66055.01667,33561.98333,50.81035,2019-01-26 03:00:00,서울,-5.1,0,1.8,32.0
70726,99617.0,66280.36667,33336.63333,50.29716667,2019-01-26 04:00:00,서울,-5.3,0,2.2,32.0
70727,98656.16667,66679.00833,31977.16667,47.96234167,2019-01-26 05:00:00,서울,-5.9,0,1.1,33.0
70728,98464.0,66604.15,31859.85833,47.84031667,2019-01-26 06:00:00,서울,-5.9,0,4.3,34.0
70729,98464.0,67232.275,31231.725,46.45423333,2019-01-26 07:00:00,서울,-5.8,0,3.8,33.0
70730,98130.0,69007.15833,29122.84167,42.21100833,2019-01-26 08:00:00,서울,-6.3,0,2.7,36.0
70731,97796.0,68159.06667,29636.93333,43.48345833,2019-01-26 09:00:00,서울,-5.7,0,2.8,32.0
70732,97796.0,67885.175,29910.825,44.06218333,2019-01-26 10:00:00,서울,-4.6,0,2.1,30.0
70733,97729.5,66663.8,31065.7,46.61931667,2019-01-26 11:00:00,서울,-1.8,0,1.5,25.0
70734,96998.0,63832.875,33165.125,51.96041667,2019-01-26 12:00:00,서울,-0.2,0,2.8,25.0
70735,96998.0,63744.38333,33253.61667,52.16828333,2019-01-26 13:00:00,서울,-0.5,0,2.5,25.0
70736,96998.0,63432.38333,33565.61667,52.9162,2019-01-26 14:00:00,서울,0.4,0,2.7,24.0
70737,96998.0,63532.875,33465.125,52.678175,2019-01-26 15:00:00,서울,1.7,0,1.6,20.0
70738,97918.83333,64792.68333,33126.15,51.13140833,2019-01-26 16:00:00,서울,1.3,0,3.4,23.0
70739,98098.0,65919.26667,32178.74167,48.81966667,2019-01-26 17:00:00,서울,1.5,0,2.7,24.0
70740,98348.0,67490.13333,30857.86667,45.7224,2019-01-26 18:00:00,서울,0.0,0,2.7,27.0
70741,98348.0,67195.75833,31152.24167,46.36258333,2019-01-26 19:00:00,서울,-0.7,0,1.4,29.0
70742,98348.0,66397.71667,31950.28333,48.12365,2019-01-26 20:00:00,서울,-1.2,0,1.6,32.0
70743,98348.0,65684.325,32663.675,49.72876667,2019-01-26 21:00:00,서울,-1.6,0,2.8,34.0
70744,99248.0,66136.59167,33111.40833,50.0656,2019-01-26 22:00:00,서울,-2.2,0,3.3,37.0
70745,99248.0,68172.08333,31075.90833,45.600175,2019-01-26 23:00:00,서울,-2.8,0,2.2,40.0
70746,98176.41667,65382.80833,32793.61667,50.180175,2019-01-27 00:00:00,서울,-3.6,0,1.9,43.0
70747,98079.0,62870.30833,35208.69167,56.016375,2019-01-27 01:00:00,서울,-4.2,0,1.1,47.0
70748,98079.0,61818.175,36260.825,58.66023333,2019-01-27 02:00:00,서울,-4.8,0,1.8,52.0
70749,98079.0,61511.5,36567.5,59.449725,2019-01-27 03:00:00,서울,-5.2,0,0.7,52.0
70750,98079.0,61506.325,36572.675,59.46291667,2019-01-27 04:00:00,서울,-5.8,0,1.0,53.0
70751,97741.91667,61751.06667,35990.85,58.285525,2019-01-27 05:00:00,서울,-6.0,0,1.4,54.0
70752,97270.0,61364.16667,35905.83333,58.51351667,2019-01-27 06:00:00,서울,-6.0,0,0.6,55.0
70753,97270.0,61386.99167,35883.00833,58.455275,2019-01-27 07:00:00,서울,-6.3,0,0.5,54.0
70754,97270.0,60905.625,36364.375,59.71376667,2019-01-27 08:00:00,서울,-6.6,0,1.1,56.0
70755,97270.0,59795.24167,37474.75833,62.687,2019-01-27 09:00:00,서울,-5.7,0,1.2,48.0
70756,97270.0,60542.375,36727.625,60.666525,2019-01-27 10:00:00,서울,-2.5,0,1.2,41.0
70757,97270.0,59562.5,37707.5,63.31288333,2019-01-27 11:00:00,서울,0.8,0,1.1,35.0
70758,97270.0,58662.93333,38607.06667,65.81400833,2019-01-27 12:00:00,서울,3.2,0,2.7,30.0
70759,97270.0,59130.45833,38139.54167,64.50146667,2019-01-27 13:00:00,서울,4.2,0,2.9,32.0
70760,97270.0,59227.34167,38042.65833,64.23210833,2019-01-27 14:00:00,서울,4.5,0,2.9,37.0
70761,97270.0,59783.875,37486.125,62.7051,2019-01-27 15:00:00,서울,4.7,0,2.5,43.0
70762,97270.0,60376.225,36893.775,61.10765833,2019-01-27 16:00:00,서울,4.0,0,2.5,48.0
70763,97270.0,62100.725,35169.275,56.65804167,2019-01-27 17:00:00,서울,3.1,0,2.1,56.0
70764,97270.0,64437.53333,32832.475,50.95463333,2019-01-27 18:00:00,서울,2.8,0,2.0,59.0
70765,97270.0,64296.88333,32973.11667,51.28369167,2019-01-27 19:00:00,서울,2.7,0,2.5,61.0
70766,98261.66667,63919.96667,34341.7,53.73015,2019-01-27 20:00:00,서울,2.6,0,2.8,61.0
70767,98460.0,63533.79167,34926.20833,54.97408333,2019-01-27 21:00:00,서울,2.6,0,2.8,63.0
70768,98277.0,64142.775,34134.225,53.2173,2019-01-27 22:00:00,서울,2.5,0,1.9,67.0
70769,98460.0,64538.63333,33921.36667,52.57540833,2019-01-27 23:00:00,서울,2.3,0,2.2,69.0
70770,117609.1667,61510.24167,56098.925,91.30065,2019-01-28 00:00:00,서울,2.4,0,1.1,70.0
70771,119350.0,59594.05833,59755.94167,100.2755083,2019-01-28 01:00:00,서울,2.5,0,1.5,69.0
70772,112651.0,59328.58333,53322.41667,89.91275833,2019-01-28 02:00:00,서울,2.6,0,2.6,76.0
70773,99253.0,59872.68333,39380.31667,65.77716667,2019-01-28 03:00:00,서울,2.3,0.0,1.7,78.0
70774,99253.0,60880.50833,38372.49167,63.034425,2019-01-28 04:00:00,서울,2.5,0,2.3,73.0
70775,99253.0,62413.31667,36839.68333,59.04569167,2019-01-28 05:00:00,서울,2.8,0,2.4,73.0
70776,99526.5,64989.84167,34536.65833,53.15776667,2019-01-28 06:00:00,서울,2.5,0,1.4,70.0
70777,99533.75,68718.675,30815.075,44.93603333,2019-01-28 07:00:00,서울,2.0,0,2.7,67.0
70778,99720.0,77356.55833,22363.44167,29.02899167,2019-01-28 08:00:00,서울,1.0,0,3.7,69.0
70779,99745.0,80438.61667,19306.38333,24.00265,2019-01-28 09:00:00,서울,0.4,0,3.0,54.0
70780,99745.0,79527.975,20217.01667,25.42336667,2019-01-28 10:00:00,서울,0.8,0,5.6,30.0
70781,99745.0,77773.43333,21971.575,28.27714167,2019-01-28 11:00:00,서울,1.5,0,5.2,24.0
70782,99745.0,73315.425,26429.575,36.064825,2019-01-28 12:00:00,서울,2.2,0,5.1,21.0
70783,99532.91667,74959.39167,24573.525,32.79974167,2019-01-28 13:00:00,서울,2.8,0,4.5,21.0
70784,99800.0,76013.25,23786.75,31.29325,2019-01-28 14:00:00,서울,3.4,0,4.3,20.0
70785,99800.0,76156.91667,23643.08333,31.048175,2019-01-28 15:00:00,서울,4.2,0,3.8,18.0
70786,99800.0,77730.50833,22069.49167,28.398575,2019-01-28 16:00:00,서울,3.8,0,4.4,18.0
70787,99800.0,77714.19167,22085.8,28.419925,2019-01-28 17:00:00,서울,2.8,0,4.0,18.0
70788,99800.0,77424.4,22375.6,28.9029,2019-01-28 18:00:00,서울,1.6,0,3.3,22.0
70789,99800.0,75308.71667,24491.28333,32.530775,2019-01-28 19:00:00,서울,0.7,0,2.9,25.0
70790,99800.0,73148.15,26651.85,36.44538333,2019-01-28 20:00:00,서울,-0.2,0,5.4,28.0
70791,99800.0,71198.8,28601.19167,40.172675,2019-01-28 21:00:00,서울,-1.1,0,2.9,29.0
70792,99800.0,70394.36667,29405.63333,41.77355,2019-01-28 22:00:00,서울,-1.7,0,1.2,31.0
70793,99800.0,71937.63333,27862.35833,38.748825,2019-01-28 23:00:00,서울,-1.8,0,2.8,28.0
70794,100025.5,68680.60833,31344.89167,45.66724167,2019-01-29 00:00:00,서울,-2.4,0,1.7,31.0
70795,100046.0,66779.875,33266.125,49.81774167,2019-01-29 01:00:00,서울,-2.9,0,1.9,31.0
70796,100046.0,66436.08333,33609.91667,50.59100833,2019-01-29 02:00:00,서울,-3.5,0,1.0,32.0
70797,100046.0,66191.375,33854.625,51.14751667,2019-01-29 03:00:00,서울,-4.0,0,1.8,34.0
70798,100046.0,66776.6,33269.4,49.82565,2019-01-29 04:00:00,서울,-4.4,0,1.4,37.0
70799,100046.0,68446.91667,31599.08333,46.17886667,2019-01-29 05:00:00,서울,-4.6,0,1.2,37.0
70800,100256.0,71654.35,28601.65,39.93865,2019-01-29 06:00:00,서울,-5.0,0,0.8,39.0
70801,100298.0,75810.0,24488.0,32.34529167,2019-01-29 07:00:00,서울,-5.4,0,1.5,43.0
70802,100298.0,80798.45,19499.55,24.18328333,2019-01-29 08:00:00,서울,-5.6,0,1.0,43.0
70803,100298.0,81330.04167,18967.95833,23.32363333,2019-01-29 09:00:00,서울,-4.5,0,1.1,36.0
70804,100298.0,80021.325,20276.675,25.34063333,2019-01-29 10:00:00,서울,-1.3,0,0.9,29.0
70805,100298.0,78351.86667,21946.13333,28.03590833,2019-01-29 11:00:00,서울,1.5,0,0.9,26.0
70806,100298.0,72879.38333,27418.625,37.64615,2019-01-29 12:00:00,서울,3.5,0,1.4,24.0
70807,100298.0,74554.50833,25743.49167,34.542475,2019-01-29 13:00:00,서울,4.1,0,2.1,23.0
70808,100298.0,75026.01667,25271.975,33.68643333,2019-01-29 14:00:00,서울,6.1,0,1.4,19.0
70809,100298.0,75110.54167,25187.45833,33.540275,2019-01-29 15:00:00,서울,6.6,0,1.6,20.0
70810,100298.0,76849.15,23448.85,30.51626667,2019-01-29 16:00:00,서울,6.7,0,1.6,18.0
70811,100298.0,77021.60833,23276.39167,30.22209167,2019-01-29 17:00:00,서울,5.5,0,2.5,23.0
70812,100298.0,76996.94167,23301.05833,30.2671,2019-01-29 18:00:00,서울,2.8,0,2.6,34.0
70813,100298.0,74986.825,25311.175,33.76324167,2019-01-29 19:00:00,서울,1.2,0,2.3,45.0
70814,100298.0,73203.21667,27094.78333,37.02238333,2019-01-29 20:00:00,서울,0.4,0,1.3,48.0
70815,100298.0,71304.225,28993.775,40.66538333,2019-01-29 21:00:00,서울,-0.3,0,0.6,48.0
70816,100298.0,70211.925,30086.075,42.8516,2019-01-29 22:00:00,서울,-0.5,0,0.9,45.0
70817,100298.0,71725.51667,28572.49167,39.84770833,2019-01-29 23:00:00,서울,-0.7,0,1.4,48.0
70818,99628.0,68203.55,31424.45833,46.09371667,2019-01-30 00:00:00,서울,-0.7,0,1.7,49.0
70819,99494.0,66701.275,32792.725,49.16556667,2019-01-30 01:00:00,서울,-0.7,0,1.5,49.0
70820,99494.0,66052.41667,33441.58333,50.63210833,2019-01-30 02:00:00,서울,-1.0,0,1.0,51.0
70821,99494.0,65742.41667,33751.58333,51.33975833,2019-01-30 03:00:00,서울,-0.8,0,0.5,49.0
70822,99494.0,66361.50833,33132.48333,49.930375,2019-01-30 04:00:00,서울,-1.1,0,0.7,48.0
70823,99494.0,67876.38333,31617.61667,46.589025,2019-01-30 05:00:00,서울,-1.7,0,0.4,48.0
70824,99683.33333,70174.9,29508.43333,42.0683,2019-01-30 06:00:00,서울,-1.9,0,0.4,51.0
70825,99778.0,73603.75833,26174.24167,35.5836,2019-01-30 07:00:00,서울,-2.5,0,1.1,54.0
70826,99778.0,79402.26667,20375.74167,25.71855833,2019-01-30 08:00:00,서울,-2.7,0,0.8,52.0
70827,99757.16667,80784.325,18972.84167,23.48649167,2019-01-30 09:00:00,서울,-1.6,0,0.5,45.0
70828,99728.0,79937.425,19790.575,24.75849167,2019-01-30 10:00:00,서울,0.8,0,0.5,40.0
70829,99773.83333,78125.7,21648.13333,27.744225,2019-01-30 11:00:00,서울,3.9,0,1.9,41.0
70830,99778.0,72792.7,26985.3,37.08498333,2019-01-30 12:00:00,서울,4.3,0,2.3,47.0
70831,99778.0,74069.325,25708.675,34.72593333,2019-01-30 13:00:00,서울,5.8,0,1.4,43.0
70832,99778.0,74977.19167,24800.81667,33.07820833,2019-01-30 14:00:00,서울,6.2,0,2.8,44.0
70833,99778.0,75344.85833,24433.14167,32.43071667,2019-01-30 15:00:00,서울,6.3,0,3.3,41.0
70834,99778.0,76364.34167,23413.65833,30.66195,2019-01-30 16:00:00,서울,6.4,0,2.5,40.0
70835,99778.0,75466.45,24311.55,32.21770833,2019-01-30 17:00:00,서울,5.3,0,2.9,55.0
70836,99778.0,74871.55833,24906.45,33.26771667,2019-01-30 18:00:00,서울,4.0,0,2.2,63.0
70837,99778.0,73093.60833,26684.39167,36.51968333,2019-01-30 19:00:00,서울,3.2,0,1.7,67.0
70838,99778.0,71418.775,28359.225,39.71651667,2019-01-30 20:00:00,서울,2.6,0,1.2,69.0
70839,99778.0,69419.75,30358.25,43.73686667,2019-01-30 21:00:00,서울,2.1,0,1.4,70.0
70840,99778.0,68709.98333,31068.01667,45.21741667,2019-01-30 22:00:00,서울,2.1,0,1.8,74.0
70841,99778.0,70256.50833,29521.48333,42.032175,2019-01-30 23:00:00,서울,2.1,0,1.8,74.0
70842,99778.0,66730.21667,33047.78333,49.54760833,2019-01-31 00:00:00,서울,2.3,0,3.2,71.0
