,year,month,기온(°C),풍속(m/s),습도(%)
120,2021,1,-0.5709040227526778,2.121433020924767,63.44599145371707
121,2021,2,3.7543823358876716,2.416955022723711,58.52130844344133
122,2021,3,8.873967795794776,2.041508152173913,67.70351132937996
123,2021,4,13.231925885813808,2.2270310192023635,59.02779865752183
124,2021,5,16.72144577630423,2.0352909498030103,71.01365620040806
125,2021,6,21.758763853867354,1.6503744222781254,77.53145878429767
126,2021,7,26.052771012686904,1.6245467935644686,80.77863593895984
127,2021,8,24.944599456121466,1.5530480889191336,83.02480343406009
128,2021,9,21.539354593440656,1.752389546741794,80.72714869197324
129,2021,10,15.465910860119173,1.5381494540974552,76.05350731783341
130,2021,11,8.693438235767246,1.834317435175408,70.0832029364882
131,2021,12,2.3712425700537785,2.159228689139637,63.81024044380918
