,year,month,기온(°C),풍속(m/s),습도(%)
132,2022,1,-0.31100072177641913,1.9261212936097942,56.876587121641535
133,2022,2,0.27931570030120484,2.4403618049454,52.05292059557243
134,2022,3,7.862936865042307,2.098686798647176,64.99802222694132
135,2022,4,13.780039771314938,2.0188136188136188,60.65283286533287
136,2022,5,18.039414724013323,1.9931040834254299,58.303280358886546
137,2022,6,22.315394176915316,2.1223890645123524,76.32612324995607
138,2022,7,25.985828945133342,1.6801789683831962,81.62519252548131
139,2022,8,25.440871386915042,1.7561799184505607,83.1747091130425
140,2022,9,21.119040304293762,1.8433359795360325,77.10533319684717
141,2022,10,14.216437637382118,1.777190635451505,72.47497694871977
142,2022,11,10.01259669800974,1.639508556384379,68.13882974055983
143,2022,12,-0.7632304643261608,2.103175007788824,61.662294200087764
