,year,month,day,현재수요(MW),공급능력(MW),공급예비율(퍼센트)
181,2012,11,29,63481.40954875,75317.33333333333,19.025222204749998
182,2012,11,30,63063.895763333334,75384.22222208334,19.863911281125
183,2012,12,1,58299.19354208334,72391.53819458334,24.225397326666666
184,2012,12,2,53257.60541708333,72679.04166666667,36.67320499875
185,2012,12,3,63446.96597208333,75007.56944458334,19.366781032166667
186,2012,12,4,66355.76072916666,76630.48263875,15.836421572625
187,2012,12,5,66845.33611083333,76762.86805541666,15.173119496708333
188,2012,12,6,68133.67065958334,76580.25347291667,12.685126608041665
189,2012,12,7,68441.63642416666,76613.85416708334,12.158662816708334
190,2012,12,8,62853.14427083333,75842.52083333333,20.706980695000002
191,2012,12,9,58490.07607583333,75709.61458333333,29.547792604583336
192,2012,12,10,68260.04395875,77640.96527833333,14.439283721791668
193,2012,12,11,70315.36829833333,77324.79513958334,10.106382239708333
194,2012,12,12,69789.82534708333,76976.72222208334,10.428795469083333
195,2012,12,13,69108.38204833334,77112.61805583333,11.735345590125
196,2012,12,14,67980.4765275,76989.45486083334,13.577365517208333
197,2012,12,15,60725.00559083334,74895.95833333333,23.399752012916665
198,2012,12,16,55487.230313750006,74132.54861083334,33.75800434
199,2012,12,17,65109.30493041666,76789.04861125,19.002040642916665
200,2012,12,18,68508.51690958334,78406.86805583333,14.915212468999998
201,2012,12,19,65112.20909625,77951.6875,19.795478541666665
202,2012,12,20,68583.85468875,78591.868055,14.982941218999999
203,2012,12,21,68471.66357666666,78183.75694416667,14.548122405333332
204,2012,12,22,62020.52479166666,75905.5902775,22.435653438333333
205,2012,12,23,58060.49958333333,76785.24652791666,32.45000795166667
206,2012,12,24,67127.65138833334,78485.64236125,17.467327180833333
207,2012,12,25,61444.51000041667,78556.58333333333,27.981949756666666
208,2012,12,26,69788.68406166667,79064.87152791666,13.758082983500001
209,2012,12,27,70064.41118083334,78913.82638833333,12.816491992791667
210,2012,12,28,66946.93593749999,77759.0972225,16.410800663333333
211,2012,12,29,60472.383819166665,74029.35069458334,22.487773229166667
212,2012,12,30,56624.09618125,75189.45486125,32.933033610833334
213,2012,12,31,60715.81138791667,77966.46180541666,28.555807117916668
214,2013,1,1,53922.01378458333,76960.91666624999,43.15124482541666
215,2013,1,2,66384.39979166667,79955.80555583333,21.557127211666668
216,2013,1,3,71269.01204916667,80241.03472208334,12.959467405833331
217,2013,1,4,71966.16031166667,80303.1527775,11.779283916333334
218,2013,1,5,65453.239652083335,80662.61111083334,23.323295243333334
219,2013,1,6,59145.03958333333,80894.47222208334,36.97058517333333
220,2013,1,7,68320.4290625,80881.29513875,19.162398781125
221,2013,1,8,69282.50815916667,80923.87847208334,17.10248947304167
222,2013,1,9,70136.53079875,81269.03472208334,16.177271322208334
223,2013,1,10,70600.5646875,81295.65625,15.364059291666665
224,2013,1,11,69463.13555583333,81217.25,17.118413600708333
225,2013,1,12,61692.181145,79039.51388916666,28.19994711833333
226,2013,1,13,57043.803611250005,78712.88888875,38.12421236166667
227,2013,1,14,66105.75496416667,80302.21527791666,22.27300892625
228,2013,1,15,67405.52111208333,80512.45138875,19.75920306529167
229,2013,1,16,67416.97888875,80556.21875,19.83026781208333
230,2013,1,17,68371.8671525,80680.6875,18.324592014166665
231,2013,1,18,68359.61138791667,80101.01388875,17.372377628458334
232,2013,1,19,61328.90993041667,78531.34027791666,28.1252165625
233,2013,1,20,56149.327048750005,78191.14930541666,39.44576197958333
234,2013,1,21,64724.44819458333,79715.55902791666,24.21784697833333
235,2013,1,22,65508.25191,78932.25,20.803963853750002
236,2013,1,23,65249.59961791666,79545.28819458334,22.319677916666667
237,2013,1,24,66044.64732666667,80027.18055541666,21.567665
238,2013,1,25,68315.88524333334,80421.4409725,17.989657454291667
239,2013,1,26,63245.32215291666,77756.31944416667,22.99030486125
240,2013,1,27,58175.29520833333,77594.77777791666,33.563412361666664
241,2013,1,28,66665.5297925,79730.24305583333,20.269017830124998
242,2013,1,29,66504.86496625001,80510.47569458334,21.3396309025
243,2013,1,30,64522.68881958333,79345.85416666667,23.204544895416664
244,2013,1,31,63018.106214583335,79258.34722208334,26.029667361250002
245,2013,2,1,62700.8240625,78344.12847208334,25.34412072875
246,2013,2,2,58625.47319416667,75461.8125,28.8186415975
247,2013,2,3,56423.80895875001,75175.35069458334,33.33009906375
248,2013,2,4,64210.94406291667,78422.5034725,22.857754860416666
249,2013,2,5,66764.26163208333,78906.83333333333,18.622874472083335
250,2013,2,6,66314.85791708333,79009.36111125,19.380686874583333
251,2013,2,7,69059.78045,79309.47222208334,15.265308746208333
252,2013,2,8,67057.58649291667,78667.03819458334,17.571651180541668
253,2013,2,9,53629.37218666667,76592.48958333333,43.39913791625
254,2013,2,10,47640.81767333334,75796.48263875,60.049063645833336
255,2013,2,11,50102.03524333334,75755.43055541666,51.52535840291667
256,2013,2,12,58787.052534999995,77019.97569458334,31.661465867916665
257,2013,2,13,64439.66524291667,77521.0625,20.909049765833334
258,2013,2,14,65687.74954833333,77582.22916666667,18.357328483458335
259,2013,2,15,64840.85309,77531.96874958334,19.840917152083332
260,2013,2,16,60783.15697958333,75703.43402791666,24.657384582916666
261,2013,2,17,55699.59576416667,75152.88194458334,35.02980503458333
262,2013,2,18,63792.49513791667,75783.51736166667,19.673672187916665
263,2013,2,19,66015.86559,76634.46180583333,16.328915196666667
264,2013,2,20,66690.38343666667,77260.24305541666,16.052110319458333
265,2013,2,21,65965.79690916666,77063.77777791666,17.047976136124998
266,2013,2,22,65214.65774333334,77182.86805541666,18.547053533625
267,2013,2,23,60266.775728750006,75378.28124958334,25.136614514166666
268,2013,2,24,54778.81302,75106.07986083334,37.340703749999996
269,2013,2,25,62470.265798333334,76552.08333333333,23.361179822916668
270,2013,2,26,63872.64496583334,76702.47569416667,20.478460603875
271,2013,2,27,61971.86322958334,76169.15972208334,23.143910451249997
272,2013,2,28,60840.57687458333,75935.18055583333,25.047208090416664
273,2013,3,1,57459.82527791667,73988.77083333333,29.006811527916668
274,2013,3,2,56880.12597083333,73797.52777791666,29.82193309083333
275,2013,3,3,53038.101387916664,73891.32638875,39.610288923333336
276,2013,3,4,62287.88656291666,76160.51388916666,23.2222306975
277,2013,3,5,63441.251042083335,76107.29513833333,20.262039986125
278,2013,3,6,62208.95538125,75925.39583333333,22.38332750083333
279,2013,3,7,61360.58385375,75387.09375,23.237816424166667
280,2013,3,8,60667.05260375,75442.64583333333,24.665563922916665
281,2013,3,9,54650.51208291666,72693.57986083334,33.102713888333334
282,2013,3,10,50618.50041666667,72924.60763875,44.327947117916665
283,2013,3,11,59440.225,74629.94444458334,26.48638138875
284,2013,3,12,60914.417222083335,74550.58333333333,22.77695263875
285,2013,3,13,61479.96333375,74570.29166666667,21.78118826375
286,2013,3,14,61875.408784583335,74923.69097208334,21.376506319166666
287,2013,3,15,61450.764895,74967.89930541666,22.312275070833334
288,2013,3,16,55600.97996541666,71441.3125,28.61460111125
289,2013,3,17,50995.72697875,69738.71875,36.91085052166667
290,2013,3,18,58236.51729166667,72935.9027775,26.139802916666667
291,2013,3,19,59612.359618333336,73506.19444458334,23.808519444166667
292,2013,3,20,60752.130520833336,73700.51041666667,21.973747014583335
293,2013,3,21,62656.078993333336,74107.07638916666,18.45915728875
294,2013,3,22,61813.213749166665,74519.1875,20.920998194583333
295,2013,3,23,55597.712292083335,70613.18055541666,27.103272326666666
296,2013,3,24,50663.578819166665,70585.73263916666,39.4841696525
297,2013,3,25,59515.593923333334,72232.44097208334,22.665846066541665
298,2013,3,26,61303.62558916667,72340.44444458334,18.25198412916667
299,2013,3,27,59727.2335425,71698.55555583333,20.302324618333333
300,2013,3,28,59577.23694375,71447.60069416667,20.307334547916668
301,2013,3,29,59726.92882,71374.82638875,19.72537486125
302,2013,3,30,54604.21434,68966.30555583333,26.422340382083334
303,2013,3,31,49860.26392291667,69923.42013875,40.46314031125
304,2013,4,1,57708.76437458333,69985.48958291666,22.311504045833335
305,2013,4,2,60626.62854208334,70128.38888916666,16.190621080166668
306,2013,4,3,59965.224409166665,69729.16666666667,16.423505259875
307,2013,4,4,58702.67114583333,69661.14236166667,18.919989062083335
308,2013,4,5,57622.078298333334,69210.53472208334,20.253263611666664
309,2013,4,6,54188.80454875,68862.05208333333,27.354514167083334
310,2013,4,7,50428.642985833336,68737.76736125,36.479649861666665
311,2013,4,8,57671.210901666665,69294.28472208334,21.176917524333334
312,2013,4,9,59957.55055541667,69344.95833333333,15.998984963625
313,2013,4,10,60886.916561666665,69108.15972208334,13.696058336958332
314,2013,4,11,60698.66749958333,69636.67361125,14.9792111385
315,2013,4,12,60041.612395000004,69050.68402791666,15.186785812624999
316,2013,4,13,53882.60170166667,66594.28472208334,23.672467952083334
317,2013,4,14,49339.78326416667,65555.68402791666,33.05190965291667
318,2013,4,15,57955.73499999999,68303.28124958334,18.906408643208334
319,2013,4,16,58485.404444583335,68453.26736166667,17.24673850583333
320,2013,4,17,57999.74947833333,67628.5347225,17.000810493083332
321,2013,4,18,57937.846908750005,67299.95486125,16.444219183333335
322,2013,4,19,57712.153297499994,67963.82986125,18.039790972083335
323,2013,4,20,54503.548090833334,65530.541666666664,20.567881155833334
324,2013,4,21,49695.50683958334,64496.204861666665,29.921223681249998
325,2013,4,22,56113.937118333335,66119.82986083334,18.68140158720833
326,2013,4,23,58829.697394999996,66165.14930541666,12.829726291875
327,2013,4,24,57734.17048541667,65388.826389166665,13.38701819
328,2013,4,25,58184.10079875,65917.40277833333,13.541823754
329,2013,4,26,57743.85493125,65733.79166624999,13.990279503333333
330,2013,4,27,52788.751840000004,63563.90624958333,20.453424792916667
331,2013,4,28,48154.099340416666,62780.197916666664,30.490064825833333
332,2013,4,29,55108.73812541666,65558.47222208334,20.218183871791666
333,2013,4,30,56548.27194416666,65994.0659725,16.909132951666667
334,2013,5,1,51858.90399333333,65967.29166666667,27.283940348749997
335,2013,5,2,55688.91392375,65852.70486125,18.89731098625
336,2013,5,3,56568.121735416666,65281.35763875,15.639369270541666
337,2013,5,4,51639.38506875,63857.690972083336,23.715814097083335
338,2013,5,5,47069.40968791667,65026.32638875,38.32414145791667
339,2013,5,6,54002.87996583333,65196.99305541667,21.97629704541667
340,2013,5,7,56122.07767375,65102.920139166665,16.38530608245833
341,2013,5,8,56026.581979999995,65191.013889166665,16.6042547525
342,2013,5,9,56044.89479125,66031.85416666667,18.449343436375
343,2013,5,10,56756.41270750001,66390.88888875,17.42674521858333
344,2013,5,11,51488.22451416667,65055.076389166665,26.466379965416667
345,2013,5,12,47157.42475708333,64044.440972083336,35.970538159583334
346,2013,5,13,54360.4928825,65449.274305,22.180748090124997
347,2013,5,14,56235.408992916666,65528.52430541667,17.141995521541666
348,2013,5,15,56393.959445416665,65534.770833333336,16.754692007208334
349,2013,5,16,56031.33381833333,65281.333333333336,17.054518492625
350,2013,5,17,52051.751041250005,62793.52430541667,20.771365035
351,2013,5,18,49717.60388958334,61921.635416666664,24.77241017333333
352,2013,5,19,46850.49315958333,62363.065972083336,33.281691215416664
353,2013,5,20,54200.54968791667,65006.90625,21.368447013791666
354,2013,5,21,55825.83618125,65000.583333333336,17.009581179958335
355,2013,5,22,56157.48156208333,65667.60416666667,17.574750951000002
356,2013,5,23,56829.88770833333,66125.32638875,17.101653504291665
357,2013,5,24,56914.027153333336,66552.77083333333,17.636688337458335
358,2013,5,25,52985.21000083333,65573.22569416667,24.144162604583332
359,2013,5,26,47881.94458291667,67395.78819416667,41.10118527833333
360,2013,5,27,55449.20902708333,68379.36111083334,25.372198379166665
361,2013,5,28,57446.023889166674,68497.25694458334,20.128797260416665
362,2013,5,29,56865.19809,67458.10416624999,19.373092985875
363,2013,5,30,56414.58173666667,66772.22569458334,19.025989579166666
364,2013,5,31,56167.720659583334,67081.61458333333,20.159766044875003
365,2013,6,1,51510.43006875,65218.80902833334,26.93912729083333
366,2013,6,2,47497.69371541667,65837.19444458334,38.86986020916667
367,2013,6,3,55017.182570000004,66504.93055583333,22.898239937875
368,2013,6,4,57480.39590333333,66808.04513833333,17.18329022975
369,2013,6,5,57966.72614625,66919.69444416667,16.30527782675
370,2013,6,6,56023.05107583333,66650.32986083334,19.340520662375
371,2013,6,7,57273.682361249994,66964.95833333333,18.076598437166666
