,year,month,현재수요(MW)
7,2013,1,65219.08477818548
8,2013,2,61594.57048099702
9,2013,3,58323.128036317205
10,2013,4,56573.89077406945
11,2013,5,54038.772397016124
12,2013,6,56461.85880665278
13,2013,7,59847.33937610215
14,2013,8,60925.75431663979
15,2013,9,54022.19495583333
16,2013,10,55609.37988349462
17,2013,11,59791.67171066666
18,2013,12,63732.55716606182
