,year,month,기온(°C),풍속(m/s),습도(%)
36,2014,1,0.6528093785686407,2.109919780299198,57.93983763409684
37,2014,2,2.5212503800425647,2.131134188882133,63.920766701419524
38,2014,3,7.55634405493314,2.4150429550779555,62.05845145799583
39,2014,4,13.132200149365199,2.1717533534490485,59.8731686529001
40,2014,5,18.098435034569814,2.4380697550967705,60.448791508283726
41,2014,6,21.507666952434445,1.929509335777538,74.63623477592526
42,2014,7,24.73555155103617,1.954882723112128,78.61558495423341
43,2014,8,23.59180098107919,1.942894326616421,83.10022596930823
44,2014,9,20.733248584647676,1.6450421286031043,77.04756444023556
45,2014,10,14.83370514965607,1.9170956670956671,72.20331912824619
46,2014,11,8.913677600472813,1.8738371749408984,69.71022844814847
47,2014,12,-0.22333266573202484,2.608935342175674,61.13555240177834
