,year,month,기온(°C),풍속(m/s),습도(%)
48,2015,1,0.7319225097006056,2.3219608123569793,63.57151974934362
49,2015,2,2.0844535618673468,2.470555617167572,60.85995539009596
50,2015,3,6.654002917453235,2.4037952780677543,53.30418034549495
51,2015,4,12.54833335796958,2.328596346006031,66.49953125231046
52,2015,5,18.3297785914526,2.1958465037115436,60.309105472437565
53,2015,6,21.323127162113803,1.9021651283121839,72.28608816248621
54,2015,7,24.09994938539407,2.112910550292863,79.65254006827519
55,2015,8,24.98442730863269,1.711744966442953,79.45803502986651
56,2015,9,20.258498968825656,1.7546897180341587,74.64064787974777
57,2015,10,14.979686890151351,1.8456263100831225,69.3877007589447
58,2015,11,10.168944678960232,1.8718196910853517,79.44787799783727
59,2015,12,3.7137574387731744,2.006138806589663,69.39470291640406
