,year,month,기온(°C),풍속(m/s),습도(%)
108,2020,1,2.914101238938053,1.9484861377011984,68.23787273808513
109,2020,2,3.71075316024525,2.046757534454036,67.0123001695531
110,2020,3,7.84829382209327,2.313479202343717,60.924897751234774
111,2020,4,10.693637839498047,2.5061918553624714,55.95804545587504
112,2020,5,17.539543505638964,2.011875265768958,72.78246572241167
113,2020,6,22.59363701567692,1.7861858477032526,75.63402040726697
114,2020,7,22.526996628608664,1.6111961125986372,86.2169007702764
115,2020,8,26.515449869273617,1.8762155787319899,85.29107056857134
116,2020,9,20.270738233444945,1.873038999911964,80.41093390741473
117,2020,10,13.982027767163418,1.6729577464788734,68.96616094426675
118,2020,11,8.897911089656382,1.916678173245002,65.61315235197753
119,2020,12,0.8738724705815716,1.9918874899089327,60.54228573856635
