,year,month,현재수요(MW)
55,2017,1,66672.35090728494
56,2017,2,67718.55096508928
57,2017,3,63141.22297568548
58,2017,4,58219.719259666665
59,2017,5,57389.1587193414
60,2017,6,60204.25824620834
61,2017,7,66861.0538967742
62,2017,8,65819.00031974462
63,2017,9,61327.569386180556
64,2017,10,56909.3727861828
65,2017,11,63943.874200680555
66,2017,12,69766.4331816129
