,year,month,현재수요(MW)
67,2018,1,71972.58106162635
68,2018,2,69150.26604321429
69,2018,3,63504.21247557796
70,2018,4,59773.70569486111
71,2018,5,59440.72154092992
72,2018,6,61607.325818791665
73,2018,7,69750.59413987903
74,2018,8,71474.54469077957
75,2018,9,60363.10082190278
76,2018,10,60121.40280623656
77,2018,11,63662.301548791664
78,2018,12,69483.51393370968
