,year,month,현재수요(MW)
31,2015,1,65907.60642623655
32,2015,2,62684.5091425744
33,2015,3,61536.00100076613
34,2015,4,57745.783588569444
35,2015,5,54746.40885645161
36,2015,6,57793.59453919444
37,2015,7,60915.46242384408
38,2015,8,61489.80807775538
39,2015,9,56931.01509951389
40,2015,10,56379.36531973119
41,2015,11,59327.79559895833
42,2015,12,64343.25118723118
