,year,month,기온(°C),풍속(m/s),습도(%)
72,2017,1,0.2837498584852259,2.2512819786785214,61.51388417119565
73,2017,2,1.6939420530579627,2.508253043192179,57.62361374426147
74,2017,3,6.171419271754666,2.098314606741573,57.957388535031846
75,2017,4,13.628587309481322,2.3544998390824774,60.220769950854205
76,2017,5,18.465993489951884,2.0748312316902306,61.692152006227445
77,2017,6,21.519375831761213,1.9196139221994737,67.97084095733001
78,2017,7,26.236262439579185,1.768995136380443,83.60147776244861
79,2017,8,25.322156112763846,1.7619525612124822,80.68065453411572
80,2017,9,20.46316020418611,1.6993460227355854,75.76468307953365
81,2017,10,15.269180662154126,1.7794144724728411,74.78523356805849
82,2017,11,6.922842387090167,2.0186994367639532,62.47740373361423
83,2017,12,-0.00043663788826039474,2.219704335747594,58.938080442647376
