,year,month,기온(°C),풍속(m/s),습도(%)
12,2012,1,-0.9857089174736233,2.2563712311739366,58.48491588622962
13,2012,2,-0.6938213618033774,2.4036802600015474,55.37228496824931
14,2012,3,5.613673224533456,2.7343519616062912,61.03888445521424
15,2012,4,12.417822846816708,2.7971937632545774,60.265041593827235
16,2012,5,18.120467886989967,1.9922039045553144,63.585697551663806
17,2012,6,21.82147103635766,2.0390550757553116,71.7697153530071
18,2012,7,25.225633798703196,1.9578293192340837,80.75631910263338
19,2012,8,26.220832054261866,2.306898064214282,79.20342135275024
20,2012,9,20.039470584682288,1.8393570112651383,78.19706601836192
21,2012,10,14.34565392089537,1.8800978959672705,68.82766075631112
22,2012,11,6.705052914446172,2.4118600824287806,63.52944639864732
23,2012,12,-1.3648870576546566,2.3887528311536492,65.70162035007743
