,year,month,현재수요(MW)
43,2016,1,67287.22305092742
44,2016,2,63823.374773477015
45,2016,3,61492.55277665323
46,2016,4,57124.713773180556
47,2016,5,56438.37367739247
48,2016,6,59225.44134698612
49,2016,7,63454.14547087366
50,2016,8,66201.56580067205
51,2016,9,58310.80045536111
52,2016,10,57416.663955107535
53,2016,11,61899.12398873611
54,2016,12,66320.4649263844
