,year,month,현재수요(MW)
103,2021,1,70488.21491947581
104,2021,2,65447.88564549107
105,2021,3,61665.900963588705
106,2021,4,58620.15672240278
107,2021,5,57738.02553150537
108,2021,6,61820.80296630555
109,2021,7,71110.5896627957
110,2021,8,68195.83768543012
111,2021,9,61628.08060443056
112,2021,10,60305.96839543011
113,2021,11,63798.25459261111
114,2021,12,70616.98313311828
