,year,month,기온(°C),풍속(m/s),습도(%)
60,2016,1,-0.6815932140353889,2.301726826616307,61.44104350562955
61,2016,2,1.8545642201834862,2.5090294661834642,58.28901004786884
62,2016,3,7.098616733660434,2.1122663953221736,60.48935683222705
63,2016,4,13.633116518345505,2.249803405664282,65.32707862011858
64,2016,5,18.317385332913677,2.1991657723402733,64.53921540574568
65,2016,6,22.0054366463667,1.8146407083832248,75.58256941774847
66,2016,7,25.20166642826491,1.8146899363421787,82.72497890053928
67,2016,8,26.451544843370048,1.8033856364338536,75.62624254473161
68,2016,9,21.477071692535105,1.5699650670534948,81.6052054065245
69,2016,10,15.83036621791877,1.7709237630070078,77.86284966024915
70,2016,11,7.962667992571035,1.903297796106992,68.67043184510317
71,2016,12,3.2688390000849306,2.1053954186369173,66.86930132487828
