,year,month,¹ßÀü·® 
36,2021,1,647503.142085389
37,2021,2,945882.0670840336
38,2021,3,1107107.0777229602
39,2021,4,1299456.5264509805
40,2021,5,1203808.2352618596
41,2021,6,1241761.6764313725
42,2021,7,1196516.2009506642
43,2021,8,1007352.9618956357
44,2021,9,977343.5831196078
45,2021,10,1065356.6072960151
46,2021,11,871874.4882470588
47,2021,12,795300.143573055
