,year,month,기온(°C),풍속(m/s),습도(%)
96,2019,1,0.44808547395848086,2.1304284399121873,55.11451418525187
97,2019,2,2.4505718851842566,2.0705555033073133,58.08361943281757
98,2019,3,7.3767694354793045,2.3177127312912638,60.49816521590715
99,2019,4,11.756121568455384,2.0091237777387434,62.89471589329354
100,2019,5,18.347308874130924,2.0830157673291874,58.15059259993486
101,2019,6,21.01670648884255,1.660592543082154,74.76536471543066
102,2019,7,24.49525672851713,1.8700801462317211,80.88971845818999
103,2019,8,25.927359157918566,1.6495293901179002,79.4796451914099
104,2019,9,21.58399923868644,1.6941658362154874,81.71428362101808
105,2019,10,15.721055239389562,1.7583974931586484,75.10602894688346
106,2019,11,8.817687184366537,1.7813766966331748,69.2709841827768
107,2019,12,3.0008334750807957,1.8778512138268237,65.79846060073426
