,year,month,day,기온(°C),풍속(m/s),습도(%)
3472,2020,7,4,22.54430622009569,1.5699521531100478,73.34832535885168
3473,2020,7,5,24.210622009569377,1.6182775119617223,71.61244019138756
3474,2020,7,6,24.484114832535887,1.5461244019138756,78.27081339712919
3475,2020,7,7,25.71827751196172,1.9976076555023923,74.56746411483253
3476,2020,7,8,26.213684210526313,1.9220095693779904,69.28133971291867
3477,2020,7,9,26.061244019138755,2.0867942583732058,71.82870813397129
3478,2020,7,10,24.41866028708134,2.0060287081339716,84.63732057416269
3479,2020,7,11,25.48688995215311,1.9697607655502394,74.33301435406699
3480,2020,7,12,21.82516746411483,2.154641148325359,85.21167464114832
3481,2020,7,13,19.872344497607653,2.6806698564593305,93.56076555023924
3482,2020,7,14,20.240574162679426,2.4930143540669856,86.75215311004784
3483,2020,7,15,21.167272727272728,1.5911111111111111,82.11387559808612
3484,2020,7,16,24.382966507177034,1.7110576923076923,70.05741626794259
3485,2020,7,17,25.495885167464117,1.8425837320574163,68.80861244019138
3486,2020,7,18,24.431578947368422,1.9602870813397129,72.2755980861244
3487,2020,7,19,24.25071770334928,2.408803827751196,85.45454545454545
3488,2020,7,20,25.54105263157895,2.8771291866028705,84.47464114832536
3489,2020,7,21,26.63492822966507,1.5490421455938699,70.8956937799043
3490,2020,7,22,23.48581016299137,1.1146013448607108,91.84563758389261
3491,2020,7,23,22.11885167464115,2.782105263157895,93.91483253588517
3492,2020,7,24,21.621435406698566,2.796937799043062,89.05263157894737
3493,2020,7,25,23.33358851674641,2.0491866028708134,84.1377990430622
3494,2020,7,26,24.73799043062201,1.7713875598086124,77.55598086124402
3495,2020,7,27,23.586985645933016,1.435311004784689,88.43923444976076
3496,2020,7,28,24.392535885167465,1.4057416267942584,89.87655502392344
3497,2020,7,29,24.269865642994244,1.4424184261036468,93.79462571976967
3498,2020,7,30,25.099324975891996,1.7448979591836735,89.37241715399611
3499,2020,7,31,27.744880382775122,1.7418762088974855,78.4546421663443
3500,2020,8,1,27.393014354066985,1.9264990328820115,80.45167464114833
3501,2020,8,2,27.559043062200956,2.5604448742746615,82.13301435406699
3502,2020,8,3,27.129665071770336,2.7133462282398453,82.36842105263158
3503,2020,8,4,28.6066985645933,2.744100580270793,78.42488038277511
3504,2020,8,5,27.232631578947366,2.484307992202729,85.88995215311004
3505,2020,8,6,26.01492822966507,3.284860173577628,88.8488038277512
3506,2020,8,7,24.629186602870814,1.5534928229665073,91.60765550239235
3507,2020,8,8,24.391196172248804,1.8751196172248803,93.6446889952153
3508,2020,8,9,27.25684210526316,3.2596172248803827,82.0421052631579
3509,2020,8,10,26.386794258373207,1.8220095693779905,91.00669856459331
3510,2020,8,11,26.460576923076925,2.2085519922254617,87.94519230769231
3511,2020,8,12,28.34165067178503,1.9925315227934046,83.33013435700576
3512,2020,8,13,29.60181818181818,2.55715667311412,75.99712918660288
3513,2020,8,14,29.741244019138755,3.099903938520653,75.4287081339713
3514,2020,8,15,29.461435406698566,2.4288995215311004,76.09377990430622
3515,2020,8,16,29.905645933014355,2.536555023923445,71.05837320574163
3516,2020,8,17,30.032535885167466,1.821531100478469,70.16172248803828
3517,2020,8,18,30.167953667953668,1.815911282545805,69.00867888138862
3518,2020,8,19,30.23358851674641,1.9935885167464116,65.99712918660288
3519,2020,8,20,29.789856459330146,1.7016267942583732,68.3583093179635
3520,2020,8,21,28.012344497607657,1.687751196172249,75.32753623188405
3521,2020,8,22,26.925645933014355,1.7270813397129186,78.0133971291866
3522,2020,8,23,27.921668264621285,1.6185043144774687,71.69894534995206
3523,2020,8,24,29.25263157894737,1.9743540669856459,69.5866028708134
3524,2020,8,25,30.755215311004786,2.2933014354066987,66.67368421052632
3525,2020,8,26,29.082993890020365,3.9160765550239236,74.65741626794258
3526,2020,8,27,28.3080193236715,2.991690821256039,80.46280193236716
3527,2020,8,28,28.781626794258372,1.9853166986564297,79.86124401913875
3528,2020,8,29,28.16861244019139,1.9198086124401914,81.99425837320574
3529,2020,8,30,28.460765550239234,1.6526315789473685,79.79693486590038
3530,2020,8,31,27.196928982725527,2.3001937984496124,77.28982725527831
3531,2020,9,1,27.017129186602872,1.8589473684210525,74.99425837320574
3532,2020,9,2,24.90583732057416,2.8826794258373205,91.97033492822966
3533,2020,9,3,25.20248803827751,4.778088803088804,69.53588516746412
3534,2020,9,4,25.56239234449761,2.3042105263157895,61.27307692307692
3535,2020,9,5,21.8377990430622,1.2883253588516745,81.25168107588857
3536,2020,9,6,21.11492822966507,2.4166507177033494,85.17311411992263
3537,2020,9,7,20.915532118887825,5.062476007677543,87.94961240310077
3538,2020,9,8,25.473301435406697,3.447942583732057,67.75531914893617
3539,2020,9,9,23.223349282296653,2.0586602870813397,75.39450337512055
3540,2020,9,10,24.220000000000002,1.481913875598086,72.87177033492823
3541,2020,9,11,22.30248803827751,1.8603464870067374,81.22200956937799
3542,2020,9,12,21.12236084452975,2.278962818003914,84.21209213051823
3543,2020,9,13,21.78516746411483,1.6557059961315281,75.14928229665072
3544,2020,9,14,23.418678160919537,1.7818973862536303,71.43582375478927
3545,2020,9,15,23.994832535885166,1.6682296650717703,71.10717703349282
3546,2020,9,16,22.142966507177036,1.4412440191387559,86.2133971291866
3547,2020,9,17,21.623540669856457,1.2910047846889952,82.78755980861244
3548,2020,9,18,21.584688995215313,2.1942363112391927,66.14545454545454
3549,2020,9,19,22.133205741626796,2.1377176015473887,62.34641148325359
3550,2020,9,20,21.893588516746412,2.330174081237911,53.08133971291866
3551,2020,9,21,20.482488038277513,1.6446808510638298,57.8688995215311
3552,2020,9,22,20.16842105263158,2.2963249516441007,64.05741626794259
3553,2020,9,23,20.011866028708134,2.4629951690821255,67.69856459330144
3554,2020,9,24,21.531417624521072,2.6,66.39463601532567
3555,2020,9,25,21.80803827751196,2.755693779904306,66.88803827751197
3556,2020,9,26,21.134449760765552,2.397129186602871,63.38181818181818
3557,2020,9,27,21.415119617224878,2.1435406698564594,61.62966507177033
3558,2020,9,28,20.93071770334928,1.75311004784689,61.90334928229665
3559,2020,9,29,20.588612440191387,1.5993301435406697,64.06985645933014
3560,2020,9,30,20.934354066985648,1.943732057416268,66.23253588516747
3561,2020,10,1,20.721052631578946,1.8028708133971292,68.99425837320574
3562,2020,10,2,21.689856459330144,2.109856459330144,67.84210526315789
3563,2020,10,3,21.179521531100477,1.294066985645933,74.16555023923445
3564,2020,10,4,19.9955023923445,2.1066985645933016,73.48612440191387
3565,2020,10,5,16.586889952153108,3.2549808429118774,46.25645933014354
3566,2020,10,6,16.981244019138757,2.1769377990430625,50.83157894736842
3567,2020,10,7,18.34932821497121,2.3584452975047983,54.16986564299424
3568,2020,10,8,19.347464114832533,3.702870813397129,51.77607655502392
3569,2020,10,9,19.39129186602871,3.2473684210526317,52.62105263157895
3570,2020,10,10,18.914066985645935,2.072918660287081,59.840191387559805
3571,2020,10,11,18.474066985645933,1.5259365994236311,65.33301435406699
3572,2020,10,12,19.15885167464115,2.141244019138756,64.61626794258373
3573,2020,10,13,16.39741626794258,2.4338755980861246,52.36650717703349
3574,2020,10,14,16.065167464114833,2.0464114832535887,53.899521531100476
3575,2020,10,15,15.365263157894738,1.993852065321806,43.3244019138756
3576,2020,10,16,14.020191387559809,1.133492822966507,63.938755980861245
3577,2020,10,17,15.964784688995216,1.774354066985646,58.5511961722488
3578,2020,10,18,16.2311961722488,1.8200956937799042,53.60095693779904
3579,2020,10,19,16.86956937799043,1.6292822966507177,56.912835249042146
3580,2020,10,20,17.241531100478472,1.5341626794258374,57.39818181818182
3581,2020,10,21,15.171866028708134,1.1564593301435406,74.94832535885168
3582,2020,10,22,15.671387559808613,2.1360765550239234,73.2267942583732
3583,2020,10,23,12.60306807286673,3.685522531160115,45.70565675934804
3584,2020,10,24,12.401722488038278,3.4607655502392345,39.71961722488038
3585,2020,10,25,15.571196172248804,2.3267942583732055,51.11291866028708
3586,2020,10,26,15.559138755980861,1.5664114832535887,56.941626794258376
3587,2020,10,27,15.943732057416268,1.3758851674641148,61.23827751196172
3588,2020,10,28,16.668133971291866,2.204593301435407,55.85837320574163
3589,2020,10,29,13.711674641148326,1.9476555023923445,42.126315789473686
3590,2020,10,30,14.237799043062202,1.9220095693779904,50.070813397129186
3591,2020,10,31,14.596264367816092,1.7090038314176246,57.36302681992337
3592,2020,11,1,13.212918660287082,1.5860287081339715,83.66028708133972
3593,2020,11,2,14.018864292589027,1.986717998075072,53.3339749759384
3594,2020,11,3,8.832057416267942,4.5744497607655505,38.262775119617224
3595,2020,11,4,8.68287081339713,2.588516746411483,35.483253588516746
3596,2020,11,5,11.543444976076554,1.2860287081339714,46.37033492822967
3597,2020,11,6,14.037607655502391,1.1771014492753622,58.38277511961722
3598,2020,11,7,16.96622009569378,2.590673076923077,58.92631578947368
3599,2020,11,8,12.907942583732057,3.6275598086124403,38.413397129186606
3600,2020,11,9,9.139904306220096,2.7949282296650715,33.04306220095694
3601,2020,11,10,10.709186602870814,2.2336842105263157,42.50430622009569
3602,2020,11,11,11.647751196172248,1.3848803827751197,47.62966507177033
3603,2020,11,12,13.18755980861244,1.3559808612440192,50.83157894736842
3604,2020,11,13,13.82,1.628916827852998,56.21435406698565
3605,2020,11,14,13.899234449760765,1.5292069632495164,62.94736842105263
3606,2020,11,15,14.338888888888889,1.5537717601547387,63.05645933014354
3607,2020,11,16,14.501921229586936,1.5382896015549077,62.1431316042267
3608,2020,11,17,16.745071770334928,1.5945841392649902,71.19617224880383
3609,2020,11,18,18.561671469740634,2.3147969052224373,82.32631578947368
3610,2020,11,19,18.255417066155324,4.20610465116279,86.54937679769894
3611,2020,11,20,8.13511961722488,3.7648596321394,67.42047846889952
3612,2020,11,21,9.312057416267942,1.8739845261121857,65.53014354066985
3613,2020,11,22,9.182296650717703,2.4838491295938105,80.14832535885168
3614,2020,11,23,6.35244019138756,2.732208293153327,53.4822966507177
3615,2020,11,24,7.386028708133971,1.64,46.31004784688995
3616,2020,11,25,8.462105263157895,2.1979904306220095,49.84114832535885
3617,2020,11,26,8.883638113570742,1.708011583011583,57.67661212704524
3618,2020,11,27,8.086084452975049,3.5652257444764652,57.158349328214975
3619,2020,11,28,4.139234449760766,3.493684210526316,43.80956937799043
3620,2020,11,29,4.177894736842105,2.6806698564593305,55.981818181818184
3621,2020,11,30,4.416698656429943,2.559309021113244,49.48560460652591
3622,2020,12,1,4.497694524495677,1.801248799231508,41.77137367915466
3623,2020,12,2,5.816172248803827,1.903732057416268,42.90143540669857
3624,2020,12,3,4.814736842105263,2.893875598086124,45.44497607655502
3625,2020,12,4,3.392057416267942,2.349282296650718,45.46602870813397
3626,2020,12,5,4.8331100478468905,1.9543540669856458,56.07320574162679
3627,2020,12,6,6.194354066985646,1.900956937799043,57.539712918660285
3628,2020,12,7,6.1059558117195,1.987608069164265,60.57252641690682
3629,2020,12,8,3.3531280076997114,2.25274302213667,48.721634615384616
3630,2020,12,9,3.9889952153110046,1.537799043062201,44.71961722488038
3631,2020,12,10,7.1,1.5215311004784688,54.97703349282297
3632,2020,12,11,7.555043227665706,1.4692603266090298,65.15081652257444
3633,2020,12,12,6.3875598086124405,2.895598086124402,40.82105263157895
3634,2020,12,13,3.739712918660287,2.5914832535885166,68.6
3635,2020,12,14,-3.0995215311004785,3.8276555023923446,40.61722488038278
3636,2020,12,15,-3.826416906820365,3.024423076923077,38.38136407300672
3637,2020,12,16,-3.2203471552555447,3.2887174541947926,43.44840887174542
3638,2020,12,17,-1.178755980861244,2.2740421455938695,46.96076555023924
3639,2020,12,18,2.2331417624521075,2.6121270452358036,58.62547892720306
3640,2020,12,19,-1.1155023923444976,3.2496637848222862,31.90717703349282
3641,2020,12,20,0.3383732057416268,2.1480382775119615,45.31291866028708
3642,2020,12,21,2.0130143540669856,1.9089952153110048,54.756937799043065
3643,2020,12,22,3.758755980861244,1.8166507177033493,62.09952153110048
3644,2020,12,23,5.088325358851675,1.6636015325670497,66.53684210526316
3645,2020,12,24,6.5614643545279385,3.5447846889952155,49.92664092664093
3646,2020,12,25,2.5594258373205743,3.070909090909091,46.65675934803451
3647,2020,12,26,4.374351585014409,1.6268972142170988,57.54082612872238
3648,2020,12,27,5.480382775119617,1.2664114832535887,71.10526315789474
3649,2020,12,28,7.358086124401914,1.269090909090909,70.9377990430622
3650,2020,12,29,4.895980861244019,2.284688995215311,75.92535885167464
3651,2020,12,30,-6.032727272727272,5.000958772770853,53.945454545454545
3652,2020,12,31,-4.482392344497608,2.897799043062201,54.26507177033493
