,year,month,기온(°C),풍속(m/s),습도(%)
99,2019,4,14.541159762558244,2.582683526519143,53.02407484274721
100,2019,5,21.84881809473782,2.7145312355104942,46.2484164993048
101,2019,6,23.546831163907495,2.1449202776809204,64.66047305843664
102,2019,7,26.299877627191236,2.3021283773422883,73.43746515119021
103,2019,8,28.085974988420567,2.1322534819801735,70.46844298990398
104,2019,9,23.60406592353636,2.0785506505130584,73.55654314672124
105,2019,10,18.170299079280728,2.1784239685536537,64.8170991988617
106,2019,11,11.16041353743888,2.1028895801930663,59.46749904079805
107,2019,12,4.8429097321041885,2.1298315286525398,59.02793503480279
108,2020,1,4.49267900738589,2.2515769599801914,61.91733621755253
109,2020,2,5.623289164986948,2.459527194577616,58.660266323024054
110,2020,3,10.449181492463554,2.877046142442399,51.07922920140819
111,2020,4,13.779534794677899,3.2836466345386652,45.11364666092339
112,2020,5,20.04192243562033,2.56169890143896,63.203556653288054
113,2020,6,24.944660411081323,2.2404819661666138,66.3498452012384
114,2020,7,23.967985411386536,1.9420281341783894,80.21880098887515
115,2020,8,28.16579876160991,2.2717085879105543,78.55617484311726
116,2020,9,22.34952620999904,2.260153072661479,71.38766177739431
117,2020,10,16.809225354286948,2.1177177269919705,57.363501914289245
118,2020,11,11.116934325213116,2.3423317407894317,56.60240694630658
119,2020,12,2.8867060241708655,2.3815123972052183,52.96259659969088
120,2021,1,1.2131814533555598,2.477283820939788,56.65203432734457
121,2021,2,5.903084498854427,2.822121533358411,50.79673072977224
122,2021,3,11.301423234849187,2.514388489208633,58.186531217192616
123,2021,4,16.044055944055945,2.8155929932037904,48.60434546788757
124,2021,5,19.215812586980054,2.6086921554070774,61.92277239971546
125,2021,6,24.052300063979526,2.1038448039309534,68.02393795282627
126,2021,7,28.22735531316627,2.0832467853610286,71.66570907855312
127,2021,8,26.771986155320004,1.9914996288047513,75.42952648822401
128,2021,9,23.487116016459854,2.156794748639129,72.79868740419009
129,2021,10,18.04779627513358,1.928343220862687,65.18211779254908
130,2021,11,11.097290829025464,2.247690682712928,60.874577190631186
131,2021,12,4.232996788934173,2.479222905148717,56.44762110593103
