,year,month,day,현재수요(MW),공급능력(MW),공급예비율(퍼센트)
3165,2021,1,30,66032.64930555555,97305.98784722223,47.44366145833333
3166,2021,1,31,59592.52048611111,96522.17013888888,62.21715104166666
3167,2021,2,1,69196.64201388888,96911.60277777778,41.767648611111106
3168,2021,2,2,73208.315625,99823.1138888889,37.11274826388889
3169,2021,2,3,73784.03020833334,98827.79826388888,34.48964965277778
3170,2021,2,4,73102.73333333334,98897.67604166665,35.86006076388889
3171,2021,2,5,72647.03506944445,98014.09166666666,35.46179409722222
3172,2021,2,6,63675.80625,95725.21631944443,50.39753402777777
3173,2021,2,7,58652.01840277778,96497.53993055556,64.90659722222222
3174,2021,2,8,69829.01354166666,95421.18784722222,37.83954375
3175,2021,2,9,71193.82029671718,95611.18036616161,34.68984308712121
3176,2021,2,10,67414.70208333334,95558.9142361111,42.115177083333336
3177,2021,2,11,54930.18402777778,92464.30659722222,68.7039170138889
3178,2021,2,12,49446.46909722222,88076.87013888889,79.26785451388889
3179,2021,2,13,50453.45416666666,86639.74444444444,72.443596875
3180,2021,2,14,53267.42569444444,88524.84548611111,66.52782465277778
3181,2021,2,15,65953.09375,93587.52187499999,43.75732986111111
3182,2021,2,16,72640.19687500001,95526.01701388891,32.39698819444445
3183,2021,2,17,76597.98333333334,95996.98020833333,26.177880208333335
3184,2021,2,18,76133.65069444444,95798.15972222223,26.34704236111111
3185,2021,2,19,71362.97499999999,95148.45486111111,33.64097430555555
3186,2021,2,20,60510.50173611112,91639.27465277778,51.61213541666667
3187,2021,2,21,55438.9625,90340.47534722222,63.50729409722222
3188,2021,2,22,64098.513194444444,94645.8392361111,48.641574652777784
3189,2021,2,23,68316.81944444445,96013.95104166667,41.133407291666664
3190,2021,2,24,68991.66875,94662.08229166667,37.735865625
3191,2021,2,25,70660.66597222222,93164.28402777777,32.762738194444445
3192,2021,2,26,66633.56874999999,93707.44340277778,40.881453472222226
3193,2021,2,27,58685.77847222222,88786.77604166667,51.45698402777777
3194,2021,2,28,55714.76979166667,87717.29027777778,57.694224999999996
3195,2021,3,1,60305.35902777778,90050.27500000001,50.08339097222222
3196,2021,3,2,68209.49930555555,92611.53854166665,36.900846180555554
3197,2021,3,3,68277.83368055556,91117.7388888889,33.87951770833333
3198,2021,3,4,69464.99618055555,91458.56874999999,32.35128854166667
3199,2021,3,5,65433.776041666664,91096.56041666667,39.54487395833333
3200,2021,3,6,59831.850694444445,85871.00590277778,43.591609375
3201,2021,3,7,55691.25514520202,85899.92578914142,54.57244138257576
3202,2021,3,8,64163.1265625,89277.51840277777,40.11876510416666
3203,2021,3,9,65598.20138888889,89397.01979166667,36.80843854166667
3204,2021,3,10,64555.28125,88965.61875000001,38.15429131944445
3205,2021,3,11,64502.856944444444,89652.15138888889,39.402713194444445
3206,2021,3,12,66489.11284722222,89381.25694444444,35.29664826388889
3207,2021,3,13,57221.603125,85442.44166666667,49.58280277777778
3208,2021,3,14,53685.88787878788,84062.69255050505,57.09771032196969
3209,2021,3,15,61900.34501262626,88195.86849747474,43.405056944444446
3210,2021,3,16,62687.84097222222,89527.425,43.32031423611111
3211,2021,3,17,63024.19861111111,88497.56493055554,40.732991319444444
3212,2021,3,18,62946.60520833333,88272.53541666667,40.59432986111111
3213,2021,3,19,61957.864583333336,87813.71805555555,42.08526388888889
3214,2021,3,20,58708.75555555555,84439.70069444444,43.93372673611111
3215,2021,3,21,53727.9,85131.86875000001,58.923966666666665
3216,2021,3,22,61839.33611111111,86707.47534722222,41.15124756944444
3217,2021,3,23,63036.04236111111,86605.47083333334,37.735106944444446
3218,2021,3,24,63105.71215277777,86416.09583333334,37.25693472222222
3219,2021,3,25,61664.913194444445,86424.21111111112,40.54896979166667
3220,2021,3,26,61332.48333333334,85760.96388888889,40.103140277777776
3221,2021,3,27,57540.97152777778,79825.83125,38.79216215277778
3222,2021,3,28,53366.79479166667,80227.0423611111,50.56904895833333
3223,2021,3,29,59913.69236111111,83978.64965277778,41.02487708333333
3224,2021,3,30,60886.96805555556,85624.80590277778,40.99871145833333
3225,2021,3,31,60571.865972222215,86711.25590277778,43.49510069444444
3226,2021,4,1,61190.921875,85409.02083333333,39.906684722222224
3227,2021,4,2,60350.76215277778,85592.11423611111,42.144571875000004
3228,2021,4,3,57021.61666666667,82135.62777777777,44.209200347222215
3229,2021,4,4,53490.89791666667,79108.35902777778,48.129185069444446
3230,2021,4,5,58476.00486111111,79528.3548611111,36.91289236111111
3231,2021,4,6,60972.65902777778,78674.93576388889,29.4268125
3232,2021,4,7,60380.99618055555,77751.840625,29.075246875
3233,2021,4,8,60420.294444444444,78841.76840277777,30.875509374999996
3234,2021,4,9,60691.46597222222,78601.62395833334,29.772981944444442
