,year,month,지점명,기온(°C),풍속(m/s),습도(%)
0,2011,1,강릉,-2.8341397849462364,3.68252688172043,37.88575268817204
1,2011,1,강진군,-2.7434139784946234,3.306182795698925,64.16841397849463
2,2011,1,강화,-8.252284946236559,1.7653225806451613,59.04838709677419
3,2011,1,거제,-0.6116935483870968,2.395698924731183,42.23118279569893
4,2011,1,거창,-5.304032258064516,1.9766129032258064,53.95161290322581
5,2011,1,경주시,-3.4548387096774196,3.772715053763441,40.85228494623656
6,2011,1,고산,2.4446236559139782,12.178360215053765,60.22715053763441
7,2011,1,고창,-4.068279569892473,2.9153225806451615,72.12983870967741
8,2011,1,고창군,-4.274731182795699,1.7033602150537634,71.23024193548387
9,2011,1,고흥,-1.714784946236559,3.0625,53.638440860215056
10,2011,1,광주,-3.4120967741935484,2.0961021505376345,62.22674731182795
11,2011,1,구미,-4.13252688172043,2.8219086021505375,43.27284946236559
12,2011,1,군산,-4.5572580645161285,1.9583333333333333,71.4758064516129
13,2011,1,금산,-7.300806451612903,1.1600806451612904,63.93817204301075
14,2011,1,김해시,-1.355510752688172,3.115725806451613,37.41129032258065
15,2011,1,남원,-6.267338709677419,1.548521505376344,66.91935483870968
16,2011,1,남해,-1.5102150537634407,1.6987903225806453,44.2755376344086
17,2011,1,대관령,-11.221505376344085,4.4750000000000005,61.336021505376344
18,2011,1,대구,-2.5065860215053766,2.8591397849462363,39.50672043010753
19,2011,1,대전,-5.720833333333333,1.6036290322580644,59.61827956989247
20,2011,1,동두천,-8.806048387096775,1.2026881720430107,56.678763440860216
21,2011,1,동해,-2.345698924731183,3.163575268817204,37.23615591397849
22,2011,1,목포,-2.3596774193548384,3.6936827956989244,78.01612903225806
23,2011,1,문경,-5.703494623655914,2.99005376344086,44.458333333333336
24,2011,1,밀양,-3.1946236559139787,1.8028225806451612,42.276881720430104
25,2011,1,백령도,-4.3802419354838715,4.458870967741936,61.40120967741935
26,2011,1,보령,-4.53687074829932,1.8048979591836734,63.24625850340136
27,2011,1,보성군,-1.8865591397849462,5.019354838709678,52.62231182795699
28,2011,1,보은,-8.138440860215054,1.6563172043010752,64.23387096774194
29,2011,1,봉화,-8.129166666666666,1.936290322580645,54.40725806451613
30,2011,1,부산,-0.7540322580645161,3.589247311827957,34.918010752688176
31,2011,1,부안,-5.135483870967742,1.2559139784946236,71.0013440860215
32,2011,1,부여,-5.830241935483871,1.2919354838709678,62.560483870967744
33,2011,1,북강릉,-3.732930107526882,2.6836021505376344,41.233870967741936
34,2011,1,북창원,-1.9111559139784948,2.219220430107527,35.689516129032256
35,2011,1,산청,-2.631989247311828,3.545698924731183,43.06586021505376
36,2011,1,상주,-5.103763440860215,3.079032258064516,45.22043010752688
37,2011,1,서귀포,3.9891129032258066,2.2766129032258062,61.38709677419355
38,2011,1,서산,-5.202419354838709,2.6354838709677417,66.19852150537633
39,2011,1,서울,-7.211827956989247,2.802016129032258,53.74731182795699
40,2011,1,성산,2.3681451612903226,3.5408602150537636,68.3225806451613
41,2011,1,속초,-2.7568548387096774,2.7155913978494626,33.29838709677419
42,2011,1,수원,-7.249327956989247,1.5353494623655914,65.03091397849462
43,2011,1,순창군,-5.984543010752688,1.977284946236559,66.05510752688173
44,2011,1,안동,-5.531989247311828,2.446774193548387,50.016129032258064
45,2011,1,양산시,-0.5326612903225807,2.511559139784946,34.030913978494624
46,2011,1,양평,-8.428225806451614,1.4278225806451612,64.84543010752688
47,2011,1,여수,-1.4995967741935485,5.917741935483871,42.071236559139784
48,2011,1,영광군,-4.36505376344086,2.4516129032258065,70.03561827956989
49,2011,1,영덕,-2.60241935483871,4.510618279569893,35.84610215053763
50,2011,1,영월,-7.955107526881721,1.4201612903225804,56.9991935483871
51,2011,1,영주,-6.178629032258064,4.847043010752688,49.189516129032256
52,2011,1,영천,-3.7934139784946237,3.262768817204301,42.88575268817204
53,2011,1,완도,-1.389247311827957,3.8856182795698926,59.02594086021506
54,2011,1,울릉도,-1.359274193548387,3.7923387096774195,68.17594086021505
55,2011,1,울산,-1.9130376344086022,2.9263440860215053,42.06586021505376
56,2011,1,울진,-2.2963709677419355,3.3631720430107523,40.81317204301075
57,2011,1,원주,-7.763709677419355,1.2086021505376345,54.99596774193548
58,2011,1,의령군,-3.592204301075269,1.6653225806451613,51.39650537634409
59,2011,1,의성,-6.977016129032258,1.5543010752688173,55.03360215053763
60,2011,1,이천,-8.541935483870967,1.3280913978494624,62.439516129032256
61,2011,1,인제,-10.380913978494624,1.6435483870967742,59.83776881720431
62,2011,1,인천,-5.613037634408602,3.7001344086021506,55.401881720430104
63,2011,1,임실,-8.245698924731183,1.4733870967741935,66.61424731182795
64,2011,1,장수,-8.806854838709677,2.0083333333333333,68.63951612903226
65,2011,1,장흥,-2.4028225806451613,3.776478494623656,59.68185483870968
66,2011,1,전주,-4.8607526881720435,1.8237903225806453,62.99475806451613
67,2011,1,정선군,-8.701747311827958,2.0448924731182796,59.50268817204301
68,2011,1,정읍,-4.905241935483871,1.1641129032258064,66.56182795698925
69,2011,1,제주,2.349731182795699,5.013172043010753,62.729838709677416
70,2011,1,제천,-10.124327956989248,1.5830645161290322,63.361559139784944
71,2011,1,주암,-3.7594086021505375,2.1721774193548384,63.60349462365591
72,2011,1,진도(첨찰산),-4.931586021505376,5.197177419354839,82.71370967741936
73,2011,1,진주,-3.228494623655914,1.0638440860215055,47.130376344086024
74,2011,1,창원,-1.126747311827957,2.5670698924731186,39.461021505376344
75,2011,1,천안,-6.932930107526882,2.261559139784946,64.68548387096774
76,2011,1,철원,-11.461290322580647,1.271774193548387,65.22083333333333
77,2011,1,청송군,-6.396236559139785,2.211693548387097,52.90725806451613
78,2011,1,청주,-5.930510752688172,1.2083333333333333,61.44220430107527
79,2011,1,추풍령,-5.82513440860215,4.696102150537635,58.75510752688172
80,2011,1,춘천,-9.496236559139785,0.7372311827956989,65.08185483870967
81,2011,1,충주,-7.981854838709677,1.57531914893617,60.134408602150536
82,2011,1,태백,-8.527016129032258,1.8201612903225808,48.223118279569896
83,2011,1,통영,-0.6470430107526881,2.865456989247312,44.69086021505376
84,2011,1,파주,-10.623387096774193,1.1295698924731183,64.80645161290323
85,2011,1,포항,-1.5793010752688172,2.7908602150537636,43.840053763440864
86,2011,1,함양군,-3.8176075268817207,2.8271505376344086,45.43413978494624
87,2011,1,합천,-3.877956989247312,1.3913978494623656,53.08736559139785
88,2011,1,해남,-2.67755376344086,2.077284946236559,68.25268817204301
89,2011,1,홍천,-9.57513440860215,1.0994623655913978,60.87405913978495
90,2011,1,흑산도,0.4274193548387097,7.557258064516129,63.70295698924731
91,2011,2,강릉,2.5043154761904765,2.1940476190476192,61.498511904761905
92,2011,2,강진군,2.6821428571428574,2.612202380952381,67.84672619047619
93,2011,2,강화,-0.7839285714285713,1.7108597285067872,65.36309523809524
94,2011,2,거제,4.808779761904762,1.5892857142857142,64.48809523809524
95,2011,2,거창,0.7706845238095238,1.2151785714285714,62.59077380952381
96,2011,2,경주시,1.8049107142857144,2.3566964285714285,70.69494047619048
97,2011,2,고산,7.141220238095237,7.414880952380953,63.57440476190476
98,2011,2,고창,1.9035714285714287,2.252529761904762,75.6264880952381
99,2011,2,고창군,2.1194940476190474,1.4441964285714286,70.63839285714286
100,2011,2,고흥,3.6653273809523808,1.7264880952380952,62.04017857142857
101,2011,2,광주,3.1308035714285714,1.5690476190476192,64.77380952380952
102,2011,2,구미,2.0019345238095236,1.4808035714285714,52.23363095238095
103,2011,2,군산,1.2730654761904763,1.5732142857142857,77.52529761904762
104,2011,2,금산,-0.11071428571428572,0.8800595238095238,67.07142857142857
105,2011,2,김해시,5.665327380952381,2.0510416666666664,57.214285714285715
106,2011,2,남원,0.7046130952380952,1.0336309523809524,68.63541666666667
107,2011,2,남해,4.161458333333333,1.2580357142857141,60.08184523809524
108,2011,2,대관령,-3.5333333333333337,2.895238095238095,70.25
109,2011,2,대구,4.173809523809524,1.884375,52.308035714285715
110,2011,2,대전,1.7004464285714287,1.4273809523809524,60.339285714285715
111,2011,2,동두천,-0.10193452380952381,0.9372023809523808,55.169642857142854
112,2011,2,동해,2.5267857142857144,2.444345238095238,64.01636904761905
