날짜,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시
2013-01-01,60178,57862,56165,55135,54450,54401,54147,52467,50469,49572,50034,50026,49515,49365,49213,49357,50362,53115,55205,55437,55348,55790,58195,59330
2013-01-02,57067,55148,53983,53571,54027,55388,57753,60781,66494,70869,72867,73115,69165,71429,72228,71945,72641,73387,72294,69989,67893,66504,67435,69275
2013-01-03,66263,64233,63194,62461,62649,63396,65098,67745,72982,75999,76522,76019,72203,74725,75576,75168,75791,75922,75469,73118,70769,68726,69593,71346
2013-01-04,68403,66143,65051,64245,64152,64678,66494,68851,73835,76175,76375,75862,72288,74360,74977,74275,74909,75344,74504,71957,69715,68155,68948,70834
2013-01-05,68053,65801,64439,63437,63135,63250,63658,63441,65640,66806,68030,67878,64439,64986,64767,63613,63095,63230,64253,63353,62455,62314,64350,66687
2013-01-06,64147,62054,60827,59823,59442,59340,59028,57577,56203,55723,56592,56479,55607,55803,55452,55256,56044,58365,60500,60355,60217,60269,62333,63259
2013-01-07,60754,58974,57845,57387,57749,58794,60869,64665,71544,75383,74984,74066,70335,72507,73064,72466,73274,73844,73287,71062,68628,66861,67697,69219
2013-01-08,66127,63913,62369,61928,62052,62756,64570,67199,72838,75220,74003,72755,69201,71327,71805,71143,72190,73167,73233,71045,68812,66925,67650,69426
2013-01-09,66329,64004,62638,61853,62157,63005,65030,67493,73051,75609,74476,73545,70249,72821,73511,72980,73797,74423,73761,71789,69623,67932,68560,70362
2013-01-10,67341,65379,64011,63217,63363,64061,65889,68372,73740,75570,72291,73507,70314,72845,73466,72934,73763,74559,74289,71914,69902,68233,68862,70630
2013-01-11,67648,65422,63995,63128,63073,63801,65398,67727,73175,75583,74080,72729,68948,71113,71544,70927,71592,72151,71495,69387,67411,65757,66646,68334
2013-01-12,65458,63146,61559,60588,60499,60859,60945,60808,62856,63973,64648,64124,60824,61247,60871,59879,59451,59796,60821,60564,60178,60199,62156,64228
2013-01-13,61334,59241,57779,56871,56900,57131,56953,55474,54614,54526,55465,55256,54435,54665,54469,54287,54578,56329,58047,57883,57768,57959,60132,61062
2013-01-14,58289,56062,54889,54702,55119,56717,59167,62472,69574,72869,72152,71605,68097,70112,70598,69828,70440,70941,71056,69159,66942,65601,66340,67777
2013-01-15,64516,62039,60740,60210,60258,61381,63330,65704,71130,73364,72147,70911,67241,69577,70145,69430,69964,70414,70751,68908,66884,65515,66238,67799
2013-01-16,64138,61948,60544,59915,60031,60882,62368,64879,70473,72808,72067,71293,68014,70400,71074,70632,71106,70706,70157,68220,66520,65393,66226,67915
2013-01-17,64711,62291,60864,60323,60579,61438,63190,65617,71198,73613,72618,71830,68729,71147,71479,71049,71741,71858,72044,70139,68183,66538,67091,68960
2013-01-18,65794,63583,62346,61515,61670,62606,64434,67122,72196,74135,72628,71458,68125,70137,70675,69776,69995,70124,70438,68494,66747,65451,66292,67943
2013-01-19,64737,62179,60660,59839,59753,60086,60516,60296,62523,63645,64059,63557,60160,60600,60555,59592,59134,59317,60600,60303,59927,59766,61498,63577
2013-01-20,61013,58667,57176,56417,56453,56607,56627,55083,54174,53973,54536,54288,53268,53394,52954,52846,53408,55071,57210,57225,56824,56976,59229,59687
2013-01-21,56651,54332,52896,52803,53649,55061,57127,60274,67339,71310,71095,70936,68352,70919,71696,70846,70994,70020,68802,66526,64530,63289,64297,65787
2013-01-22,62295,59660,58185,57677,58137,59149,61026,62924,68032,70439,69498,68662,65782,68464,69233,68718,68937,68643,68272,66448,64646,63330,64063,65302
2013-01-23,61666,58890,57492,57136,57687,58859,60511,62473,67834,70555,69719,69353,66766,69194,69724,69190,69213,68145,67546,65871,64630,63471,64272,65974
2013-01-24,62476,59714,58447,57786,58256,59471,61128,63128,68208,70895,69712,69122,66415,68970,69661,69190,69485,69435,69892,68383,66679,65403,66238,67850
2013-01-25,64698,62384,61124,60679,61024,61959,63857,66253,71209,73340,72396,71715,68766,71084,71713,70957,71294,71277,71396,69400,67584,66284,67204,68860
2013-01-26,66011,63838,62360,61313,61178,61528,61891,61908,63643,64525,65510,65043,62003,62541,62361,61442,60973,60899,62594,62185,61762,61642,63147,65372
2013-01-27,63092,60857,59393,58427,58187,58306,58216,56751,55621,54896,55577,55558,54976,55358,55075,54854,55307,56953,59440,59339,59118,59360,61658,62636
2013-01-28,59895,57998,56913,56375,56827,57931,59877,63553,70515,73589,72789,72126,68656,71153,71866,71606,71570,70764,70400,68354,66495,64968,65732,67440
2013-01-29,63874,61585,60171,59535,59856,60728,62172,64592,70383,72309,70867,70141,66893,69136,69619,68962,69043,68623,68873,67127,65110,63673,64524,65939
2013-01-30,62384,59882,58776,58170,58464,59530,61322,63540,68704,70366,68724,67553,64136,66054,66622,65936,65937,65481,66190,65035,63623,62739,63311,64452
2013-01-31,60975,58397,57159,56717,57390,58798,60641,62817,67645,69136,67346,66016,62313,64262,64836,64125,64360,64248,65106,63923,62312,61171,61921,62835
2013-02-01,59104,56433,55298,54960,55788,57212,59024,60925,65469,67350,66522,66207,63710,66233,66919,66218,66144,65110,64662,63181,61830,60946,61894,63077
2013-02-02,59612,56954,55782,55413,55979,57241,58151,58047,59768,60372,60844,60277,57320,58133,58101,57224,57089,56969,59011,59188,59039,59008,60738,62234
2013-02-03,59232,56611,55246,54673,55109,55720,55895,54732,53808,53863,54739,54768,54132,54696,54779,54786,55217,56137,57899,57988,57713,57798,59670,60333
2013-02-04,57403,55090,53769,53340,53982,55425,57941,61133,67092,70352,69451,68559,65812,68164,68648,67761,67761,67671,68884,67634,65813,64377,65147,66584
2013-02-05,62832,60288,59107,58613,59226,60344,62277,64882,70210,72515,71466,70859,67696,70482,71305,70811,70902,70151,69812,67992,66046,64497,65322,66412
2013-02-06,63066,60395,59108,58430,58999,59933,61675,63995,68753,70985,69798,68785,65725,68619,69255,68679,68979,68359,68671,67395,66098,64997,65902,67174
2013-02-07,63895,61361,59979,59596,60351,61734,64019,66957,72358,73964,72609,72018,69073,71980,73000,72688,73323,72759,73024,71677,69992,68334,69206,70621
2013-02-08,67524,65452,64152,63364,63467,64075,65677,67955,72655,74196,72424,71349,68023,69011,68302,65708,63678,62315,63277,62756,62016,61353,62895,65014
2013-02-09,62468,60396,58655,57284,56388,55786,55129,53310,50846,48917,49094,49248,48856,48537,48120,47773,47787,48960,51394,51646,51289,51839,54775,56434
2013-02-10,54678,53066,51603,50588,50117,50123,50141,49069,45866,42349,41408,40703,40338,40416,40448,40593,41229,42855,45668,46656,46950,48412,51985,54279
2013-02-11,52928,51466,50238,49805,49629,49762,49464,48171,46545,45009,45423,45703,45522,45379,45190,45263,45906,47771,50923,51953,52105,52681,55049,56338
2013-02-12,53849,51679,50364,49690,49902,50727,52271,54456,59097,61775,62406,62525,61197,62301,62525,62132,62061,61849,62365,61522,60398,59308,60338,61807
2013-02-13,58948,56643,55329,54644,55037,56338,58474,61884,68059,70551,70019,69055,65734,67733,68287,67509,67711,67261,68011,66949,65373,64073,64699,65752
2013-02-14,62188,59847,58454,57922,58230,59547,61528,64181,69522,71414,69776,68875,65380,67701,68145,67601,67762,67551,68329,67016,65145,63723,64342,65429
2013-02-15,61732,58974,57637,57208,57697,58962,60942,63266,68122,69697,68000,66893,63719,66249,67006,66565,66961,66690,67767,66908,65463,64238,65012,66317
2013-02-16,62973,60588,59089,58798,59124,59771,60561,60827,62734,63647,63952,63402,60009,60640,60364,59222,58379,57797,59900,60404,59910,59786,61368,62663
2013-02-17,59718,57154,55805,54964,55006,55415,55366,54159,53493,53502,54138,53985,53170,53558,53530,53468,53788,54601,56386,56645,56347,56601,58308,58727
2013-02-18,55851,53541,52118,52002,52577,54331,56550,59781,66805,70278,69593,68725,65813,68566,69143,68282,68339,67943,68221,66886,65161,63731,64290,65305
2013-02-19,61643,59178,57906,57570,58069,59414,61333,63312,68897,71243,69862,68741,65335,67732,68217,67757,67968,67586,68747,68423,66843,65369,65877,66930
2013-02-20,63334,61028,59792,59362,59971,60866,62779,65194,69868,71826,70658,69642,66218,68592,69036,68460,68522,67959,68539,68111,66590,65218,65741,67072
2013-02-21,63508,61043,59721,59166,59672,60793,62318,64378,69331,71294,69947,68909,65286,67567,68053,67201,67423,67114,68416,67903,66219,64654,65301,66563
2013-02-22,63062,60337,58947,58535,58956,60016,61762,63481,68210,70240,68800,67777,64389,66977,67550,67035,67208,66525,67025,66328,64863,63650,64628,66021
2013-02-23,62734,60266,58926,58317,58638,59359,60015,60099,61415,62279,62773,62338,58869,59860,59609,58572,58232,57379,59002,59665,59245,59254,60778,62462
2013-02-24,59503,56970,55578,54917,55187,55846,55921,54672,53183,52219,52562,52175,51070,51345,51249,51342,51642,52502,54871,55961,56035,56428,58195,58533
2013-02-25,55407,53228,52089,51948,52786,54507,56790,59993,66215,69228,69513,68537,63754,65793,66203,65336,65573,65092,65907,65519,64067,62763,63344,64216
2013-02-26,60354,57531,56221,55997,56598,57874,59740,61869,66882,69395,69758,69015,64335,66813,67373,66675,66706,65843,65984,65278,63546,62163,62692,63637
2013-02-27,59701,57137,55823,55572,56246,57482,59261,61107,65224,66919,66571,65588,60867,62808,63207,62574,62672,62067,63326,63653,62577,61597,62117,63134
2013-02-28,59304,56429,55196,55018,55910,57564,59432,61217,65058,66378,65673,64477,59789,61714,62063,61079,61103,60476,61503,61453,60253,59455,60116,61091
2013-03-01,57369,54988,53667,53330,53983,54836,55479,55220,56839,58230,59030,58986,56468,57567,57765,57346,57240,57071,59436,60504,60172,59919,61409,61639
2013-03-02,58380,55992,54613,54107,54540,55570,56280,56274,56940,57649,58431,58237,55738,56146,55823,55103,54726,54617,56671,57820,57495,57539,59157,60144
2013-03-03,56970,54552,53118,52621,53173,53833,53602,52292,50679,50143,50868,50867,50089,50140,49866,49667,49947,51091,54118,55719,55660,55908,57568,57520
2013-03-04,54284,52010,50849,50769,51763,53365,56159,60181,66223,69445,69653,68697,63656,65506,65832,65140,65390,65349,66555,66699,64880,63508,64137,63972
2013-03-05,59794,57251,56009,55902,56767,58297,60618,63179,67379,69252,68538,67136,61958,64018,64381,63763,63951,64015,65556,66367,64779,63387,63957,63846
2013-03-06,59437,56811,55435,55330,56021,57665,60002,62861,66938,68551,67946,66471,61390,63060,63404,62760,63034,62440,63623,64154,62820,61965,62211,61948
2013-03-07,57724,55039,53710,53510,54480,55875,57934,60170,64114,65745,66035,65461,61065,63911,64296,63139,63200,62754,64100,64416,63013,61793,62150,62108
2013-03-08,57643,54954,53448,53063,54190,56102,58358,60884,64601,66335,65801,64552,59898,61903,62166,61397,61384,60910,62039,62621,61371,60622,61265,60728
2013-03-09,56577,54000,52543,52017,52959,54194,55023,54894,56073,57032,57125,56437,53466,54673,54353,53495,52715,51839,53303,54688,54536,54685,55675,55429
2013-03-10,51796,49445,48230,47901,48586,49935,50663,49816,48810,48897,49501,49226,48368,48470,48381,48161,48222,49177,51720,53774,53859,54024,55328,55122
2013-03-11,51640,49258,48085,48065,49394,51516,54530,58402,63492,65966,66073,64934,60145,62018,62306,61584,61769,61669,63153,64160,62718,61484,61898,61362
2013-03-12,57017,54466,53154,53018,54074,55827,58435,60808,64406,66052,65438,63949,59564,62096,63228,63078,63599,63343,63858,63767,61903,60528,60814,60510
2013-03-13,56176,53474,52083,51890,52838,54446,56904,59535,63994,66319,66668,65843,61944,64065,64538,63916,63924,63503,64082,64463,63109,62022,62649,62358
2013-03-14,58123,55420,54025,53766,54501,56359,58707,61282,65039,66346,66238,65221,60873,63098,63748,63046,63276,63010,64289,65087,63449,62338,62650,62304
2013-03-15,58112,55566,54131,54018,54907,56769,59120,61487,65076,66752,66386,65159,60444,62583,62883,62339,62568,62140,63033,64053,62759,61533,62007,61632
2013-03-16,57536,54906,53388,53035,53617,54781,55616,55627,57017,58173,58869,58127,54778,55722,55437,54496,53741,52601,54078,55891,56010,56001,57212,57240
2013-03-17,53803,51308,49908,49544,50220,51428,51417,50217,48952,48804,49282,48820,48076,48341,48226,48101,48717,49639,51553,53132,53294,53344,54585,54006
2013-03-18,50370,47902,46600,46581,47670,49981,52645,56288,61465,63943,64038,63160,59186,61265,61888,61255,61482,61359,62486,63196,61800,60465,60615,59840
2013-03-19,55428,52797,51429,51307,52340,54162,56600,59008,62567,64275,64084,62991,58901,61617,62270,61994,62372,61971,62598,63304,61612,60415,60435,59421
2013-03-20,55005,52363,51054,50777,51692,53506,56087,58853,62907,65293,65952,65466,61283,63388,64026,63294,63395,62854,63685,64962,63594,62579,63123,62984
2013-03-21,58960,56289,55021,54754,55555,57410,59840,62359,65656,67159,67139,66006,61098,63278,63586,62997,63092,62825,63947,65240,63849,62490,62684,62573
2013-03-22,58359,55657,54292,53953,54840,56495,58596,60956,64611,66712,66964,66247,61999,64342,64913,64068,64014,62982,63311,64080,62745,61573,61863,61664
2013-03-23,57779,55295,53714,53237,53980,54905,55574,55685,56975,58117,58514,57989,54564,55483,55204,54254,53467,52689,54095,55857,55614,55787,56942,56993
2013-03-24,53290,50930,49521,49123,49953,50834,50848,49750,48315,48393,48898,48760,47823,47976,47794,47605,47875,48683,50682,52975,53142,53209,54589,54371
2013-03-25,50929,48405,47297,47395,48760,50914,53696,57143,62563,65493,65718,64968,60687,63288,63778,63094,63186,62980,64116,65292,63817,62179,62300,61919
2013-03-26,57702,55205,53847,53539,54732,56288,58547,60976,64507,66106,65788,64582,60040,62295,62744,62149,62306,61907,62916,64216,62864,61462,61751,61120
2013-03-27,56749,54300,52952,52880,53759,55503,57562,59709,63107,64627,64075,62748,58242,60549,61189,60543,60573,59885,60492,62055,61230,60394,60573,59902
2013-03-28,55721,53058,51935,51741,52833,54440,56571,58729,62089,63891,63663,62554,58124,60584,61535,61399,61904,62047,62628,63162,61566,60275,60411,59887
2013-03-29,55599,53142,52055,51924,52998,54698,56851,58828,62082,63768,63610,62597,58351,60728,61373,60779,60854,60273,60874,62321,61332,60195,60610,60139
2013-03-30,55984,53189,51663,51422,52192,53401,54180,54136,55346,56296,56973,56581,53587,54810,55121,55048,55049,54387,55251,56398,55489,55177,56309,56264
2013-03-31,52735,50083,48778,48466,49033,50045,50121,49050,47890,47839,48349,47850,47032,47333,47166,46832,47135,47646,49530,52398,52627,53073,54007,53355
2013-04-01,49650,47417,46312,46325,47569,49792,52564,55993,60649,63309,63611,62705,58627,61014,61513,60948,60879,60451,61026,62375,61071,59928,60030,59326
2013-04-02,54905,52354,51053,50796,51730,53449,55785,58285,62498,64872,64805,64187,60547,63325,64357,64047,64342,63670,63600,64054,62482,61122,61443,60815
2013-04-03,56485,53890,52506,52313,53152,54896,56890,59036,62232,63906,63606,62459,58057,60300,60782,60197,60447,59706,60017,61739,60917,60228,60067,59376
2013-04-04,55096,52627,51338,51164,52182,53922,56086,58288,61551,62740,62320,61239,56977,59158,59899,59539,59763,58999,59706,61492,60680,59605,59662,58770
2013-04-05,54483,51948,50936,50496,51705,53474,55539,56883,59255,60534,60601,59932,56077,58343,59104,59010,59020,58279,58392,59492,58605,57800,57920,57050
2013-04-06,53073,50640,49283,48965,49669,51037,51932,52575,54646,56363,57238,57295,55215,56349,56526,55804,55213,54162,54454,55419,55308,55031,56224,56421
2013-04-07,53089,50386,48775,48287,48780,49894,50023,49102,48214,48405,49184,48886,48434,48278,47997,47682,47640,48131,49908,52676,53051,53299,54491,54012
2013-04-08,50431,47905,46824,46847,47946,49969,52964,55949,60481,63219,63306,62331,58114,60517,61324,60988,61225,60784,61198,62517,61340,60219,60432,59490
2013-04-09,55074,52571,51191,50949,51874,53621,56019,57893,61239,62911,63184,62578,58744,61374,62111,62150,62426,62046,62772,64098,62752,61341,61523,61001
2013-04-10,56612,54022,52827,52426,53522,55353,57456,59093,62295,63857,64054,63807,60019,62595,63183,62734,62762,61840,61952,63305,62631,61311,61681,61174
2013-04-11,57003,54400,52674,52548,53495,54921,57067,58930,62343,63981,64092,63818,59844,62318,63308,62725,62745,62075,62401,63868,62856,61559,61727,61194
2013-04-12,57074,54655,53205,53178,54045,55546,57496,59159,62167,63687,63704,62808,58877,61273,61957,61221,61207,60302,60392,62000,61315,60287,60758,60526
2013-04-13,56491,53797,52587,52179,52814,53876,54761,54039,54784,55909,56147,55545,52430,53329,53460,52679,51992,51123,51806,53808,54221,54192,55082,54859
2013-04-14,51377,48721,47321,46851,47407,48344,48542,47738,47186,47500,48202,47960,47399,47669,47369,47199,47357,47760,49089,51793,52395,52563,53790,53212
2013-04-15,49562,47050,45846,45926,47199,49348,52409,55356,60511,63167,63318,63066,59743,62321,62589,62033,62236,61370,61317,62496,61344,60028,60063,59485
2013-04-16,55162,52426,51226,51013,51611,53295,55343,57000,60191,61609,61632,60873,56842,59264,60085,59773,60051,59767,60210,61200,60301,58956,58789,57474
2013-04-17,53486,51031,49861,49484,50261,51753,54286,56580,60158,61944,62189,61756,57867,60414,60980,60385,60568,59703,59487,60514,59908,59098,58981,58002
2013-04-18,53608,51032,49864,49591,50429,52063,54434,56394,59824,61722,62057,60805,56700,58914,59823,59492,59683,59043,59364,60956,60302,59177,59305,58278
2013-04-19,53974,51227,50185,50106,51088,52762,55165,56668,59544,61162,61310,60388,56491,58933,59813,59463,59508,58889,59164,60731,60048,59071,58936,57823
2013-04-20,53652,51105,49800,49420,50025,51247,52510,53377,55741,57622,58619,58374,55504,56594,56465,55617,54957,53811,54006,55136,55182,54939,55992,56099
2013-04-21,52392,49775,48335,47916,48593,49450,49314,48154,47007,47169,47780,47245,46754,46824,46740,46469,46773,47386,48905,51252,52268,52564,53250,52435
2013-04-22,48884,46499,45453,45465,46716,48678,51612,53971,58249,60752,60892,60284,56329,58844,59537,59198,59477,58758,59211,60648,59994,58870,58712,57477
2013-04-23,53119,50676,49705,49410,50088,51650,54144,56724,60387,61710,62167,62115,58803,61073,62084,62043,62169,61968,61557,61247,60360,59835,59616,58664
2013-04-24,54176,51336,50285,49941,50831,52250,54615,56359,58897,59358,59313,58923,56006,58824,59543,59262,59405,58329,58096,59889,59797,58969,58894,57552
2013-04-25,53157,50839,49792,49611,50481,51979,54552,56668,59469,60627,61144,60892,57676,59819,60351,59957,60235,60591,60761,61275,60413,59477,59311,58481
2013-04-26,54400,51778,50541,50232,51069,52542,54790,56264,58908,60299,60659,60047,56284,58814,59679,59102,59096,58379,58132,59690,59528,58625,58648,57726
2013-04-27,53707,51179,49937,49407,50086,51274,52159,51538,52692,53795,54044,53734,51379,52918,53231,52609,51818,50861,51417,53123,53625,53573,54274,53673
2013-04-28,50075,47739,46403,45957,46623,47631,48021,46815,46003,46332,46881,46842,46221,46550,46551,46446,46600,47014,47978,50023,50871,50974,51398,50058
2013-04-29,46471,44436,43382,43193,44131,46101,49200,52833,57607,59681,60584,60478,56900,59040,59530,59198,59151,59063,58887,59932,59510,58302,58209,57162
2013-04-30,52780,50262,49110,48735,49706,51380,53656,55306,58107,59710,59688,58955,55285,57828,58391,58048,58126,57410,57228,58642,58557,57743,57511,56212
2013-05-01,52006,49836,48476,48180,48672,49465,50925,50851,51456,51791,52388,52330,50594,51636,51785,51668,51465,51263,51881,53836,54401,54052,54049,53191
2013-05-02,49388,47249,46280,46074,46828,48627,51083,53436,57003,59047,59377,59007,55360,58226,59220,59033,59197,58433,58206,59465,59175,58218,57794,56514
2013-05-03,52485,50128,49042,48827,49576,51047,53369,55194,57876,59362,59617,58966,55453,58150,59005,58573,58810,58220,58108,58930,58705,57705,57300,56369
2013-05-04,52263,49883,48640,48181,48776,49763,50808,50606,51799,52733,53102,52903,50476,51690,51827,51250,50580,49534,49766,51557,52423,52351,52782,52165
2013-05-05,48686,46496,45130,44813,45074,46092,46642,45816,45187,45318,45811,45796,45292,45473,45589,45480,45550,45841,46873,48965,50163,50423,50753,49245
2013-05-06,45647,43478,42513,42506,43386,45132,48086,50841,55311,57820,58651,58503,54870,57627,58697,58469,58446,57807,57652,58826,58827,57540,56877,55316
2013-05-07,50989,48828,48017,47520,48216,49397,52028,54119,57050,58534,58824,58890,55503,58359,59372,59304,59475,58771,58454,59374,59092,57800,56848,55456
2013-05-08,51204,49134,48052,47639,48142,49528,52158,54035,56992,58250,58599,58557,55299,58194,59488,59330,59354,57771,56886,57682,57935,57110,56135,54250
2013-05-09,50396,48347,47323,46938,47429,48679,51175,53639,56938,59152,59927,59670,56337,59221,60325,59938,60073,59583,59383,59872,59303,57640,56730,55049
2013-05-10,51044,49254,48296,47898,48467,49458,52288,55177,58343,60028,60692,60515,57127,59577,60426,60279,60236,59284,58674,59199,59120,57753,57197,55729
2013-05-11,51584,49236,48043,47468,47962,48595,49956,50406,52151,53430,53938,53760,51415,52891,53061,52528,51798,50377,50338,51778,52793,52434,52132,50946
2013-05-12,47497,45349,44216,43641,43759,44299,45162,44920,44993,45598,46663,46872,46346,47055,47088,47070,47049,47329,47977,49672,50776,50518,50153,48063
2013-05-13,44612,42804,41784,41357,42100,43563,46638,50338,55294,58834,59849,60057,56708,59477,60757,60245,60475,59914,59453,60055,59763,57927,56372,54208
2013-05-14,50094,48117,47225,46841,47040,48173,50603,52929,56801,59067,60121,59983,56505,59077,60556,60614,60873,60218,59825,60063,59689,57861,56469,54607
2013-05-15,50507,48635,47578,47075,47296,48399,51192,53866,57406,59247,59861,59787,56698,59740,61018,60567,60499,59566,58986,59466,59581,58002,56490,54587
2013-05-16,50376,48440,47235,46909,47280,48111,50827,53313,57132,59255,60111,59831,56607,59178,59900,59706,59279,59718,58953,59200,58993,57575,56088,54354
2013-05-17,50519,48599,47468,47095,47221,47652,48871,49393,51200,52907,53673,53697,51867,53470,54073,53653,53205,52328,52140,53434,54382,53677,53138,51183
2013-05-18,47802,46185,44835,44454,44618,45126,46467,47230,48999,50734,51902,51839,50375,51555,51719,51170,50875,50313,50504,51544,52401,51689,50915,49737
2013-05-19,46564,44636,43450,42845,42880,43360,44340,44624,44870,45745,46688,46919,46485,46768,46890,46945,47009,47290,48220,49595,50511,50151,49772,47976
2013-05-20,44641,42559,41670,41240,42078,43650,46926,50574,55818,58882,59795,59734,56303,58394,58939,58789,58903,58349,58353,59196,59288,57813,56347,54553
2013-05-21,50535,48304,47181,46882,47211,48275,50870,53360,56925,58892,59528,59421,56210,58836,59595,59311,59500,59166,58740,59227,59319,57720,56257,54303
2013-05-22,50048,48133,46947,46638,46951,47859,50532,53131,57076,59651,60381,60109,56921,59940,60558,60415,60523,59836,58902,59394,59531,58053,56469,54228
2013-05-23,50277,48330,47287,46928,47154,48006,50425,53405,57599,60223,61203,61240,58124,60861,61462,61322,61295,60976,60492,60786,60737,58748,56749,54662
2013-05-24,50492,48515,47483,46934,47026,47928,50664,53445,57597,60221,61522,61561,58530,61254,61928,61640,61549,61260,60237,60186,60085,58149,56269,54221
2013-05-25,50452,48345,47088,46635,46484,46982,48388,49588,52333,54891,56470,56826,54844,56753,57270,56387,55430,53823,53312,54143,55086,54005,52733,50879
2013-05-26,47354,45221,43932,43481,43295,43463,44277,44669,45646,47125,48252,48888,48715,49496,49556,49391,49340,49349,49932,51241,51923,51302,50153,48095
2013-05-27,44760,42967,41981,41838,42166,43161,46394,50887,56940,60709,62135,62012,58505,61698,62535,62491,62576,61673,60935,60418,59704,58188,56657,54873
2013-05-28,50901,48823,47798,47165,47427,48378,51028,54206,58683,61462,62624,62383,59065,61897,63029,62797,62889,62145,61330,60980,60035,58275,56557,54494
2013-05-29,50417,48426,47425,46902,47093,47952,50586,53815,58156,60951,61740,61582,58140,60904,62090,61790,61826,60480,59489,59300,59350,58230,56722,54805
2013-05-30,50651,48491,47456,46955,47222,48207,50771,53545,57637,59994,60886,60632,57246,60230,61737,61197,61201,59965,58762,59053,59320,57582,55761,54099
2013-05-31,50181,48107,47072,46597,46745,47652,50125,52812,57109,59756,60694,60602,57585,60666,61677,61480,61263,59918,58482,58747,58733,57163,55501,53754
2013-06-01,49852,47981,46751,46050,45948,46337,47826,48987,51696,53652,54980,55168,53093,54552,54865,54105,53240,51971,51534,52221,53473,52649,51584,49977
2013-06-02,46769,44911,43646,42939,42911,43117,43787,44039,44656,45948,47287,47689,47777,48546,48571,48658,48611,48712,49244,50283,51697,50919,49824,47805
2013-06-03,44470,42772,41718,41384,41837,43003,46344,50430,55751,59106,60755,61141,58116,61418,62596,62564,62352,61025,59823,60064,60040,58353,56176,54135
2013-06-04,50180,48194,47304,46911,46807,47666,50187,53378,57944,61103,62375,62321,59481,62498,63148,63081,63185,62387,61462,61606,61539,59460,57041,54950
2013-06-05,50734,48813,47951,47357,47546,48272,50871,54095,58783,62329,63168,63247,60358,62634,63384,63362,63279,61973,61673,61589,61491,59595,57420,55446
2013-06-06,51516,49470,48226,47690,47529,48034,49478,51138,54274,57193,58831,59571,57474,59808,60606,60077,59685,57987,57301,57901,58816,57700,55923,53710
2013-06-07,49723,47811,46743,46175,46292,47232,49663,53132,58427,61953,62740,62294,59951,62324,63441,63190,63036,61914,61766,61418,61424,59257,56935,54736
2013-06-08,50916,48779,47625,46777,46697,46931,48354,49799,52865,55667,57547,58352,56770,58198,58314,57565,56804,55075,54672,55374,56084,54940,53268,51358
2013-06-09,48043,45888,44643,43883,43637,43768,44792,45286,46353,47936,49397,50021,49984,50766,50887,50702,50773,50954,51211,52007,53036,52342,50868,48860
2013-06-10,45504,43474,42493,42067,42362,43545,46891,51473,57896,62343,64245,64911,61968,64657,66076,65981,66033,65003,63868,63462,63202,60948,58250,55935
2013-06-11,51918,49730,48399,47958,47865,48692,51377,54873,59826,63298,64712,64898,61425,64417,65850,65589,65658,64713,63765,63026,62224,60309,58006,55924
2013-06-12,51957,50041,48759,47958,48354,49081,51920,55217,60187,63201,64272,64243,60607,63614,64819,64502,64617,63166,61919,61877,61683,59995,57790,55773
2013-06-13,51624,49419,48246,47664,47581,48393,50995,54529,59724,63082,64557,64874,61740,65062,66272,65762,65662,64481,63496,63507,63084,60685,58047,55878
2013-06-14,51874,49950,48824,48298,48320,49051,51650,55175,60335,63939,65436,65562,62342,65509,66475,66138,66204,64857,63125,62546,62512,60386,57975,55747
2013-06-15,51754,49640,48433,47627,47489,47770,49360,51081,54577,57566,59250,59891,57818,59708,60427,59600,58599,56467,55891,56248,57274,56077,54293,52228
2013-06-16,48628,46552,45151,44308,44011,44059,44995,45617,46683,48457,50312,50908,50711,51747,51957,51546,51581,51518,51656,52534,53717,52792,51089,48712
2013-06-17,45381,43500,42435,42148,42488,43665,47125,51708,58271,62533,64383,65064,62106,65231,66566,66347,66510,65674,64347,63891,63115,60763,58249,55864
2013-06-18,51592,49583,48562,47818,47995,48635,51413,55204,60903,64684,66046,66160,62873,65756,66929,66641,66734,65599,64598,64087,63112,60945,58598,56241
2013-06-19,51960,49754,48770,48104,48075,48754,51850,55509,60598,64071,65724,66000,62831,65774,67012,66991,67156,65736,64089,63575,63617,61600,58770,55988
2013-06-20,51884,49740,48612,47908,47929,48547,51110,55021,60605,64657,66311,66721,63510,66417,67488,67336,67406,66536,65090,64667,64256,61864,58951,56241
2013-06-21,52108,50147,48828,48294,48164,48763,51388,55128,60652,64573,66336,67030,63950,66668,66786,65954,65729,65555,64129,63591,63240,61061,58522,56126
2013-06-22,52590,50360,48932,47993,47803,47898,49527,51086,54753,58124,60051,60744,58780,60452,60701,59575,58651,56695,56079,56778,57421,56173,54449,52515
2013-06-23,48962,46861,45557,44828,44537,44581,45572,45978,47223,48876,50243,50710,50468,51104,51137,50796,50799,50767,50922,51677,52918,51977,50718,48707
2013-06-24,45398,43635,42717,42408,42615,43832,47196,51635,58061,62380,64166,65065,62251,65632,67212,66867,67002,65589,63859,63325,62973,60823,58089,55800
2013-06-25,51839,49641,48446,47873,48072,48528,51144,54812,60581,64684,66340,67001,63699,66951,67878,67461,67142,65617,64234,63477,62878,60321,57907,55506
