날짜,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시
2014-01-23,65189,62733,61434,60925,61368,62587,64674,67282,72886,75362,75073,73638,68357,70274,70651,69975,70535,70788,71980,70225,68540,67088,67570,68809
2014-01-24,64810,62125,60638,60128,60460,61447,63234,65761,71050,73391,73371,72319,67369,69276,69753,68671,68845,68514,68552,66823,65203,64043,64667,65950
2014-01-25,62513,59540,57884,57120,57359,57973,58750,59025,61368,63111,64359,64203,61422,62530,62150,61107,60279,59776,60575,60153,59853,60030,61464,62795
2014-01-26,59889,57173,55712,55161,55574,56224,56740,56001,55287,54922,55464,55114,53908,54300,53974,53865,54400,55962,58750,58965,58729,58931,60536,61182
2014-01-27,58090,55852,54648,54506,55344,57148,59999,63985,70699,73444,73298,71979,66736,68546,68814,67865,68435,68597,69568,68102,66365,65107,65695,66666
2014-01-28,62601,59753,58382,57835,58420,59454,61476,63871,69303,71539,71289,69987,65184,67067,67424,66930,67243,67234,68195,66990,65735,64531,65338,66696
2014-01-29,62759,60199,58848,58368,59178,60362,62232,64404,68531,69659,68623,67000,62286,62514,61681,59421,58012,57502,58730,58119,57522,56956,58088,59285
2014-01-30,56440,53536,51649,50351,50097,50209,49753,48206,47027,46511,47378,47802,47447,47079,46773,46344,46174,46802,48657,48813,48612,49159,51390,52751
2014-01-31,50603,48588,47266,46754,47016,47585,48188,47411,44195,40636,39556,39146,38936,38837,38880,39016,39874,41732,44550,45390,45752,46983,49702,51068
2014-02-01,48835,46522,45382,44988,45223,45618,45387,44225,43209,42892,43737,44057,44023,44102,44106,44167,44850,46162,48069,48370,48194,48887,50912,51521
2014-02-02,49129,46516,44966,44450,45043,45911,46203,45394,45424,45861,46982,46998,46861,46914,46696,46768,47413,48948,51263,51417,51097,51635,53218,53374
2014-02-03,50830,47905,46702,46690,47882,49967,52888,57367,64206,68008,68620,68409,64664,66912,67258,66837,67093,67295,68179,67018,65463,64267,64971,65713
2014-02-04,62285,59953,58724,58493,59045,60519,62947,66581,72487,75297,75443,74553,69749,72250,72969,72360,72769,72908,73597,71852,69541,67701,68062,68687
2014-02-05,65056,62718,61292,60774,61213,62322,64603,67745,73824,77295,77244,75768,70550,72744,72988,72100,72389,71848,72175,70549,68629,67369,67456,68516
2014-02-06,64906,62506,60816,60125,60180,61475,63453,66710,73086,76274,76140,74705,69596,71380,71902,71118,71397,71056,71628,70094,68054,66397,66643,67648
2014-02-07,63969,61452,60031,59530,60000,60893,62995,66053,71675,74297,73864,72490,67709,70141,70858,70456,70728,70022,69806,68025,66356,64895,65277,66136
2014-02-08,62844,59951,58474,57824,58035,58828,59489,59519,62157,64027,65220,65031,61935,62945,62748,61861,61251,60505,61704,61449,60665,60714,62208,63328
2014-02-09,60074,57455,55719,55098,55547,56284,56506,55163,54536,54483,55394,55130,54226,54739,54613,54540,55026,56119,58370,58807,58189,58370,60139,60604
2014-02-10,57664,55248,53904,53560,54472,56062,58694,63060,70398,74199,74404,73382,68681,71322,72029,71465,71657,70869,71115,69414,67377,65966,66289,67519
2014-02-11,63888,61000,59542,59258,59586,60973,63298,66461,71856,73982,73288,72075,67173,69613,70059,69444,69728,69363,70504,69452,67438,66147,66299,67236
2014-02-12,63605,60737,59268,58928,59369,60624,62824,65748,71365,73302,72666,71387,66645,69086,69989,69311,69409,68694,69235,68190,66802,65743,66086,67131
2014-02-13,63330,60542,59035,58660,59258,60503,62590,65389,71080,73371,72777,71473,66824,69466,70170,69694,69921,69069,69663,68669,66880,65534,65947,66838
2014-02-14,63094,60181,58631,58365,58886,60380,62403,65139,70120,72398,71793,70591,66263,68905,69504,68545,68465,67237,67751,67073,65517,64290,64896,65957
2014-02-15,62843,60272,58569,57916,58274,59021,59943,60084,61827,62553,62944,62270,58978,59431,59223,58239,57709,57048,59306,60001,59701,59680,61080,62182
2014-02-16,58797,56057,54513,54163,54550,55256,55354,54119,53259,52896,53369,52954,52064,52162,51757,51505,51927,53040,55792,56822,56501,57113,58622,58719
2014-02-17,55270,52524,51442,51379,52312,54040,56812,60512,67524,70900,70511,69951,65688,68374,69220,69138,69480,68752,68797,67584,65572,64145,64442,65166
2014-02-18,61065,58428,56948,56666,57507,59095,61302,63535,68991,71120,70852,70076,66186,68762,69510,69280,69361,68709,69273,68434,66479,65044,65075,65921
2014-02-19,62356,59688,58118,57825,58526,59736,61810,64452,69591,71872,71286,69965,65526,68042,68680,68012,68279,67310,68087,67216,65711,64814,65276,66186
2014-02-20,62588,60171,59030,58399,58966,60149,61966,64324,69296,71641,71382,70130,65312,67516,68152,67615,68042,67980,68924,67894,66284,64815,65000,66052
2014-02-21,62636,60233,59017,58867,59455,60638,61898,64725,69335,71428,71062,69625,64902,66756,67385,66593,66709,66076,67270,66766,65545,64312,64958,65891
2014-02-22,62067,59556,58242,57673,58078,58858,59670,59616,61532,62489,62750,61996,58585,59488,59289,58560,57785,57287,59226,59794,59579,59385,60760,61912
2014-02-23,58631,55972,54450,53992,54330,55015,55075,54092,52941,52386,52812,52352,51198,51559,51344,51257,51513,52612,55210,56182,56192,56629,58376,58406
2014-02-24,55304,52755,51549,51568,52524,54317,56660,60165,66752,69972,69816,68485,63697,65580,65997,65355,65913,65691,66458,66151,64466,63266,63524,64096
2014-02-25,60316,57665,56221,56011,56903,58362,60369,62647,67579,69583,68940,67281,62421,64414,64886,64201,64467,63914,65130,65013,63659,62572,62797,63724
2014-02-26,59477,56881,55469,55260,56004,57639,59532,61888,66944,69420,69256,68031,63308,65848,66532,65589,65453,64144,64470,63944,62828,61984,62696,63478
2014-02-27,59333,56721,55458,55203,55888,57412,59345,61183,65309,67342,66576,64880,60511,62873,63405,63000,63303,62921,64181,64152,62765,61878,62109,63015
2014-02-28,58855,56094,54906,54493,55394,56866,58986,60900,65228,67179,67059,65809,61668,63883,64592,64071,64218,63223,63642,63329,62337,61378,61595,62200
2014-03-01,58287,55584,54193,53731,54360,55227,55652,55215,55978,57033,57868,57822,55821,56398,56320,55948,55812,55509,56919,57416,57259,57393,58850,58829
2014-03-02,55306,52566,51002,50609,51308,52281,52697,51665,50594,50027,50642,50321,49636,49671,49375,49274,49673,50807,53585,55281,55441,55467,56807,56422
2014-03-03,53110,50714,49777,49936,51230,53409,56720,60668,66037,68575,68406,67109,62307,64244,64670,64263,64515,64839,66094,66625,64735,63755,64224,63821
2014-03-04,59580,56848,55762,55505,56389,58132,60594,63530,68122,69932,69547,68201,63388,65840,66789,66219,66251,66230,67181,67032,65123,63873,63999,63994
2014-03-05,59837,57123,55764,55584,56459,58213,60964,63972,68216,70162,69754,68651,63812,66038,66688,66480,66830,66896,68000,68154,66542,65277,65329,65271
2014-03-06,61270,58837,57506,57227,58113,59566,62051,65203,69603,71384,70940,69579,64793,67257,68159,67924,68441,68232,69164,69211,67022,65598,65797,65829
2014-03-07,61751,59323,57914,57626,58487,60042,62550,65432,69865,72167,71991,70849,65796,67792,68439,67739,67908,67853,68966,68767,66702,65219,65510,65873
2014-03-08,61957,59209,57583,56951,57445,58397,59230,59569,61080,62637,63537,63053,59573,60093,59794,58729,58272,57552,59239,60502,59977,59806,61193,61507
2014-03-09,58229,55414,53790,53216,53758,54663,54588,53572,52793,52550,53453,53164,52445,52562,52167,51837,52155,53123,55585,57216,57196,57436,58921,58998
2014-03-10,55929,53577,52414,52208,53389,55427,58475,62558,68323,71532,71629,70418,65395,67476,67796,67161,67589,67557,68845,69208,67467,65859,65965,65738
2014-03-11,61572,58957,57733,57391,58388,60063,62278,65336,69693,70922,70148,68983,64088,66218,66665,66052,66266,66240,67498,67888,66129,64656,64807,64523
2014-03-12,60177,57646,56392,56150,56903,58397,60604,63549,67929,70549,70836,70286,66037,68876,69843,69379,69640,68609,67796,66904,65207,63792,64111,63850
2014-03-13,59723,57107,55790,55474,56349,57967,60218,63399,68631,70934,70810,70340,66110,68781,69618,69297,69995,69528,69379,68776,66529,64882,65129,65172
2014-03-14,61064,58536,57134,56626,57423,59090,61316,63881,67520,68928,68675,67880,63323,65823,66293,65672,65956,65846,66784,67191,65604,64160,64471,64569
2014-03-15,60669,58264,56728,56266,56772,57887,58520,58888,60548,61464,61734,60822,57268,58125,57720,56839,56196,55379,56857,58317,57985,58245,59289,59317
2014-03-16,55703,53044,51487,51207,51606,52559,52457,51266,50264,49954,50481,50009,49087,49239,48703,48582,48953,49707,51883,53769,53950,54093,55367,54924
2014-03-17,51435,49072,47962,48068,49221,51493,54529,58369,63581,65809,65595,64281,59782,62007,62774,62473,63382,63842,64468,64562,62777,61447,61319,60646
2014-03-18,56067,53513,52273,52015,52731,54494,56958,59713,63779,65543,65222,64068,59653,61782,62311,61737,62188,62142,63280,64359,63074,61882,61805,60856
2014-03-19,56197,53815,52636,52379,53135,55204,57861,60380,64299,66641,66737,65941,61802,64009,64574,64147,64429,63714,64117,64735,63250,62250,62241,61563
2014-03-20,57191,54488,53163,52895,53863,55739,58020,61255,65655,67400,67159,66023,61764,64601,65560,65214,65649,65889,66645,67063,65115,63692,63715,63399
2014-03-21,58996,56375,55272,54827,55634,57570,59901,62327,65840,67809,67480,66366,61999,64269,64575,63768,63984,63474,64227,65513,64041,63218,63348,62992
2014-03-22,59166,56496,54995,54665,55508,56721,57682,57745,58805,59649,59838,58891,55732,56629,56439,55684,55008,54104,55487,57267,57297,57345,58276,58183
2014-03-23,54760,52193,50864,50568,51285,52456,52465,51342,50221,49898,50158,49747,48753,48913,48744,48615,48899,49487,51633,53756,54113,54353,55419,54684
2014-03-24,50923,48665,47685,47901,49207,51280,54235,57930,62653,64545,64449,63658,59287,61529,62727,62249,62692,62592,63315,64010,62480,61179,60946,59888
2014-03-25,55420,52813,51615,51377,52163,53953,56389,58989,62658,64360,64482,63854,60010,62393,63519,63467,63842,63669,63895,64054,62319,60917,60689,59790
2014-03-26,55381,52916,51614,51248,52113,53996,56345,58943,62668,64129,64149,63357,59176,61592,62310,61991,62087,61377,61409,62782,62072,61053,60823,59807
2014-03-27,55320,52843,51697,51483,52348,54163,56668,59071,62558,64011,63448,62394,58252,60991,61857,61535,61755,61315,62114,63268,62094,60916,60433,59234
2014-03-28,54880,52504,51408,51051,51803,53584,55839,58087,61113,62413,62283,61272,57578,60209,61291,61104,61148,60632,61011,61922,60639,59668,59258,58098
2014-03-29,53963,51494,50271,49827,50321,51720,52762,53561,55620,57321,58164,57973,55590,57076,57199,56509,55861,54891,55566,56282,55825,55676,55950,55276
2014-03-30,51370,48806,47422,46871,47510,48664,49210,48806,48418,48865,49294,48966,48057,48343,48178,47951,48332,48777,50302,52440,52768,52824,53354,52105
2014-03-31,48206,46294,45240,45216,46397,48587,51554,54931,59458,62129,62487,61464,57418,59781,60448,60182,60413,60236,60590,62133,60974,59853,59458,58405
2014-04-01,53828,51617,50754,50363,51341,53130,55575,57507,60117,61582,61610,60997,57156,59610,60719,60286,60617,60410,61062,62418,61399,60215,59679,58192
2014-04-02,53899,51624,50682,50424,51262,52960,55245,57415,60242,61890,61798,60854,57212,59664,60820,60349,60568,59982,60408,61772,61132,60207,59419,58142
2014-04-03,53715,51609,50656,50419,51105,52831,55119,57572,60971,62358,62282,61762,58134,61114,62085,62030,62799,62528,62652,63504,62227,61053,60780,60072
2014-04-04,55989,53532,52402,52042,52989,54588,56796,58883,61936,63390,63757,62759,58678,61225,61774,61455,61917,61680,62114,63256,62206,61083,61080,60298
2014-04-05,56048,53756,52525,51982,52756,54065,54911,54985,56071,57144,57527,57100,54396,55661,56081,55653,55276,54534,55313,56905,56956,56722,57269,57214
2014-04-06,54036,51406,50037,49567,50164,51251,51290,50013,48764,48668,49133,48874,48319,48569,48320,48127,48516,49303,50804,53502,54165,54043,54598,53694
2014-04-07,50152,47949,46882,46872,48176,50019,52825,56159,60811,63446,63722,62772,58622,60977,61635,61487,62000,61521,61981,63240,62008,60904,60723,59684
2014-04-08,55343,53232,51999,51686,52551,54332,56669,58519,61306,62861,62644,61789,57805,60537,61455,60945,61084,60789,61202,63010,62184,60826,60322,59247
2014-04-09,54862,52384,51419,51159,52221,53935,56163,58188,61720,63343,63210,62248,58192,60701,61606,61079,61492,60731,60640,62242,61523,60588,59925,58937
2014-04-10,54634,52332,51162,50875,51618,53250,55625,57850,61477,63345,63009,61586,57963,60727,61538,61397,61784,61322,61804,62926,61961,60845,60234,58989
2014-04-11,54635,52470,51320,50931,51743,53481,55753,58146,61764,63314,63151,62362,58150,60543,61482,60996,61062,60374,60616,61859,61089,59970,59646,58450
2014-04-12,54152,51845,50651,50247,50721,51943,52978,53733,55925,57528,57820,57308,54548,55652,55712,55032,54323,53314,53855,55238,55274,55159,55640,54950
2014-04-13,51151,48693,47331,46869,47451,48475,49121,48475,48167,48673,49199,48790,48117,48496,48380,48133,48145,48728,50049,52314,52836,52776,53026,51573
2014-04-14,48055,46310,45364,45268,46438,48484,51563,54476,58687,61060,61305,60896,57260,59891,60914,60675,61105,60488,60631,62272,61358,59780,59287,58050
2014-04-15,53595,51540,50518,50270,50944,52676,55068,57071,60324,61107,61140,61143,57452,60198,61160,60964,61119,60723,61128,62333,61306,60002,59198,57631
2014-04-16,53311,51272,50267,49726,50451,51903,54511,57245,60396,61569,61799,61829,58131,60946,61956,61393,61320,60330,60141,61580,60911,59916,59049,57530
2014-04-17,53264,51262,50337,49994,50652,52080,54669,57032,59857,61253,61390,61480,58389,61631,62935,62666,63056,62646,62816,63069,61932,60547,59705,58403
2014-04-18,53989,51788,50529,50138,50869,52290,54926,57692,61177,62775,62898,62269,58487,61060,61934,61559,61477,60467,60261,61296,60838,59604,59024,57766
2014-04-19,53755,51422,50131,49753,50234,51243,52398,53065,55160,56647,57447,57377,54738,55723,55535,54778,54115,53120,53582,55359,55795,55604,55678,54731
2014-04-20,50924,48408,47033,46738,47196,48089,48707,48099,47374,47702,48178,47787,47046,47592,47611,47700,47949,48310,49324,51868,52591,52457,52542,50963
2014-04-21,47388,45382,44374,44214,45338,47201,50203,53119,57691,60016,60309,60078,56502,59443,60588,60283,60740,60176,60212,61312,60652,59527,58665,57050
2014-04-22,52641,50728,49650,49295,50003,51343,53957,56133,59245,60641,60834,60665,56922,59702,60568,60377,60531,59811,60291,61699,60927,59680,58843,57648
2014-04-23,53076,51024,49916,49532,50198,51707,54148,55915,58960,60657,60966,60547,56945,59455,60453,60385,60443,59472,59131,60327,59864,58940,58093,56450
2014-04-24,52402,50442,49542,49313,49913,51333,53848,56030,58967,60443,60629,60592,57254,60106,61161,61072,61238,60361,60369,61546,60803,59353,58215,56603
2014-04-25,52676,50563,49544,49364,49898,51138,53655,55787,58844,60165,60626,60610,57207,60028,61030,60709,61166,60124,59487,60441,59967,58755,57681,56040
2014-04-26,52295,50187,49127,48612,48853,49540,50850,51532,53593,55200,55806,55635,53195,54555,54928,54167,53589,52423,52692,54219,54253,53974,53527,52313
2014-04-27,48846,46994,45806,45056,45596,46035,46819,46797,47087,48036,48763,48683,48272,48854,48909,48997,49220,49443,50224,51756,52100,51731,51929,50429
2014-04-28,46939,45098,44078,43948,44873,46699,49936,53673,58840,61604,62400,62160,59027,61588,62596,62235,62426,61822,61663,61878,60758,59369,58710,57439
2014-04-29,53118,50880,49636,49309,49994,51289,53952,56635,60164,62054,62173,61691,58018,60625,61776,61436,61543,61063,60875,61470,60839,59445,58674,57494
2014-04-30,52932,50363,49156,48843,49570,50999,53660,55781,59056,60918,61216,60871,57478,60198,61294,60757,60677,59371,58894,59767,59329,58466,57704,56271
2014-05-01,52340,50163,49051,48538,48835,49668,51099,51502,53037,54175,54294,54206,52016,53650,54303,54171,53931,52931,53144,54953,55782,55371,54762,53516
2014-05-02,49529,47422,46491,46093,46728,48053,50298,52299,55325,57043,57603,57540,54404,56928,57962,57962,58473,57703,57410,58172,57799,56358,55693,54207
2014-05-03,50431,48404,47347,46830,47210,48296,49525,49852,51162,51960,52194,52592,50211,51225,51482,51082,50547,49721,49953,51636,52513,52341,52234,51303
2014-05-04,48109,46186,45020,44449,44873,45390,46090,45510,45182,45600,46022,45852,45324,45501,45545,45485,45834,46602,47854,49335,50123,50091,50506,49394
2014-05-05,46321,44209,43207,43099,43701,44698,46022,45941,46729,47550,48143,47984,46918,47465,47667,47694,47904,48140,48685,50885,51985,52092,52425,51374
2014-05-06,48039,45943,45037,44682,45343,46144,47500,47766,49087,50512,51167,50909,49308,50346,50745,50795,50878,50692,51079,53181,54460,54086,53766,52294
2014-05-07,48640,46540,45827,45702,46499,48017,50792,53330,57303,59689,59921,59687,56143,58859,59791,59486,59747,58984,58656,59802,59762,58697,57920,56452
2014-05-08,52204,50148,49056,48735,49344,50452,53180,55971,59774,61463,61820,61234,57478,59898,60911,60665,60783,59867,59525,60281,60316,59542,58729,57186
2014-05-09,52749,50794,49631,49217,49675,50822,53377,55649,58938,60448,60847,60545,56868,59458,60447,60185,60249,59400,59080,60243,60128,59007,57984,56687
2014-05-10,52706,50488,49276,48893,49203,49995,51341,51898,54072,55745,56582,56260,53510,55096,55420,54988,54267,52649,52782,54266,55288,54697,54098,52669
2014-05-11,49246,47341,46141,45654,45697,46040,46829,46448,46747,47654,48417,48468,47928,48541,48810,48778,49175,49629,50339,51613,52256,51960,51718,49950
2014-05-12,46762,44762,44054,43845,44569,45858,49039,52787,57510,60139,60825,60554,57395,59975,61216,61009,61169,60486,60153,60899,60716,59151,57838,55990
2014-05-13,51773,49907,48861,48595,49135,50258,52690,54946,58743,61153,61330,61331,57840,60981,62149,61756,61765,61156,60583,61537,61422,59683,58136,56217
2014-05-14,51781,49847,48772,48307,48660,49532,52228,55299,59173,61287,61743,61439,58157,61231,62471,62215,62388,60840,59765,60475,60376,58932,57559,55854
2014-05-15,51788,49892,48892,48389,48740,49754,52545,55213,58966,61298,61866,61617,58086,61106,62172,61787,61977,61117,60555,60931,60750,59259,57708,55938
2014-05-16,51976,49834,48892,48464,48893,50039,52699,55329,58786,61349,61887,61405,58237,61092,62471,62471,62404,60972,59947,60346,60275,58850,57374,55643
2014-05-17,51921,50034,48845,48169,48338,48859,50198,51146,53661,55436,56514,56689,54257,55925,56264,55589,54711,53145,52843,54080,55286,54615,53625,52134
2014-05-18,48661,46764,45792,45096,45081,45575,46272,46194,46298,47491,48444,48629,48297,48989,49003,48906,48987,49170,49691,51248,52446,52087,51255,49029
2014-05-19,45707,43983,43130,43041,43639,45087,48265,52058,57459,60450,61497,61302,58263,61516,62956,62727,62842,61828,61156,61374,60931,59122,57315,55343
2014-05-20,51385,49449,48559,48081,48336,49156,51861,55041,59567,62024,62635,62517,59015,61964,63090,62817,63035,62231,61593,61766,61446,59525,57653,55775
2014-05-21,51716,49807,48749,48338,48614,49420,52072,54882,59152,61998,62576,62212,58781,61809,62891,62693,62726,61424,60122,60489,60638,59101,57214,55571
2014-05-22,51568,49542,48592,48302,48564,49393,51861,54785,58740,61418,62075,62065,58749,61855,63244,63182,63560,62627,61539,61924,61623,59441,57629,55781
2014-05-23,51797,49849,48850,48485,48667,49413,51950,55100,59164,61764,62538,62418,59150,62286,63549,63365,63329,61865,60803,61015,61026,59388,57607,55592
2014-05-24,51478,49408,48368,47750,47716,48235,49745,51075,53747,55833,57057,57136,55345,57202,57838,57151,56258,54585,54214,54927,55472,54539,53445,51977
2014-05-25,48624,46557,45325,44643,44738,44879,45760,46211,46903,47853,49082,49292,48902,49787,49709,49588,49796,50132,50981,51624,52266,51668,50905,48774
2014-05-26,45638,43939,43050,42777,43287,44706,48225,52429,57821,60728,61805,61760,58475,61303,62437,62320,62708,61757,60850,60936,60996,59125,57139,55082
2014-05-27,51311,49384,48304,47800,47968,48929,51646,54799,59148,61813,62810,62834,59762,63028,64420,64060,64379,63468,62543,62723,62244,60036,57635,55899
2014-05-28,51908,49686,48855,48398,48500,49422,52268,55758,60313,63107,64040,64360,61189,64399,65865,65666,65793,64236,62612,62424,62330,60579,58286,56228
2014-05-29,52276,50233,49255,48660,48679,49676,52425,55757,60106,63047,64288,65143,62181,65222,66574,66488,66564,65574,64019,63508,63187,61088,58570,56185
2014-05-30,52149,50258,49133,48714,48910,49724,52200,55631,60164,63495,64977,65338,62429,65839,67424,67234,67104,65727,63922,63230,62988,60826,58760,56819
2014-05-31,52374,50439,48997,48079,48124,48470,49950,51674,54943,57697,59709,60607,59018,60590,60914,60138,59423,57673,57004,57632,58325,57044,55178,53080
2014-06-01,49405,47416,46164,45399,45162,45176,46010,46770,47860,49636,51156,51839,51859,52696,53095,52963,52753,52791,53269,53994,54570,53743,52219,50031
2014-06-02,46916,45131,44042,43544,43782,45013,48337,53176,59401,63258,64297,64135,60655,63330,64375,64007,64095,63293,62448,62483,61516,59529,57427,55792
2014-06-03,51834,49820,48882,48245,48333,49112,52318,56063,60241,62586,63121,62835,59473,62212,63465,63156,63451,62725,61935,61762,61063,59022,57283,56135
2014-06-04,52274,50283,49184,48510,48405,48869,50592,52107,55098,58077,60172,60615,58149,60556,61469,60668,59829,59010,58696,59031,59357,58173,56438,54317
2014-06-05,50430,48744,47760,47290,47347,48266,50973,54124,58983,61760,62595,62448,59275,62038,63187,62872,62700,61536,60444,60436,60446,58770,56889,55485
2014-06-06,51861,49786,48469,47665,47526,47762,49035,50562,53252,55859,57301,57804,56164,58078,58717,58482,58119,56688,56196,56633,57543,56620,55031,52898
2014-06-07,49259,47528,46350,45650,45730,46083,47505,48987,51731,53741,55236,55488,54266,55542,55666,55171,54426,53263,53145,53791,54561,53429,52057,50856
2014-06-08,47728,45824,44632,44076,43911,44222,45151,45736,46723,48041,49175,49515,49176,50017,50157,50000,50033,50207,50871,51832,52889,52096,50636,48619
2014-06-09,45423,43578,42888,42615,43036,44251,47713,52277,58607,62121,63140,63452,60393,63432,64697,64819,64907,63886,62599,62533,61993,60078,57845,55853
2014-06-10,52114,50184,49231,48624,48683,49453,52264,55661,60439,63412,64717,64819,61722,64903,66163,65859,66012,64893,63725,63559,62748,60460,58198,56476
2014-06-11,52486,50537,49450,48925,48911,49717,52456,55897,60363,62895,63855,63954,60662,63852,65006,64548,64415,62965,61588,61332,61364,59702,57616,55948
2014-06-12,52062,50449,49269,48742,48926,49622,52457,55927,60508,63249,64064,64043,60745,63740,64857,64714,64565,63331,62172,61920,61677,59723,57667,56078
2014-06-13,52239,50396,49332,48881,48792,49627,52470,55846,60145,62707,63467,63345,60234,63189,64400,64246,64334,63376,62061,61653,61648,59928,57859,56265
2014-06-14,52821,50789,49365,48712,48260,48553,50161,51675,54559,56895,58379,58546,56518,58255,58813,58201,57156,55379,54860,55300,56319,55311,53832,52423
2014-06-15,49076,47185,45855,45144,45051,44975,45907,46508,47590,49174,50625,51202,51077,52009,51997,51741,51825,51779,52112,52795,53962,53222,51772,49447
2014-06-16,46135,44543,43586,43270,43409,44747,48368,52982,59205,63072,64438,64807,62188,65371,66777,66383,66564,65490,64136,63970,63293,60992,58482,56698
2014-06-17,52887,51109,50007,49418,49245,50111,53078,56948,61993,64854,66055,66252,62945,66116,67326,67123,67191,66245,64876,64597,63878,61437,58909,56996
2014-06-18,53230,51259,50033,49399,49346,50085,53388,56875,60646,64507,65960,66403,63443,66352,67769,67635,67619,66013,64275,63836,63599,61543,58930,56873
2014-06-19,52814,50953,49937,49470,49420,50026,52810,56407,61440,64424,65406,65499,62313,65610,66800,66574,66575,65529,64210,63930,63551,61288,58734,57059
2014-06-20,53272,51316,50052,49408,49503,50305,53244,56802,61817,64959,65978,66371,63517,66488,67428,67048,66706,65362,63998,63695,63149,61032,58713,56807
2014-06-21,53096,51102,49839,49089,48798,48765,50269,52263,55412,58012,59676,59988,57641,59455,59782,58816,57872,56153,55909,56390,56825,55589,54130,52585
2014-06-22,49463,47608,46287,45412,45286,45379,46235,46812,47928,49507,51113,51524,51240,52361,52376,52211,52105,51907,52162,52807,53722,52947,51492,49351
2014-06-23,46090,44736,44021,43825,44670,45943,48983,53267,59411,63074,64317,64631,61636,64484,65547,65181,65325,64523,63401,62916,62353,60242,57954,56196
2014-06-24,52250,50369,49404,48670,48888,49728,52487,56225,61166,64358,65284,65466,62107,65174,66595,66330,66399,65384,64355,63897,63541,61283,58562,56749
2014-06-25,53058,51244,49982,49600,49664,50249,52932,56619,61596,64816,65874,66242,63491,66279,67542,67390,67512,65983,64096,63771,63563,61575,59146,57272
2014-06-26,53261,51355,50248,49538,49353,50112,52731,56494,61753,65062,66321,66792,64075,67489,68774,68304,68278,67049,65468,64858,64442,62154,59335,57440
2014-06-27,53451,51302,50292,49608,49555,50672,53462,56854,61896,65056,66255,66562,63710,67017,68016,68013,68262,66594,64420,63671,63568,61483,59062,56994
2014-06-28,53256,51200,49872,48996,48730,49085,50736,52479,55777,58732,60396,61010,59178,60750,60897,59805,58833,57027,56576,56886,57635,56560,54623,52911
2014-06-29,49592,47690,46243,45695,45372,45287,46234,46989,48486,50425,52136,52858,52718,53526,53473,53370,53395,53412,53964,54637,55503,54497,52810,50266
2014-06-30,47169,45382,44426,43902,44250,45501,48903,53732,60523,64881,66784,67661,65096,68458,69801,69372,69166,67913,66063,65106,64469,62172,59359,57294
2014-07-01,53185,50974,49842,49168,49076,49892,52737,56621,62077,65910,67744,68525,65780,69349,71029,70493,70474,69094,67297,66519,65804,62937,60165,57882
2014-07-02,53711,51735,50779,50159,49946,50688,53567,57672,63439,66933,68386,69236,66291,69375,70518,69749,69170,67548,65629,64818,64038,62067,59394,57600
2014-07-03,53835,51854,50594,50025,49878,50370,53102,57003,62155,65068,66035,65979,62742,65526,66535,66201,66165,65354,64465,64067,63348,61287,58903,57446
2014-07-04,53682,51645,50409,49795,49761,50319,53087,56906,62136,65462,66906,67274,64251,67668,68944,68517,68616,67126,65096,64349,64164,62204,59619,57918
2014-07-05,54235,52324,50962,49921,49539,49620,50972,52987,56253,58977,60746,61356,59564,61173,61330,60523,59552,57702,57390,57761,58216,56985,55200,53777
2014-07-06,50500,48569,47044,46313,46132,46241,47166,47674,49194,50851,52494,52984,52886,53579,53460,53225,53063,52931,53186,53896,54855,54078,52417,50245
2014-07-07,47085,45230,44297,43752,44160,45284,48687,53865,60595,64883,66645,67450,64820,68299,69831,69467,69594,68464,66989,66170,65285,63079,60066,58291
2014-07-08,53980,51935,50652,49891,50038,50651,53632,57942,63725,67162,68540,68743,65743,69265,70523,70401,70367,69517,68003,67505,66794,64502,61444,59500
2014-07-09,55286,52959,51693,51007,51025,51798,54908,59269,65756,70192,71975,72676,69648,72454,72385,71639,71403,70056,68044,67488,67071,64755,61869,59863
2014-07-10,55544,53280,51985,51396,51326,52036,55138,59292,65911,70190,71715,72280,69447,72678,73566,72789,72754,71714,69742,68611,67688,65252,61960,59769
2014-07-11,55456,53246,51733,50910,50902,51535,54296,58673,64785,68688,70198,70891,68141,71088,72310,71858,71857,70484,68129,67173,66956,64569,61517,59640
2014-07-12,55492,53227,51606,50585,50408,50390,51855,53952,57845,60901,63127,63830,61809,63248,63580,62665,61246,59232,59044,59527,60116,58480,56763,55294
2014-07-13,51768,49682,48219,47303,46974,46921,47693,48562,50106,51907,53580,54254,54135,55110,55370,55240,55136,54981,55437,55984,57026,56157,54210,51835
2014-07-14,48584,46896,45928,45418,45656,46847,50078,55280,62736,67495,69264,70054,67301,70874,72580,72156,72077,70941,68985,68103,67276,64695,61381,59209
2014-07-15,55006,52937,51438,50801,50831,51380,54480,58794,65085,68952,70321,70749,67925,71431,72611,72112,72052,70704,69040,68201,66996,64256,61307,59374
2014-07-16,55306,53113,51701,50908,50842,51424,54443,58834,64770,68535,70201,70926,68184,71445,72607,72033,71958,70512,68502,67854,67201,64718,61591,59516
2014-07-17,55383,53212,51868,51117,51241,51816,54763,58967,65043,68608,70385,70707,67385,70349,71498,71099,70958,69731,68191,67515,66725,64110,61180,59330
